Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,outcome
68,1,1,2,0,0,6229,36,5,1
23,0,1,2,0,2,6229,31,4,1
61,1,1,2,0,2,6229,36,4,1
47,0,1,2,0,1,6229,36,3,1
66,0,1,2,1,0,6229,36,4,1
56,0,1,2,0,2,16788,36,4,1
38,0,0,2,0,0,6229,19,4,1
36,0,1,0,0,2,6229,36,4,1
75,1,1,2,0,0,6229,36,4,1
72,0,1,1,0,2,6229,36,4,1
72,1,1,2,0,0,6229,36,4,1
79,0,1,2,0,0,6229,42,4,1
69,0,1,2,1,0,4648,36,4,1
76,0,1,2,0,0,28376,36,4,1
60,0,1,2,0,2,6229,36,4,1
51,0,1,2,0,2,6229,36,4,1
75,1,1,2,3,0,6229,36,4,1
47,0,1,2,1,0,6229,36,4,1
56,0,2,2,0,0,6229,36,4,1
75,0,1,2,2,0,6229,59,4,1
32,0,1,2,0,0,6229,36,4,1
68,0,1,2,0,0,6229,36,4,1
23,0,1,2,0,1,6229,18,4,1
77,0,1,2,0,0,6229,36,4,1
53,0,1,1,0,0,6229,36,4,1
47,0,1,2,0,1,6229,36,7,1
31,0,1,2,0,0,6229,36,4,1
58,0,1,2,0,0,6229,36,7,1
52,0,1,0,0,0,6229,36,4,1
23,0,1,2,0,0,6229,3,1,1
23,0,1,2,0,0,6229,6,3,1
45,0,1,2,0,0,5744,36,4,1
76,0,0,2,0,0,6229,36,0,1
60,0,1,2,0,0,6229,36,0,1
73,0,1,2,0,0,28257,36,4,1
23,0,1,2,2,0,6229,6,4,1
78,0,3,2,0,0,6229,36,4,1
23,1,1,2,0,0,6229,3,4,1
23,0,1,2,0,0,6229,7,3,1
54,1,1,2,0,0,6229,36,4,1
23,0,1,2,3,0,6229,29,4,1
46,0,1,2,0,0,6229,36,6,1
23,0,1,0,0,0,6229,19,4,1
32,0,1,0,0,0,5362,36,4,1
49,0,1,2,0,0,6229,36,7,1
74,0,1,2,0,0,28409,36,4,1
76,1,1,1,0,0,6229,36,4,1
23,0,2,2,3,2,6229,36,4,1
23,0,1,2,3,0,6229,25,4,1
29,0,1,2,0,2,6229,36,4,1
31,0,1,2,3,0,6229,36,4,1
78,0,2,2,0,0,6229,36,4,1
23,0,1,2,3,2,6229,5,4,1
23,0,1,2,0,0,6229,6,0,1
79,0,1,2,0,0,6229,36,4,1
75,0,1,2,2,0,6229,36,4,1
32,1,1,2,0,0,6229,36,4,1
23,0,1,1,0,0,11134,9,4,1
47,0,1,2,0,0,6229,36,3,1
71,0,1,2,0,2,6229,36,4,1
63,0,1,2,0,1,6229,36,4,1
39,1,1,2,0,0,6229,36,4,1
45,1,1,2,0,0,5744,36,4,1
23,0,1,2,0,0,6229,7,5,1
23,0,1,2,0,2,6229,27,4,1
