Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,outcome
64,1,3,1,0,2,5848,36,5,1
24,1,2,1,3,2,5848,36,7,1
24,1,1,1,0,2,5848,9,5,1
24,0,2,1,3,2,5848,19,5,1
47,1,2,2,0,2,5848,36,0,1
24,1,0,1,0,2,5848,18,5,1
30,1,2,1,0,2,5848,36,5,1
36,1,2,0,0,2,5848,36,5,1
76,1,2,1,0,2,5848,53,5,1
48,1,2,1,0,2,20877,36,5,1
24,1,2,1,0,2,5848,31,5,1
79,1,2,2,0,2,5848,36,5,1
52,1,2,1,0,2,5848,36,4,1
24,1,2,1,0,1,5848,10,5,1
68,1,2,1,2,2,5848,42,5,1
75,1,2,1,0,2,5848,36,5,1
70,0,2,1,0,2,5848,36,5,1
40,1,3,1,0,1,5848,36,5,1
76,1,2,1,0,2,5848,26,5,1
33,1,0,1,0,2,5848,36,5,1
55,1,0,1,0,2,5848,36,5,1
24,1,1,1,0,2,5848,28,5,1
77,1,2,1,0,1,5848,36,5,1
70,1,2,1,0,2,5848,36,5,1
53,1,3,1,0,2,5848,36,5,1
33,1,2,0,0,2,5848,36,5,1
76,1,3,1,0,2,5848,36,5,1
46,1,2,1,0,2,5848,36,5,1
24,1,2,1,0,2,5848,28,5,1
65,1,0,1,1,2,5848,36,5,1
26,1,2,1,3,2,5848,36,5,1
40,1,2,1,0,2,5848,36,5,1
42,1,1,1,0,2,5848,36,5,1
24,1,2,1,0,2,5848,18,5,1
33,1,0,1,0,0,5848,36,5,1
24,1,2,1,0,1,5848,33,5,1
65,1,2,1,0,2,5848,12,5,1
62,1,2,1,0,2,5848,16,5,1
24,1,2,0,3,0,5848,36,5,1
24,1,2,2,2,2,5848,36,5,1
24,0,2,1,0,2,5848,36,7,1
24,1,2,0,0,2,5848,10,5,1
80,1,2,1,0,2,29314,36,5,1
58,1,2,1,0,0,5848,36,5,1
37,1,2,1,0,2,5848,36,5,1
74,0,2,1,0,2,5848,36,5,1
59,1,2,1,0,0,5848,14,5,1
59,1,2,1,0,2,5848,14,5,1
70,1,2,1,0,2,5848,36,3,1
24,1,2,1,0,2,5848,5,5,1
54,1,1,1,0,2,5848,36,5,1
75,0,2,1,0,2,5848,36,5,1
24,1,3,1,0,2,5848,31,5,1
24,1,2,1,0,1,5848,28,5,1
51,1,2,1,0,2,18529,36,5,1
34,1,2,1,0,2,5848,10,5,1
56,1,2,1,2,2,5848,36,5,1
34,1,2,1,0,2,5848,36,5,1
47,1,2,1,0,0,5848,36,5,1
63,1,3,1,0,2,5848,36,5,1
24,1,2,1,0,2,5848,30,5,1
41,1,3,1,0,2,5848,36,5,1
32,1,2,1,0,2,5848,36,5,1
24,0,2,1,3,2,5848,36,5,1
50,1,0,1,0,2,5848,36,5,1
24,0,3,1,0,2,5848,26,5,1
24,1,3,1,3,2,5848,36,5,1
47,1,2,1,1,2,5848,36,5,1
24,0,2,1,0,2,5848,7,5,1
57,1,2,1,0,2,24241,36,5,1
36,0,2,1,2,2,5848,36,5,1
44,1,2,1,0,2,5848,36,5,1
24,1,2,1,0,2,5848,33,5,1
37,1,3,1,0,2,5848,36,5,1
38,1,2,1,0,2,5848,36,5,1
66,1,2,1,0,2,5848,48,1,1
24,0,2,1,3,1,5848,36,5,1
77,1,2,1,0,2,5848,36,4,1
24,1,2,2,0,2,4490,36,5,1
50,1,2,1,3,2,10426,36,5,1
48,1,2,1,0,2,5848,36,5,1
55,1,2,0,0,2,5848,36,5,1
73,1,2,1,0,2,5848,13,5,1
49,0,2,1,0,2,5848,31,5,1
24,1,2,1,0,2,5848,35,5,1
24,0,2,1,0,2,5848,21,5,1
34,1,2,1,2,2,5848,43,5,1
73,1,2,1,0,2,5848,36,2,1
24,1,2,1,0,2,5848,11,5,1
78,1,2,2,0,2,5848,36,5,1
24,1,1,1,2,2,5848,36,5,1
25,1,1,1,0,2,5848,36,5,1
76,1,2,1,0,2,21050,53,5,1
44,1,2,0,0,2,5848,36,5,1
24,0,2,2,2,2,5848,36,5,1
42,1,2,1,1,2,5848,36,5,1
77,1,2,1,0,0,5848,24,5,1
24,1,2,1,0,2,5281,36,5,1
78,1,2,2,0,2,16901,36,5,1
24,1,2,1,0,2,5848,6,5,1
24,0,2,1,2,1,5848,36,5,1
44,1,2,1,3,2,5848,36,5,1
78,1,2,1,0,2,5848,36,6,1
58,1,2,2,0,2,5848,36,5,1
24,1,2,0,0,2,5848,22,5,1
38,0,2,1,0,2,5848,36,5,1
24,1,2,1,0,0,5848,20,5,1
24,0,2,1,0,2,5848,36,6,1
73,1,2,1,1,2,5338,36,5,1
24,1,2,1,0,2,16726,11,5,1
37,0,2,1,0,2,5848,36,5,1
73,1,2,1,3,2,5848,36,5,1
24,1,2,1,2,1,5848,25,5,1
42,0,2,1,0,2,5848,36,0,1
42,1,2,1,0,2,5848,48,5,1
77,1,2,1,0,2,5848,7,5,1
78,1,3,1,0,2,40173,36,5,1
24,1,2,2,3,2,5848,36,5,1
54,1,2,1,0,0,5848,36,5,1
24,1,2,1,0,2,5848,8,3,1
71,1,2,1,0,0,5848,36,5,1
27,1,3,0,0,2,5848,36,5,1
78,1,3,1,0,2,5848,36,5,1
73,1,2,2,0,2,5848,36,5,1
54,1,2,1,0,1,5848,36,0,1
24,1,0,1,0,2,5848,21,5,1
28,1,2,0,0,2,5848,36,3,1
24,1,2,1,0,2,5848,4,5,1
24,1,0,1,0,2,5848,14,5,1
24,1,3,1,0,2,5848,29,5,1
28,1,2,1,0,2,5848,36,5,1
24,1,2,1,2,2,6217,36,5,1
24,1,2,1,0,1,5848,36,7,1
57,1,2,1,0,2,5848,36,5,1
24,1,2,1,0,2,5848,14,5,1
24,1,2,0,0,0,5848,20,5,1
29,1,2,0,0,2,5848,39,5,1
24,1,3,1,0,2,5848,36,7,1
36,0,2,1,0,2,5848,36,5,1
