Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,outcome
60,1,2,2,0,0,2302,36,5,1
31,1,1,2,0,0,2302,18,5,1
31,1,2,1,0,0,2302,10,5,1
73,1,2,2,0,0,40959,36,5,1
66,1,2,2,0,0,2302,36,5,1
50,1,2,2,0,2,2302,36,5,1
66,1,2,0,0,0,2302,36,5,1
31,1,2,1,0,0,2302,25,5,1
31,1,2,2,0,0,8115,36,5,1
31,1,2,2,0,0,6981,36,5,1
73,1,2,2,0,0,2302,36,5,1
31,1,2,2,0,0,2302,13,5,1
66,1,2,2,0,2,2302,36,5,1
55,1,2,2,0,0,2302,36,5,1
31,1,2,2,0,0,2302,4,5,1
75,1,2,2,0,0,2302,36,5,1
58,1,2,2,0,0,2302,36,5,1
53,1,2,2,2,0,2302,36,5,1
54,1,2,2,0,0,2302,36,5,1
64,1,2,2,0,0,17944,36,5,1
56,1,2,2,0,0,2285,36,5,1
31,1,2,2,0,0,7196,36,5,1
47,1,2,2,0,0,2302,36,5,1
31,1,2,2,0,1,2302,4,5,1
31,1,2,2,0,0,4689,36,5,1
31,1,2,0,0,0,2302,3,5,1
56,1,2,2,0,1,2302,36,5,1
44,1,2,2,0,0,2302,36,5,1
50,1,2,1,0,0,2302,36,5,1
74,1,2,2,0,0,2302,36,5,1
48,1,2,2,0,0,2302,36,5,1
30,1,2,2,0,0,2302,18,5,1
52,1,2,2,0,1,2302,36,5,1
31,1,2,2,2,0,2302,8,5,1
31,1,2,2,3,0,2302,10,5,1
31,1,2,2,0,0,14692,7,5,1
31,1,2,2,0,0,4550,36,5,1
64,1,2,2,0,0,2302,36,5,1
56,1,2,2,0,0,23330,36,5,1
68,1,2,2,0,0,2302,24,5,1
58,1,3,2,0,0,2302,36,5,1
31,1,2,2,0,0,2302,27,5,1
67,0,2,2,0,0,2302,36,5,1
78,1,2,2,0,0,2302,36,5,1
60,1,2,1,0,0,2302,36,5,1
70,1,2,2,0,0,2302,36,5,1
33,1,2,2,0,0,2302,10,5,1
31,1,2,2,3,0,2302,16,5,1
62,1,2,2,0,0,9171,36,5,1
31,1,2,2,3,0,11453,36,5,1
66,1,2,2,0,0,2302,36,7,1
31,0,2,2,0,0,2302,6,5,1
31,1,2,2,0,0,2302,5,5,1
31,1,2,2,0,0,2302,6,5,1
42,1,2,2,0,0,2302,25,5,1
59,1,2,2,0,0,21403,36,5,1
31,1,2,2,3,0,7856,36,5,1
69,1,2,2,0,0,2302,36,0,1
72,1,2,2,1,0,2302,36,5,1
31,1,2,2,3,0,2302,13,5,1
51,1,2,2,1,0,2302,36,5,1
46,1,2,2,0,0,2302,36,5,1
76,1,2,2,0,0,25314,36,5,1
78,1,2,1,0,0,2302,36,5,1
64,1,2,2,0,0,2302,36,6,1
31,1,2,2,0,2,2302,12,5,1
31,1,2,1,0,0,7196,36,5,1
31,1,2,1,0,0,7667,36,5,1
53,1,2,2,0,0,2302,36,5,1
68,1,0,2,0,0,2302,36,5,1
78,1,2,2,0,0,3092,36,5,1
76,1,2,2,1,0,2302,36,5,1
64,1,2,0,0,0,2302,36,5,1
31,1,2,1,0,0,2302,13,5,1
42,1,2,2,0,2,2302,36,5,1
49,1,0,2,0,0,2302,36,5,1
52,1,2,2,0,0,7600,36,5,1
31,1,2,2,0,0,2302,23,5,1
46,1,2,2,0,2,2302,36,5,1
31,1,2,2,0,0,2302,3,5,1
70,1,2,1,0,0,2302,36,5,1
31,1,2,2,0,0,2302,10,5,1
31,1,2,2,0,0,2302,18,5,1
71,1,2,0,0,0,2302,36,5,1
31,1,2,2,0,0,2302,26,3,1
51,1,2,2,0,0,2302,36,5,1
31,1,2,2,0,0,5560,36,5,1
74,1,2,2,0,2,2302,36,5,1
55,1,2,2,0,0,3901,36,5,1
52,1,2,2,0,0,2302,11,5,1
48,1,3,2,0,0,2302,36,5,1
31,1,2,2,3,0,2302,4,5,1
31,1,2,2,0,0,4594,36,5,1
31,1,2,2,0,0,7667,36,5,1
31,1,2,2,0,0,2302,29,5,1
54,0,2,2,0,0,2302,36,5,1
76,1,2,2,0,0,2302,36,5,1
58,1,2,2,0,0,2302,36,3,1
31,1,2,2,0,1,8339,36,5,1
31,1,2,2,0,0,4585,36,5,1
31,1,2,2,0,0,2302,21,1,1
31,1,2,2,0,0,2302,24,6,1
56,1,2,2,0,0,7063,36,5,1
31,1,2,2,0,0,2302,25,3,1
47,1,2,2,0,2,2302,36,5,1
42,1,2,2,2,0,2302,36,5,1
41,1,2,2,0,0,16330,36,5,1
31,1,2,1,0,0,6004,36,5,1
67,1,3,2,0,0,2302,36,5,1
31,1,2,2,0,0,2302,16,5,1
31,1,2,2,0,0,2302,7,5,1
31,1,2,2,1,0,6084,36,5,1
50,1,2,2,0,0,2302,36,5,1
72,1,2,2,0,0,2302,36,5,1
31,1,2,2,1,0,2302,5,5,1
31,1,2,2,0,0,5676,36,3,1
31,1,2,2,0,0,2302,21,6,1
49,1,2,2,0,0,2302,36,5,1
58,1,2,2,0,0,9064,36,5,1
73,1,2,2,0,1,2302,36,5,1
31,1,2,2,0,1,5833,36,5,1
52,1,2,0,0,0,2302,36,5,1
71,0,2,2,0,0,2302,36,5,1
74,1,2,2,0,0,23890,36,5,1
75,1,2,2,0,1,2302,36,5,1
69,1,2,2,0,0,2302,36,5,1
31,1,2,2,3,0,2302,5,5,1
75,1,2,2,0,0,18446,36,5,1
31,1,2,2,0,0,8082,36,5,1
31,1,2,2,0,0,2302,23,2,1
78,1,2,2,0,0,2302,36,3,1
31,1,2,2,0,0,2302,24,5,1
29,1,2,2,0,0,2302,18,5,1
31,1,1,2,0,0,7240,36,5,1
31,1,2,2,0,1,2302,23,5,1
60,1,2,2,2,0,2302,36,5,1
77,1,2,2,3,0,2302,36,5,1
61,1,2,2,0,0,2302,36,5,1
47,1,2,0,0,0,2302,36,5,1
73,1,2,2,0,2,2302,36,5,1
31,0,2,2,0,0,4684,36,5,1
31,1,2,2,0,0,2302,11,5,1
64,1,2,2,0,2,2302,36,5,1
67,1,2,2,0,0,2302,36,5,1
62,1,2,2,1,0,2302,36,5,1
62,1,2,2,0,0,2302,36,5,1
