Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,outcome
24,1,2,2,0,0,4308,11,0,1
78,0,0,2,0,0,4308,48,0,1
70,1,2,2,0,0,4308,48,0,1
62,0,2,1,0,0,4308,48,0,1
66,1,2,2,0,0,4308,48,0,1
72,0,0,2,0,0,4308,48,0,1
79,0,2,2,0,1,4308,48,0,1
74,0,2,2,0,0,4308,33,0,1
64,0,1,2,0,0,4308,48,0,1
59,0,2,2,0,0,4308,48,0,1
78,0,2,0,0,0,4308,48,0,1
76,0,2,2,0,0,4308,48,5,1
75,0,2,2,0,0,10560,48,0,1
24,0,2,2,0,0,4308,5,6,1
72,0,2,2,0,0,4308,48,5,1
55,0,2,2,0,0,4308,48,7,1
24,0,2,2,0,0,4308,13,0,1
74,0,2,2,0,0,4308,48,7,1
24,0,2,0,0,0,4308,8,0,1
36,0,2,2,0,0,4308,24,0,1
63,0,2,2,0,0,4308,48,0,1
73,0,2,2,0,0,4308,48,0,1
24,0,2,2,0,0,4308,12,0,1
61,0,2,2,3,0,4308,48,0,1
24,0,2,2,0,0,7210,3,0,1
45,0,2,2,0,0,4308,40,0,1
74,0,2,2,0,0,4308,48,0,1
78,0,2,2,0,0,4308,48,0,1
69,0,2,2,0,0,4308,48,0,1
24,1,2,2,0,0,4308,5,0,1
62,0,2,0,0,0,4308,48,0,1
24,0,2,2,0,0,4308,6,0,1
66,0,2,2,0,0,4308,48,0,1
68,0,2,2,0,0,4308,48,5,1
61,0,2,2,0,0,4308,48,0,1
60,0,2,2,0,0,4308,48,0,1
76,0,2,2,0,0,4308,41,0,1
65,0,3,2,0,0,4308,48,0,1
24,0,2,2,0,0,4308,10,0,1
24,0,2,2,0,0,4308,5,0,1
80,0,2,2,0,0,10831,48,0,1
80,0,3,2,0,0,4308,48,0,1
62,0,2,2,0,0,4308,48,4,1
24,0,2,2,0,0,4308,25,0,1
57,0,2,2,3,0,4308,48,0,1
24,0,2,2,0,0,4308,8,0,1
76,0,2,2,0,2,4308,48,0,1
69,0,2,2,0,0,21876,48,0,1
80,0,2,2,0,0,3937,48,0,1
24,1,2,2,0,0,4308,22,0,1
24,0,2,2,1,0,4308,18,0,1
24,0,2,2,0,0,8149,13,0,1
24,0,2,2,0,0,4308,3,6,1
24,0,2,2,0,0,4308,19,0,1
62,0,2,2,0,0,4308,48,0,1
24,0,2,2,0,0,4308,3,0,1
24,0,2,2,0,0,4308,9,0,1
24,0,2,2,0,0,4308,23,0,1
24,0,1,2,0,0,4308,3,0,1
24,0,2,2,2,0,4308,24,0,1
50,0,2,2,0,0,11173,48,0,1
63,0,2,2,1,0,4308,48,0,1
24,0,2,2,0,0,4308,17,0,1
24,1,2,2,0,0,4308,24,0,1
75,0,2,2,0,0,3709,48,0,1
66,0,1,2,0,0,4308,48,0,1
24,0,2,1,0,0,4308,15,0,1
24,0,2,2,3,0,4308,12,0,1
24,0,2,2,0,0,4308,7,5,1
79,0,2,2,0,0,4308,48,0,1
69,0,2,1,0,0,4308,48,0,1
46,0,2,2,0,0,4308,17,0,1
69,0,2,2,0,1,4308,48,0,1
75,0,2,2,0,0,4308,48,0,1
24,0,3,2,0,0,4308,4,0,1
24,0,2,2,0,1,4308,15,0,1
68,0,2,2,0,0,4308,48,0,1
24,0,2,2,3,0,4308,27,0,1
77,0,2,2,0,0,4308,48,2,1
67,0,2,2,0,0,4308,48,0,1
64,0,2,2,0,0,4308,48,0,1
24,0,2,2,0,0,4308,22,1,1
68,0,2,2,0,0,16534,48,0,1
24,0,3,2,0,0,4308,19,0,1
24,0,2,2,0,0,4308,15,0,1
24,0,2,2,0,0,4308,17,1,1
60,0,3,2,0,0,4308,48,0,1
24,0,2,1,0,0,4308,17,0,1
24,1,2,2,0,0,4308,13,0,1
62,0,2,2,0,1,4308,48,0,1
24,0,2,2,0,0,4308,18,0,1
24,0,2,2,0,0,4308,24,0,1
72,0,2,2,0,2,4308,48,0,1
76,0,2,2,3,0,4308,48,0,1
64,0,2,2,0,0,4308,12,0,1
59,0,2,2,2,0,4308,48,0,1
74,0,2,0,0,0,4308,48,0,1
58,0,2,2,0,0,11954,48,0,1
72,0,2,2,0,0,4308,48,0,1
24,0,2,2,0,0,4308,14,0,1
56,0,2,2,2,0,4308,48,0,1
62,0,2,2,0,0,4308,48,3,1
80,0,2,2,0,0,4308,48,0,1
61,0,0,2,0,0,4308,48,0,1
72,0,1,2,0,0,4308,48,0,1
71,0,2,2,0,1,4308,48,0,1
24,0,1,2,0,0,4308,13,0,1
74,1,2,2,0,0,4308,48,0,1
24,0,3,2,0,0,4308,5,0,1
76,1,2,2,0,0,4308,48,0,1
76,0,2,2,0,0,4308,48,0,1
64,0,2,0,0,0,4308,48,0,1
