Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,outcome
58,0,2,1,0,0,3965,42,5,1
34,1,2,1,0,0,3965,5,5,1
55,1,2,1,0,0,3965,42,2,1
49,1,2,1,0,0,3965,42,1,1
34,1,2,1,2,0,3965,27,5,1
21,1,2,1,0,0,3965,6,5,1
34,1,3,1,0,0,9104,20,5,1
34,1,2,1,0,0,3965,37,5,1
45,1,3,1,0,0,3965,42,5,1
33,1,2,1,0,0,11989,17,5,1
66,1,2,1,0,0,3965,42,5,1
34,1,2,1,0,0,917,5,5,1
34,1,2,1,0,0,3965,34,2,1
34,1,2,1,0,0,15482,24,5,1
34,1,2,1,0,2,5440,42,5,1
80,1,2,1,0,1,3965,42,5,1
34,1,2,1,0,0,3965,36,5,1
62,1,2,1,0,0,3965,42,5,1
55,1,2,1,0,1,3965,42,5,1
34,1,2,0,0,0,3965,29,5,1
45,1,2,1,1,0,3965,42,5,1
58,1,3,1,2,0,3965,42,5,1
34,1,1,1,1,0,3965,36,5,1
58,1,2,2,0,0,3965,42,6,1
34,1,2,1,0,0,3965,10,0,1
34,1,2,1,1,0,3965,27,5,1
76,1,2,1,0,0,14944,77,5,1
34,1,2,1,0,0,3965,6,5,1
57,0,2,0,0,0,3965,42,5,1
76,1,2,1,0,0,3965,42,5,1
34,1,0,1,0,1,3965,32,5,1
50,1,2,0,3,0,3965,42,5,1
63,1,2,1,0,0,3965,41,5,1
34,1,2,0,0,0,9517,34,5,1
39,1,2,1,0,2,3965,42,5,1
34,1,2,1,2,0,3965,18,5,1
34,1,2,1,2,0,6975,42,5,1
50,1,1,1,0,0,3965,42,5,1
77,1,2,1,0,0,3965,17,5,1
52,1,0,1,0,0,3965,42,5,1
34,1,2,1,0,0,3965,32,5,1
70,0,2,1,0,0,3965,42,5,1
50,1,2,1,3,0,3965,42,5,1
34,1,3,1,3,2,3965,42,5,1
34,1,2,1,0,0,3965,11,5,1
52,1,2,1,0,1,13780,42,5,1
52,1,2,1,3,0,3965,42,5,1
34,1,2,1,1,1,3965,7,5,1
67,1,2,1,0,2,3965,42,5,1
47,1,2,1,0,0,3965,42,5,1
57,1,2,1,0,0,3965,42,7,1
68,0,2,1,0,0,3965,41,5,1
34,0,2,1,0,2,3965,11,5,1
54,1,3,1,3,0,3965,42,5,1
67,1,2,1,0,0,3965,42,5,1
58,1,2,1,0,0,3965,42,5,1
62,1,2,2,0,0,1921,42,5,1
34,1,2,1,0,0,3965,23,0,1
34,1,1,1,0,0,3965,31,5,1
34,1,2,1,0,0,3965,29,5,1
34,1,2,1,0,0,3965,10,2,1
66,1,2,1,0,1,3965,42,5,1
34,1,2,0,0,0,5333,42,5,1
49,1,2,2,0,0,3965,42,1,1
34,1,2,1,0,1,3965,19,5,1
77,1,2,1,0,0,3965,42,5,1
52,1,1,1,2,0,3965,42,5,1
34,1,2,1,0,1,3965,7,5,1
75,1,2,1,0,2,3965,42,4,1
59,1,2,0,0,0,3965,42,5,1
56,1,2,1,1,0,3965,42,5,1
45,1,0,1,1,0,3965,42,5,1
34,0,2,1,3,2,3965,42,5,1
76,1,2,1,3,0,3965,42,5,1
34,1,2,0,0,0,3965,7,5,1
52,1,2,1,0,0,3965,42,0,1
75,1,2,0,0,0,3965,42,5,1
60,1,2,1,0,0,3965,42,5,1
34,1,2,1,0,0,3965,13,0,1
64,1,2,1,0,2,3965,42,5,1
78,1,2,1,0,2,7647,42,5,1
52,1,2,1,0,2,3965,42,5,1
34,1,2,1,1,2,3965,42,7,1
62,1,2,2,0,0,3965,31,5,1
46,1,0,0,0,0,3965,42,5,1
62,1,2,2,0,0,3965,42,5,1
55,1,2,1,0,0,3965,10,2,1
46,1,2,0,0,0,3965,3,5,1
72,1,2,1,0,0,3965,42,4,1
34,1,2,1,1,0,15482,24,5,1
34,1,2,1,0,0,8410,39,5,1
34,1,2,1,0,0,3965,7,5,1
34,1,2,0,0,0,3965,10,0,1
57,1,0,1,0,0,3965,42,5,1
34,1,0,0,0,0,3965,31,5,1
34,1,2,1,0,0,3965,18,5,1
34,1,2,1,0,0,3965,4,5,1
47,1,2,2,1,0,3965,42,5,1
34,1,2,0,0,0,3965,3,5,1
59,1,2,1,0,0,3965,42,5,1
53,1,2,1,0,0,3965,42,5,1
34,1,2,1,1,0,3965,6,5,1
34,1,2,1,0,0,11387,11,5,1
34,1,2,0,0,0,3965,9,5,1
58,0,3,1,0,0,3965,42,5,1
34,1,3,1,2,2,3965,42,5,1
34,0,2,1,0,0,3965,20,5,1
78,1,2,1,0,0,7647,42,5,1
47,1,2,1,0,2,3965,42,5,1
34,1,2,0,0,0,3965,34,5,1
34,1,2,1,0,0,4682,29,5,1
49,1,2,1,0,1,3965,42,5,1
52,1,2,1,0,0,3965,42,5,1
34,1,2,1,0,0,6867,42,5,1
34,1,2,1,0,2,3965,29,5,1
21,1,2,1,0,0,11387,11,5,1
57,1,2,1,1,0,3965,42,5,1
65,1,2,1,0,0,3965,42,5,1
72,1,2,1,3,0,3965,42,5,1
34,1,2,1,0,0,3965,22,1,1
66,1,2,1,0,0,3965,6,2,1
71,1,2,1,3,0,3965,42,6,1
56,1,2,1,0,0,3965,5,5,1
47,1,1,1,0,0,3965,42,5,1
66,1,2,2,0,0,3965,34,5,1
34,1,2,1,0,2,3965,24,5,1
52,1,0,1,3,0,3965,42,5,1
58,1,2,1,0,0,23835,42,5,1
42,0,2,1,0,2,3965,42,5,1
72,1,2,1,0,0,3965,42,5,1
44,0,2,1,2,0,3965,42,5,1
