Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,outcome
24,1,2,0,0,0,4605,6,1,1
79,1,2,0,0,0,4605,48,1,1
76,1,2,0,3,0,4605,48,1,1
24,1,2,0,0,0,4605,11,1,1
24,1,2,0,0,0,4605,9,1,1
61,1,2,0,0,0,4605,48,1,1
76,1,2,0,0,0,4605,8,1,1
24,1,2,0,0,1,4605,20,1,1
56,1,2,1,0,0,4605,48,1,1
24,1,2,0,0,0,4605,26,1,1
24,1,2,1,0,0,4605,24,1,1
70,1,2,0,0,0,4605,48,1,1
71,1,0,0,0,0,4605,48,1,1
24,1,2,0,1,0,4605,14,1,1
24,1,2,0,0,0,4605,16,1,1
24,1,2,0,0,0,4605,32,5,1
63,1,2,0,0,0,4605,48,1,1
24,1,2,0,3,0,4605,26,1,1
24,1,2,0,0,0,4605,23,3,1
77,1,2,0,0,0,8936,48,1,1
63,1,1,0,0,0,4605,48,1,1
24,1,2,0,0,1,4605,22,1,1
56,1,2,0,0,0,4605,48,1,1
62,1,2,2,0,0,4605,48,1,1
24,0,2,0,0,0,4605,4,1,1
66,1,2,0,0,0,4605,48,1,1
57,0,2,0,0,0,4605,48,1,1
24,1,2,0,0,0,4605,9,5,1
61,0,2,0,0,0,4605,48,1,1
62,1,3,0,0,0,4605,48,1,1
60,1,2,0,0,0,4605,48,0,1
76,1,2,0,0,0,4605,48,1,1
24,1,2,0,2,0,4605,12,1,1
74,1,2,0,0,0,4605,48,0,1
24,1,2,0,3,0,4605,27,1,1
24,1,2,0,0,0,878,9,1,1
67,1,2,0,0,0,4605,47,1,1
75,1,2,0,0,2,4605,48,1,1
24,1,2,0,0,0,4605,5,1,1
72,1,2,0,0,0,4605,22,1,1
71,1,2,0,0,0,4605,48,1,1
25,1,2,0,0,0,4605,5,1,1
73,0,2,0,0,0,4605,48,1,1
24,1,2,0,0,0,4605,11,4,1
60,1,2,0,0,0,4605,48,1,1
24,1,2,0,0,0,4605,12,1,1
24,1,2,0,0,0,4605,19,1,1
73,1,2,0,0,0,4605,48,1,1
24,1,2,0,0,0,4605,22,1,1
24,1,2,0,0,0,4605,6,2,1
24,1,2,0,0,0,4605,16,2,1
24,1,2,0,0,0,4605,3,1,1
57,1,3,0,0,0,4605,48,1,1
80,1,1,0,0,0,4605,48,1,1
24,0,2,0,0,0,4605,10,1,1
64,1,2,1,0,0,4605,48,1,1
58,1,3,0,0,0,4605,48,1,1
75,0,2,0,0,0,4605,48,1,1
29,1,2,0,0,0,4605,32,1,1
24,1,2,0,0,0,4605,20,1,1
24,1,2,0,0,0,4605,27,1,1
24,1,2,0,1,0,4605,21,1,1
67,1,2,0,0,0,4605,48,0,1
24,1,2,0,0,0,4605,18,1,1
62,1,2,0,0,0,4605,48,1,1
59,1,2,0,0,1,4605,48,1,1
55,1,2,0,0,0,4605,48,1,1
80,1,2,0,0,0,4605,48,5,1
24,1,2,0,0,1,4605,23,1,1
69,1,2,0,0,0,4605,48,1,1
64,1,2,0,0,0,4605,48,1,1
74,1,2,0,0,0,4605,48,1,1
72,1,2,0,0,0,4605,48,2,1
80,1,2,0,0,0,33437,48,1,1
59,1,2,0,0,0,4605,48,1,1
24,1,2,0,0,0,4605,9,4,1
38,1,2,0,0,0,4605,18,1,1
61,1,2,0,0,0,4605,48,0,1
77,1,2,0,0,0,15263,48,1,1
80,1,2,0,0,0,4605,48,1,1
67,1,2,0,0,0,4605,23,1,1
24,1,0,0,0,0,4605,8,1,1
59,1,2,0,0,0,4605,48,0,1
58,1,2,0,0,0,4605,48,1,1
24,1,2,0,0,1,4605,8,1,1
73,1,2,0,0,0,6453,48,1,1
75,1,2,0,0,0,4605,48,1,1
24,1,2,0,0,0,4605,8,1,1
24,1,2,0,0,0,4605,23,1,1
24,1,2,0,3,0,4605,30,1,1
72,1,2,0,1,0,4605,48,1,1
72,1,2,0,0,0,4605,48,1,1
24,1,2,0,0,0,4605,13,1,1
24,1,0,0,0,0,4605,9,1,1
76,1,2,0,0,0,4605,57,1,1
60,1,0,0,0,0,4605,48,1,1
64,1,2,0,0,0,6396,48,1,1
58,1,2,0,0,0,4605,48,3,1
63,1,2,0,0,2,4605,48,1,1
24,1,2,0,0,0,4605,20,7,1
63,1,2,0,0,0,4605,48,0,1
71,1,2,0,0,0,24955,48,1,1
78,1,2,0,0,0,4605,48,1,1
24,1,2,0,3,0,4605,11,1,1
69,1,2,0,0,0,8756,48,1,1
24,1,2,1,0,0,4605,15,1,1
71,1,2,0,0,2,4605,48,1,1
72,1,2,0,2,0,4605,48,1,1
43,1,2,0,0,0,4605,5,1,1
