X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,outcome
450000.0117451928,1.00000000752821,1.0000000308116732,2.0000000114471947,25.999999287991393,1.1415932948954932e-08,1.4248410786798733,1.7191176780728679e-10,-1.0000000061924468,-0.9999999466150055,7.629904415547568,20571.000354876687,37282.999905253055,43481.999955878724,5626.002496778485,73515.99940666404,11854.00120838518,20000.000689722492,20006.000784647174,5676.000009472701,74305.99820619522,11889.0001166347,13347.0007595565,1.0
450000.0117451928,1.00000000752821,1.0000000308116732,1.0180592599454492,25.999999287991393,4.059020069755255,-7.617897007650143e-10,1.7191176780728679e-10,-1.0000000061924468,-0.9999999466150055,-1.0000000089171348,20571.000354876687,37282.999905253055,43481.999955878724,5626.002496778485,73515.99940666404,11854.00120838518,20000.000689722492,20006.000784647174,5676.000009472701,74305.99820619522,11889.0001166347,13347.0007595565,1.0
450000.0117451928,1.00000000752821,1.0000000308116732,2.0000000114471947,25.999999287991393,1.1415932948954932e-08,-7.617897007650143e-10,1.7191176780728679e-10,5.239796709383636,-0.9999999466150055,-1.0000000089171348,20571.000354876687,37282.999905253055,43481.999955878724,5626.002496778485,73515.99940666404,11854.00120838518,363345.6337207956,20006.000784647174,5676.000009472701,74305.99820619522,11889.0001166347,13347.0007595565,1.0
450000.0117451928,1.00000000752821,1.0000000308116732,2.0000000114471947,25.999999287991393,1.1415932948954932e-08,4.125140171143698,1.7191176780728679e-10,-1.0000000061924468,7.616361313668302,-1.0000000089171348,20571.000354876687,37282.999905253055,43481.999955878724,5626.002496778485,73515.99940666404,11854.00120838518,20000.000689722492,20006.000784647174,5676.000009472701,74305.99820619522,11889.0001166347,13347.0007595565,1.0
450000.0117451928,1.00000000752821,1.0000000308116732,2.0000000114471947,25.999999287991393,1.1415932948954932e-08,-7.617897007650143e-10,1.7191176780728679e-10,-1.0000000061924468,-0.9999999466150055,-1.0000000089171348,20571.000354876687,37282.999905253055,43481.999955878724,5626.002496778485,73515.99940666404,11854.00120838518,750490.2151949204,20006.000784647174,5676.000009472701,74305.99820619522,11889.0001166347,13347.0007595565,1.0
450000.0117451928,1.00000000752821,1.0000000308116732,2.0000000114471947,25.999999287991393,1.1415932948954932e-08,-7.617897007650143e-10,1.7191176780728679e-10,7.884984693914392,-0.9999999466150055,-1.0000000089171348,20571.000354876687,37282.999905253055,43481.999955878724,5626.002496778485,73515.99940666404,11854.00120838518,20000.000689722492,20006.000784647174,5676.000009472701,74305.99820619522,11889.0001166347,13347.0007595565,1.0
450000.0117451928,1.00000000752821,1.0000000308116732,2.0000000114471947,25.999999287991393,1.1415932948954932e-08,-7.617897007650143e-10,1.7191176780728679e-10,-1.0000000061924468,-0.9999999466150055,-1.0000000089171348,20571.000354876687,37282.999905253055,43481.999955878724,5626.002496778485,73515.99940666404,11854.00120838518,20000.000689722492,20006.000784647174,307050.4667806812,74305.99820619522,11889.0001166347,13347.0007595565,1.0
450000.0117451928,1.00000000752821,1.0000000308116732,2.0000000114471947,25.999999287991393,1.1415932948954932e-08,-7.617897007650143e-10,1.7191176780728679e-10,-1.0000000061924468,-0.9999999466150055,-1.0000000089171348,20571.000354876687,37282.999905253055,43481.999955878724,5626.002496778485,73515.99940666404,11854.00120838518,392023.01012628636,20006.000784647174,577789.5046185994,74305.99820619522,11889.0001166347,13347.0007595565,1.0
450000.0117451928,1.00000000752821,1.0000000308116732,2.0000000114471947,25.999999287991393,1.1415932948954932e-08,-7.617897007650143e-10,1.7191176780728679e-10,5.239796709383636,-0.9999999466150055,-1.0000000089171348,20571.000354876687,37282.999905253055,43481.999955878724,5626.002496778485,73515.99940666404,-82502.12856130347,20000.000689722492,20006.000784647174,5676.000009472701,74305.99820619522,11889.0001166347,13347.0007595565,1.0
450000.0117451928,1.00000000752821,1.0000000308116732,2.0000000114471947,25.999999287991393,1.1415932948954932e-08,-7.617897007650143e-10,5.372829405011836,-1.0000000061924468,-0.9999999466150055,-1.0000000089171348,20571.000354876687,37282.999905253055,43481.999955878724,5626.002496778485,73515.99940666404,11854.00120838518,20000.000689722492,20006.000784647174,386679.5955565395,74305.99820619522,11889.0001166347,13347.0007595565,1.0
450000.0117451928,1.00000000752821,1.0000000308116732,2.0000000114471947,25.999999287991393,5.33614217206261,-7.617897007650143e-10,1.7191176780728679e-10,-1.0000000061924468,-0.9999999466150055,-1.0000000089171348,20571.000354876687,37282.999905253055,43481.999955878724,5626.002496778485,73515.99940666404,11854.00120838518,20000.000689722492,20006.000784647174,5676.000009472701,74305.99820619522,394331.7304216845,13347.0007595565,1.0
450000.0117451928,1.00000000752821,1.0000000308116732,2.0000000114471947,25.999999287991393,1.1415932948954932e-08,-7.617897007650143e-10,5.372829405011836,-1.0000000061924468,-0.9999999466150055,-1.0000000089171348,573920.0682515901,37282.999905253055,43481.999955878724,5626.002496778485,73515.99940666404,11854.00120838518,20000.000689722492,20006.000784647174,5676.000009472701,74305.99820619522,11889.0001166347,13347.0007595565,1.0
410150.0431285764,1.00000000752821,1.0000000308116732,2.0000000114471947,25.999999287991393,1.1415932948954932e-08,-7.617897007650143e-10,2.6939026934638157,-1.0000000061924468,-0.9999999466150055,-1.0000000089171348,20571.000354876687,37282.999905253055,43481.999955878724,5626.002496778485,73515.99940666404,11854.00120838518,20000.000689722492,20006.000784647174,5676.000009472701,74305.99820619522,11889.0001166347,13347.0007595565,1.0
450000.0117451928,1.00000000752821,1.0000000308116732,2.0000000114471947,25.999999287991393,4.059020069755255,-7.617897007650143e-10,1.7191176780728679e-10,-1.0000000061924468,-0.9999999466150055,-1.0000000089171348,20571.000354876687,37282.999905253055,604158.1534436084,5626.002496778485,73515.99940666404,11854.00120838518,20000.000689722492,20006.000784647174,5676.000009472701,74305.99820619522,11889.0001166347,13347.0007595565,1.0
450000.0117451928,1.00000000752821,1.0000000308116732,2.0000000114471947,25.999999287991393,2.781897967447901,-7.617897007650143e-10,1.7191176780728679e-10,-1.0000000061924468,-0.9999999466150055,-1.0000000089171348,20571.000354876687,-23653.36001017432,43481.999955878724,5626.002496778485,73515.99940666404,11854.00120838518,20000.000689722492,20006.000784647174,5676.000009472701,74305.99820619522,11889.0001166347,13347.0007595565,1.0
450000.0117451928,1.00000000752821,1.0000000308116732,2.0000000114471947,25.999999287991393,7.890386376677319,-7.617897007650143e-10,1.7191176780728679e-10,-1.0000000061924468,-0.9999999466150055,-1.0000000089171348,20571.000354876687,37282.999905253055,43481.999955878724,5626.002496778485,73515.99940666404,11854.00120838518,20000.000689722492,20006.000784647174,5676.000009472701,74305.99820619522,11889.0001166347,344325.7855262769,1.0
