X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,outcome
500000.0092876224,1.00000000752821,2.0000000000080314,2.0000000114471947,32.99999986419588,1.1415932948954932e-08,5.4752897173756105,1.7191176780728679e-10,2.019168339473243e-09,3.18087717277038e-09,8.759920289147516e-10,134557.9939980394,134503.00533975882,114681.9990511889,124239.99954272457,131006.00216679419,137910.99857915886,5185.00000571722,20030.99997810365,20029.00009063129,20058.00038887618,20127.000469100825,166342.8340008379,1.0
500000.0092876224,1.00000000752821,2.0000000000080314,2.0000000114471947,32.99999986419588,0.22765376283319205,-7.617897007650143e-10,1.7191176780728679e-10,2.019168339473243e-09,3.18087717277038e-09,8.759920289147516e-10,134557.9939980394,134503.00533975882,114681.9990511889,124239.99954272457,131006.00216679419,137910.99857915886,521071.20395099465,20030.99997810365,20029.00009063129,20058.00038887618,20127.000469100825,10000.000027620481,1.0
500000.0092876224,1.00000000752821,2.0000000000080314,2.0000000114471947,32.99999986419588,1.1415932948954932e-08,-7.617897007650143e-10,1.7191176780728679e-10,2.019168339473243e-09,3.18087717277038e-09,8.759920289147516e-10,134557.9939980394,134503.00533975882,114681.9990511889,124239.99954272457,131006.00216679419,137910.99857915886,5185.00000571722,20030.99997810365,625566.9818841143,20058.00038887618,20127.000469100825,10000.000027620481,1.0
500000.0092876224,1.00000000752821,2.0000000000080314,2.0000000114471947,32.99999986419588,1.1415932948954932e-08,-7.617897007650143e-10,1.7191176780728679e-10,2.019168339473243e-09,3.18087717277038e-09,7.629904415547568,134557.9939980394,134503.00533975882,114681.9990511889,124239.99954272457,721122.6588455731,137910.99857915886,5185.00000571722,20030.99997810365,20029.00009063129,20058.00038887618,20127.000469100825,10000.000027620481,1.0
500000.0092876224,1.00000000752821,2.0000000000080314,2.0000000114471947,32.99999986419588,1.1415932948954932e-08,6.825439263607523,1.7191176780728679e-10,2.019168339473243e-09,-0.11274371291325233,8.759920289147516e-10,134557.9939980394,134503.00533975882,114681.9990511889,124239.99954272457,131006.00216679419,137910.99857915886,5185.00000571722,20030.99997810365,20029.00009063129,20058.00038887618,20127.000469100825,10000.000027620481,1.0
500000.0092876224,1.00000000752821,2.0000000000080314,2.0000000114471947,32.99999986419588,1.5047758651405465,-7.617897007650143e-10,1.7191176780728679e-10,2.019168339473243e-09,3.18087717277038e-09,8.759920289147516e-10,134557.9939980394,134503.00533975882,114681.9990511889,124239.99954272457,131006.00216679419,137910.99857915886,5185.00000571722,20030.99997810365,20029.00009063129,42697.80588043553,20127.000469100825,10000.000027620481,1.0
500000.0092876224,1.00000000752821,2.0000000000080314,2.0000000114471947,73.18048264069441,1.1415932948954932e-08,-7.617897007650143e-10,1.7191176780728679e-10,2.019168339473243e-09,3.18087717277038e-09,8.759920289147516e-10,134557.9939980394,134503.00533975882,114681.9990511889,124239.99954272457,131006.00216679419,137910.99857915886,5185.00000571722,20030.99997810365,705196.1106599726,20058.00038887618,20127.000469100825,10000.000027620481,1.0
500000.0092876224,1.00000000752821,2.0000000000080314,2.0000000114471947,32.99999986419588,1.1415932948954932e-08,-7.617897007650143e-10,6.712292760785846,2.019168339473243e-09,3.18087717277038e-09,8.759920289147516e-10,134557.9939980394,134503.00533975882,114681.9990511889,124239.99954272457,131006.00216679419,-21774.343361371335,5185.00000571722,20030.99997810365,20029.00009063129,20058.00038887618,20127.000469100825,10000.000027620481,1.0
500000.0092876224,1.00000000752821,2.0000000000080314,2.0000000114471947,32.99999986419588,1.1415932948954932e-08,-7.617897007650143e-10,1.7191176780728679e-10,2.019168339473243e-09,3.18087717277038e-09,8.759920289147516e-10,134557.9939980394,134503.00533975882,114681.9990511889,764163.547559418,131006.00216679419,137910.99857915886,5185.00000571722,20030.99997810365,641492.807639286,20058.00038887618,20127.000469100825,10000.000027620481,1.0
500000.0092876224,1.00000000752821,2.0000000000080314,2.0000000114471947,54.370122642754666,1.1415932948954932e-08,-7.617897007650143e-10,1.7191176780728679e-10,2.019168339473243e-09,3.18087717277038e-09,8.759920289147516e-10,134557.9939980394,134503.00533975882,114681.9990511889,124239.99954272457,131006.00216679419,137910.99857915886,5185.00000571722,20030.99997810365,577789.5046185994,20058.00038887618,20127.000469100825,10000.000027620481,1.0
