Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose
64,1,2,1,0,2,5848,5,5
48,1,2,1,4,2,5848,32,5
48,1,-4,1,0,2,5848,23,5
50,1,2,1,0,2,5848,30,-1
36,1,-6,1,6,2,5848,35,5
55,1,2,1,0,1,5847,24,5
45,1,2,1,0,2,5848,-1,5
56,1,2,1,0,2,5848,27,5
24,1,2,1,6,2,5848,14,5
40,1,2,-5,0,2,5848,43,5
38,1,2,1,0,2,5848,17,5
24,1,2,1,6,2,5848,13,5
24,1,2,1,0,2,5848,5,5
36,1,2,1,0,2,5848,25,5
37,1,2,1,0,2,5848,27,5
44,1,2,1,0,2,5848,36,5
36,1,2,1,0,2,5848,29,5
38,1,2,1,-6,2,5848,41,5
24,1,2,1,0,2,5848,13,5
40,1,2,1,0,2,5848,36,5
40,1,2,1,0,2,5848,36,5
31,1,2,1,0,-6,5848,36,5
39,1,2,1,0,2,5848,36,5
32,1,2,1,0,6,5846,36,5
30,1,2,1,0,2,5848,24,5
38,1,2,0,0,2,5848,36,5
32,1,2,1,0,2,5847,28,5
32,1,2,1,0,2,5847,28,5
24,1,2,1,0,-2,5848,21,13
32,1,2,1,0,2,5848,28,5
26,1,2,1,0,2,5846,19,5
24,1,2,1,0,2,5848,16,5
23,1,8,7,0,2,5848,36,5
31,1,2,1,0,2,5848,27,5
44,1,2,1,0,2,5848,40,5
40,1,6,1,0,2,5848,36,5
16,1,2,5,0,6,5846,36,5
28,1,2,1,0,6,5848,36,5
36,1,2,1,0,2,5848,36,5
33,1,2,1,0,2,5848,32,5
37,0,2,1,0,2,1169,25,-1
32,1,2,1,0,2,5848,31,5
32,1,2,1,0,2,5848,31,5
35,1,2,1,0,2,5848,36,5
28,1,2,9,0,2,5848,36,5
35,1,2,1,0,2,5848,36,5
35,1,2,1,0,2,5848,36,5
24,1,1,5,0,-5,5848,36,5
24,1,2,1,0,9,5848,32,5
29,1,2,1,0,2,5846,28,5
29,1,2,1,0,2,5847,28,5
24,1,-4,1,0,2,5848,44,5
16,1,2,1,0,2,5848,29,5
34,1,2,1,0,2,5848,36,5
24,1,2,1,0,2,2924,36,-2
24,1,2,1,0,-2,5846,36,5
31,1,2,1,0,2,5846,32,5
24,1,2,1,0,2,5848,36,13
24,1,2,1,0,2,5848,22,5
24,1,2,1,0,-2,5848,31,5
24,1,2,1,0,10,5847,44,5
27,1,2,1,0,2,5848,27,5
36,1,2,1,0,2,5848,40,5
24,1,-2,1,0,2,5848,23,5
30,1,2,1,0,2,5848,32,5
30,1,2,1,0,2,5848,32,5
24,1,6,1,0,2,5847,30,4
33,1,2,1,7,2,5848,36,5
27,1,2,1,0,2,5848,28,5
32,1,2,1,0,2,5846,36,5
32,1,2,1,0,2,5847,36,5
24,1,2,-3,0,2,5847,44,5
