X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23
500000,1,2,1,40,0,0,3,0,0,0,215508,214460,220047,217920,159393,149626,10004,10025,10294,6046,5076,5000
500000,1,2,1,40,1,0,0,0,0,0,215508,214460,220047,217920,159393,149626,10004,10025,10294,6046,5076,5000
500000,1,2,1,40,1,0,0,0,0,0,215508,214460,220047,217920,159393,149626,10004,10025,10294,6046,5076,5000
500000,1,2,1,40,1,0,0,0,0,0,215508,214460,220047,217920,159393,149626,10004,10025,10294,6046,5076,5000
500000,0,2,3,40,2,0,0,0,0,0,215508,214460,220047,217920,159393,149626,10004,10025,10294,6046,5076,5000
500000,0,2,1,40,2,0,-2,0,0,0,215508,214460,220047,217920,159393,155626,10004,10025,10294,6046,5076,5000
500000,1,2,1,40,2,0,0,0,0,0,215508,214460,220047,217920,159393,149626,10004,10025,10294,6046,5076,5000
500000,1,2,1,40,2,0,0,0,0,0,215508,214460,220047,217920,159393,149626,10004,10025,10294,6046,5076,5000
500000,1,2,1,40,2,0,0,0,0,0,215508,214460,220047,217920,159393,149626,10004,10025,10294,6046,5076,5000
500000,0,2,1,43,2,0,0,0,0,0,215508,214460,220047,217920,159393,149626,10004,10025,10294,6046,5076,5000
500000,0,2,1,40,2,0,0,0,0,0,215508,214460,220047,226920,159393,149626,10004,10025,10294,6046,5076,5000
500000,0,2,1,40,2,0,0,0,0,0,224508,214460,220047,217920,159393,149626,10004,10025,10294,6046,5076,5000
500000,0,2,1,40,2,0,0,0,0,0,215508,214460,220047,218420,159393,149626,10004,10025,10294,6046,5076,5000
500000,0,2,1,40,2,0,0,0,0,0,215508,214460,220047,217920,159393,149626,10004,10025,10294,6046,5076,5000
500000,0,2,1,40,2,0,0,0,0,0,215508,214460,220047,217920,159393,149626,10004,10025,10294,6046,5076,5000
500000,0,2,1,40,2,0,0,0,0,0,215508,214460,220047,217920,159393,149626,10004,10025,10294,6046,5076,5000
500000,0,2,1,40,2,0,0,0,0,0,215508,214460,220047,217920,159393,149626,10004,10025,10294,6046,5076,5000
500000,0,2,1,40,2,0,0,0,0,0,215508,214460,220047,217920,159393,149626,10004,10025,10294,6046,5076,5000
500000,0,2,1,40,2,0,0,0,0,0,215508,214460,220047,217920,159393,149626,10004,10025,10294,6046,5076,5000
500000,0,2,1,40,2,0,0,0,0,0,215508,214460,220047,217920,159393,149626,10004,10025,10294,6046,5076,5000
500000,0,2,1,40,2,0,0,0,0,0,215508,214460,220047,217920,159393,149626,10004,10025,10294,6046,5076,5000
500000,0,2,1,40,2,0,0,0,0,0,215508,214460,220047,217920,159393,149626,10004,10025,10294,6046,5076,5000
500000,0,2,1,40,2,0,0,0,0,0,215508,214460,220047,217920,159393,149626,10004,10025,10294,6046,5076,5000
500000,0,2,1,40,2,0,0,0,0,0,215508,214460,220047,217920,159393,149626,10004,10025,10294,6046,5076,5000
500000,0,2,1,40,2,0,0,0,0,0,215508,214460,220047,217920,159393,149626,10004,10025,10294,6046,5076,5000
500000,0,2,1,40,2,0,0,0,0,0,215508,214460,220047,217920,159393,149626,10004,10025,10294,6046,5076,5000
500000,0,2,1,40,2,0,0,0,0,0,215508,214460,220047,217920,159393,149626,10004,10025,10294,6046,5076,5000
500000,0,2,1,40,2,0,0,0,0,0,215508,214460,220047,217920,159393,149626,10004,10025,10294,6046,5076,5000
500000,0,2,1,40,2,0,0,0,0,0,215508,214460,220047,217920,159393,149626,10004,10025,10294,6046,5076,5000
500000,0,2,1,40,2,0,0,0,0,0,215508,214460,220047,217920,159393,149626,10004,10025,10294,6046,5076,5000
