age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,outcome
21.000000201857574,3.978770647170322,187087.99997399375,9.999999975669143,3.9999999979493785,0.9999999774305479,3.0000001368389064,3.0000000276244307,0.0,12950.887804247881,6.386905937461052e-07,19.99999955652361,4.999998050507081,1.0
21.000000201857574,4.000000000336487,1021806.5835664772,9.999999975669143,3.9999999979493785,0.9999999774305479,3.0000001368389064,3.0000000276244307,0.0,88671.34099341983,6.386905937461052e-07,19.99999955652361,4.999998050507081,1.0
21.000000201857574,4.000000000336487,187087.99997399375,9.999999975669143,3.9999999979493785,0.9999999774305479,3.0000001368389064,3.0000000276244307,0.0,88671.34099341983,6.386905937461052e-07,19.99999955652361,4.999998050507081,1.0
21.000000201857574,4.000000000336487,187087.99997399375,9.999999975669143,1.0895648772050834,0.9999999774305479,3.0000001368389064,3.0000000276244307,0.0,45402.51059960729,6.386905937461052e-07,19.99999955652361,4.999998050507081,1.0
21.000000201857574,4.000000000336487,187087.99997399375,9.999999975669143,3.9999999979493785,0.9999999774305479,3.0000001368389064,3.0000000276244307,0.0,67036.92579651356,6.386905937461052e-07,30.103527813969635,4.999998050507081,1.0
21.000000201857574,4.000000000336487,187087.99997399375,9.999999975669143,3.9999999979493785,0.9999999774305479,3.0000001368389064,3.0000000276244307,0.0,88671.34099341983,605.2734580204877,19.99999955652361,4.999998050507081,1.0
21.000000201857574,4.000000000336487,187087.99997399375,7.938277214919777,3.9999999979493785,0.9999999774305479,3.0000001368389064,3.0000000276244307,0.0,77854.13339496669,6.386905937461052e-07,19.99999955652361,4.999998050507081,1.0
21.000000201857574,4.000000000336487,187087.99997399375,9.999999975669143,3.9999999979493785,0.9999999774305479,3.0000001368389064,3.0000000276244307,0.0,12950.887804247881,6.386905937461052e-07,19.99999955652361,4.999998050507081,1.0
21.000000201857574,4.000000000336487,187087.99997399375,10.572921743839697,3.9999999979493785,0.9999999774305479,3.0000001368389064,3.0000000276244307,0.0,88671.34099341983,6.386905937461052e-07,19.99999955652361,4.999998050507081,1.0
21.000000201857574,4.000000000336487,187087.99997399375,9.999999975669143,3.9999999979493785,11.011328634957046,3.0000001368389064,3.0000000276244307,0.0,56219.71819806042,6.386905937461052e-07,19.99999955652361,4.999998050507081,1.0
79.30689781591676,4.000000000336487,187087.99997399375,9.999999975669143,3.9999999979493785,0.9999999774305479,3.0000001368389064,3.0000000276244307,0.0,45402.51059960729,6.386905937461052e-07,19.99999955652361,4.999998050507081,1.0
21.000000201857574,4.000000000336487,187087.99997399375,9.999999975669143,3.9999999979493785,0.9999999774305479,2.802458300729841,3.0000000276244307,0.0,67036.92579651356,6.386905937461052e-07,19.99999955652361,4.999998050507081,1.0
79.30689781591676,4.000000000336487,187087.99997399375,9.999999975669143,3.9999999979493785,0.9999999774305479,3.0000001368389064,3.0000000276244307,0.0,12950.887804247881,6.386905937461052e-07,19.99999955652361,4.999998050507081,1.0
21.000000201857574,4.000000000336487,187087.99997399375,9.999999975669143,1.0895648772050834,0.9999999774305479,3.0000001368389064,3.0000000276244307,0.0,9.878298851617728e-05,6.386905937461052e-07,54.3373061963201,4.999998050507081,1.0
21.000000201857574,4.000000000336487,187087.99997399375,9.999999975669143,3.763616817893752,0.9999999774305479,3.0000001368389064,3.0000000276244307,0.0,56219.71819806042,6.386905937461052e-07,19.99999955652361,4.999998050507081,1.0
21.000000201857574,4.000000000336487,187087.99997399375,9.999999975669143,3.763616817893752,0.9999999774305479,3.0000001368389064,3.0000000276244307,0.0,34585.303001154156,6.386905937461052e-07,19.99999955652361,4.999998050507081,1.0
21.000000201857574,4.000000000336487,187087.99997399375,9.999999975669143,3.9999999979493785,0.9999999774305479,3.0000001368389064,3.0000000276244307,0.0,12950.887804247881,6.386905937461052e-07,19.99999955652361,37.01505551042513,1.0
21.000000201857574,4.000000000336487,396900.43053824804,9.999999975669143,3.9999999979493785,0.9999999774305479,3.0000001368389064,3.0000000276244307,0.0,67036.92579651356,6.386905937461052e-07,19.99999955652361,4.999998050507081,1.0
21.000000201857574,4.000000000336487,1021806.5835664772,9.999999975669143,3.9999999979493785,0.9999999774305479,3.0000001368389064,3.0000000276244307,0.0,23768.095402701016,6.386905937461052e-07,19.99999955652361,4.999998050507081,1.0
21.000000201857574,4.000000000336487,187087.99997399375,9.999999975669143,3.9999999979493785,0.9999999774305479,3.0000001368389064,3.0000000276244307,0.0,88671.34099341983,6.386905937461052e-07,66.45419538749533,4.999998050507081,1.0
21.000000201857574,4.000000000336487,187087.99997399375,9.999999975669143,3.9999999979493785,0.9999999774305479,3.0000001368389064,3.0000000276244307,0.0,77854.13339496669,1086.669147289283,19.99999955652361,4.999998050507081,1.0
21.000000201857574,4.000000000336487,187087.99997399375,9.999999975669143,3.9999999979493785,0.9999999774305479,3.0000001368389064,3.0000000276244307,0.0,23768.095402701016,6.386905937461052e-07,54.3373061963201,4.999998050507081,1.0
21.000000201857574,1.2251774957241115,187087.99997399375,9.999999975669143,3.9999999979493785,0.9999999774305479,3.0000001368389064,3.0000000276244307,0.0,23768.095402701016,6.386905937461052e-07,19.99999955652361,4.999998050507081,1.0
21.000000201857574,4.000000000336487,187087.99997399375,5.303632685999859,3.9999999979493785,0.9999999774305479,3.0000001368389064,3.0000000276244307,0.0,77854.13339496669,6.386905937461052e-07,19.99999955652361,4.999998050507081,1.0
