Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose
41,1,2,1,0,1,2274,3,3
41,1,2,2,0,1,2274,2,3
41,1,2,1,0,1,2274,1,3
36,1,2,1,0,1,2273,-4,5
41,1,2,1,0,1,2273,6,3
32,1,2,-7,0,1,2273,17,5
32,1,2,1,0,1,2273,5,3
32,1,2,1,0,1,2273,6,3
32,1,2,1,0,1,2273,6,3
32,1,2,1,0,1,2273,9,5
32,1,2,1,0,1,2273,9,5
32,1,2,1,0,1,2274,8,3
32,1,2,1,-2,1,2273,12,3
32,1,2,1,0,1,2273,9,3
32,1,2,1,0,1,2273,9,3
32,1,2,1,0,1,2273,9,3
32,1,2,2,0,1,2275,9,3
32,1,2,-4,0,-2,2274,8,4
32,1,2,1,0,1,2273,19,-5
32,1,2,0,0,1,2273,29,-2
32,1,2,-7,0,1,2273,27,4
32,1,2,1,0,1,2273,11,4
32,1,2,1,0,1,2274,11,3
36,1,2,3,0,1,2274,20,3
32,1,-6,1,0,1,2273,18,3
32,1,2,1,0,1,2274,30,-1
32,1,2,1,0,1,2501,12,3
32,1,2,1,0,1,2273,12,4
32,1,2,1,-4,3,2273,33,3
32,1,2,1,0,1,2273,12,3
42,1,2,1,0,1,2274,18,4
32,1,2,1,0,1,2273,13,4
32,1,2,1,0,1,2273,13,4
32,1,2,1,0,1,2274,14,5
32,1,2,1,-9,1,2047,29,3
32,1,2,1,0,1,2272,42,10
32,1,2,1,0,1,2274,13,3
32,1,7,1,0,1,2274,10,-2
32,1,2,1,0,1,2275,14,3
32,1,2,1,0,1,2274,14,3
24,1,2,3,0,-4,2273,21,4
32,1,2,1,0,1,2503,15,3
32,1,2,1,0,1,2273,15,4
32,1,2,1,0,1,2273,15,4
32,1,2,1,0,1,2273,15,4
32,1,2,1,0,1,2274,17,7
32,1,2,1,0,1,2273,16,5
32,1,2,1,0,1,2275,15,3
32,1,2,1,0,1,2274,15,3
32,1,2,1,0,-3,2273,14,1
32,1,2,1,0,1,1136,12,5
32,1,2,1,0,1,2275,16,4
32,1,2,1,-4,1,2273,26,4
32,1,2,1,0,1,2273,17,5
32,1,2,1,0,1,2274,23,-5
32,1,2,1,0,1,2273,16,3
32,1,0,-7,0,1,2273,25,3
32,1,2,1,0,1,2273,16,3
32,1,2,1,0,1,2273,16,3
35,1,2,1,0,1,2273,3,-4
32,1,2,1,0,1,2271,16,3
32,1,2,1,0,1,2276,17,4
32,1,2,1,0,1,2273,17,4
32,1,2,1,0,1,2273,17,3
32,1,2,1,0,1,2273,17,3
32,1,2,-1,2,1,2273,32,7
