Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose
53.0,1.0,2.5,2.0,1.0,0.0,1525.69,28.0,2.0
58.0,0.0,0.0,2.0,1.0,0.0,1562.98,31.0,1.0
61.0,1.0,1.0,0.0,0.0,2.0,1549.23,12.0,5.0
55.0,0.0,2.0,1.0,3.0,0.0,1499.98,7.0,2.0
73.0,1.0,0.0,2.0,3.0,0.0,1518.19,39.5,5.0
62.0,0.0,0.0,2.0,1.0,0.0,1600.13,42.0,4.0
20.0,0.0,0.0,2.0,1.0,0.0,1473.07,17.0,3.0
75.0,1.0,0.0,2.0,1.0,0.0,1613.19,3.0,1.0
40.0,1.0,3.0,0.0,2.0,1.0,1441.76,15.0,7.0
77.0,1.0,3.0,1.0,0.0,2.0,1638.12,23.0,4.0
73.0,0.0,3.0,1.0,3.0,2.0,1445.49,41.0,5.0
64.0,1.0,2.0,1.0,3.0,2.0,1669.51,26.0,5.0
61.0,0.0,3.0,0.0,1.0,2.0,1678.0,20.0,7.0
39.0,0.0,1.0,2.0,3.0,0.0,1402.53,12.0,3.0
58.0,1.0,1.0,0.0,0.0,2.0,1692.66,23.0,6.0
70.0,1.0,0.0,1.0,2.0,1.0,1695.92,29.0,6.0
51.0,0.5,0.0,0.0,1.5,1.0,1390.91,12.0,2.0
37.0,0.0,3.0,1.0,2.0,2.0,1706.48,26.0,5.0
73.0,1.0,0.0,0.0,0.0,1.0,1388.65,4.0,7.0
79.0,0.0,1.0,1.0,3.0,2.0,1388.93,19.0,2.0
45.0,0.0,0.0,2.0,2.0,0.0,1739.65,19.0,3.0
39.0,1.0,3.0,2.0,1.0,1.0,1350.91,13.0,5.0
35.0,1.0,0.0,1.0,1.0,1.0,1765.67,27.0,2.0
38.0,0.0,0.0,2.0,2.5,2.0,1303.35,25.0,6.0
58.0,1.0,2.0,1.0,0.0,2.0,1287.29,37.0,1.0
67.0,0.5,1.0,2.0,2.0,1.5,1811.885,45.75,3.0
69.0,1.0,1.0,1.0,1.0,2.0,1277.72,15.0,0.0
75.0,1.0,2.0,2.0,1.0,0.0,1261.9,21.0,4.0
21.0,1.0,2.0,0.0,2.0,1.0,1839.8,19.0,4.0
53.0,1.0,2.0,2.0,0.0,0.0,1867.14,24.0,1.0
80.0,1.0,0.0,1.0,1.0,1.0,1220.87,45.0,6.0
54.0,0.0,3.0,2.0,1.0,2.0,1210.19,19.0,3.0
32.0,1.0,0.0,1.0,2.0,1.0,1202.18,6.0,1.0
41.0,1.0,3.0,0.0,3.0,1.0,1903.52,24.0,5.0
18.0,0.0,1.0,0.0,2.0,2.0,1160.33,5.0,5.0
78.0,1.0,1.0,0.0,3.0,2.0,1936.66,54.0,2.0
70.0,1.0,0.0,1.0,1.0,0.0,1942.09,33.0,6.0
71.0,0.0,3.0,0.0,0.0,1.0,1146.82,29.0,6.0
