Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose
36.0,1.0,1.0,1.0,0.0,0.0,2362.56,14.0,1.0
65.0,0.0,1.0,1.0,0.0,0.0,2316.95,37.0,2.0
71.0,1.0,2.0,0.0,2.0,2.0,2335.26,46.0,1.0
73.0,0.0,3.0,1.5,0.0,0.0,2339.11,13.0,5.0
73.0,0.5,1.0,2.0,0.0,1.0,2321.07,18.0,2.0
60.0,1.0,2.0,2.0,3.0,1.0,2296.95,40.0,6.0
55.0,1.0,3.0,1.0,2.0,1.0,2378.33,22.0,2.0
30.0,1.0,2.0,2.0,0.0,2.0,2392.71,25.0,3.0
67.0,1.0,1.0,1.0,2.0,0.0,2289.03,36.0,1.0
36.0,0.0,0.0,0.0,0.0,2.0,2400.37,31.0,5.0
66.0,0.0,2.0,2.0,3.0,2.0,2273.33,17.0,0.0
66.0,0.0,3.0,2.0,2.0,2.0,2413.08,3.0,3.0
37.0,0.0,2.0,2.0,0.0,0.0,2244.63,22.0,2.0
49.0,0.0,3.0,1.0,0.0,0.0,2429.99,16.0,5.0
62.0,0.0,0.0,2.0,0.0,1.0,2246.34,12.0,6.0
71.0,0.5,1.0,2.0,1.0,0.0,2231.75,4.0,2.0
49.0,1.0,1.0,2.0,0.0,0.0,2198.62,13.0,5.0
31.0,0.0,3.0,2.0,2.0,1.0,2193.02,25.0,6.0
72.0,0.0,0.0,2.0,0.0,0.0,2196.96,34.0,2.0
34.0,1.0,0.0,1.0,3.0,2.0,2181.23,6.0,1.0
33.5,0.0,0.0,2.0,0.0,2.0,2179.98,13.0,0.0
80.0,0.5,1.0,0.5,1.0,1.0,2500.4,3.0,4.0
44.0,0.0,1.0,1.0,1.0,0.0,2516.26,26.0,4.0
31.0,1.0,3.0,0.0,3.0,1.0,2526.75,11.0,0.0
79.0,1.0,3.0,0.0,2.0,0.0,2145.51,7.0,4.0
63.0,1.0,0.0,1.0,1.0,2.0,2131.49,17.0,0.0
57.0,1.0,0.0,2.0,3.0,1.0,2099.4,24.0,5.0
76.0,1.0,3.0,1.0,1.0,0.0,2083.07,38.0,7.0
39.0,1.0,3.0,0.0,3.0,1.0,2599.85,35.0,5.0
60.0,1.0,2.0,0.0,2.0,1.0,2072.42,30.0,6.0
61.0,0.0,2.0,2.0,3.0,2.0,2601.71,19.0,5.0
21.0,0.0,2.0,2.0,2.0,1.0,2067.62,14.0,5.0
25.0,0.0,2.0,0.0,1.0,1.0,2609.08,17.0,2.0
41.0,0.0,3.0,2.0,0.0,0.0,2612.96,14.0,7.0
61.0,1.0,1.0,2.0,0.75,0.0,2617.22,23.0,4.0
49.0,1.0,3.0,1.0,0.0,0.5,2624.79,26.5,0.0
51.0,1.0,0.0,2.0,3.0,1.0,2629.1,36.0,6.0
41.0,0.0,2.0,2.0,3.0,1.0,2633.0,6.0,2.0
73.0,1.0,3.0,0.0,1.0,2.0,2040.26,24.0,6.0
41.75,1.0,2.0,2.0,2.0,2.0,2028.57,22.0,4.0
25.0,1.0,0.0,0.0,2.0,0.0,2652.48,30.0,6.0
52.0,0.0,3.0,1.0,0.0,2.0,2659.93,25.0,6.0
55.0,1.0,2.0,1.0,1.0,1.0,2675.81,19.0,6.0
72.0,1.0,2.0,1.0,0.0,1.0,1998.52,48.0,7.0
67.0,0.0,0.0,2.0,0.0,2.0,1994.46,27.0,2.0
42.0,1.0,3.0,1.0,3.0,0.0,2683.0,21.0,4.0
61.0,0.5,3.0,1.0,1.0,1.0,1969.67,28.0,5.0
60.0,0.0,1.0,0.0,2.0,2.0,2705.49,47.0,6.0
22.0,0.0,0.0,0.0,2.0,1.0,2706.11,23.0,0.0
67.0,0.0,3.0,0.0,1.0,0.0,2720.63,3.0,5.0
71.0,1.0,3.0,1.0,1.0,2.0,1951.6,17.0,1.0
76.0,0.0,0.0,2.0,3.0,1.0,1941.04,37.0,6.0
21.0,0.0,3.0,2.0,3.0,1.0,2739.26,4.0,6.0
52.0,1.0,3.0,1.0,0.0,1.0,2743.72,24.0,1.0
65.0,1.0,1.0,2.0,1.0,2.0,1929.04,32.0,7.0
77.0,1.0,0.0,1.0,2.0,2.0,2757.85,58.0,4.0
33.0,1.0,0.0,1.0,3.0,1.5,2775.85,36.0,3.5
57.0,1.0,2.0,1.0,0.0,0.0,2777.52,38.0,7.0
46.0,0.0,0.0,0.0,3.0,2.0,2778.41,14.0,3.0
45.0,1.0,3.0,0.0,0.0,2.0,2786.91,35.0,2.0
