Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose
29.0,0.0,2.0,0.0,2.0,0.0,2739.29,22.0,1.0
65.0,0.0,1.5,2.0,1.0,0.0,2739.49,37.0,4.0
45.0,0.0,0.0,0.0,3.0,1.0,2749.28,3.0,4.0
33.0,0.0,0.0,1.0,1.0,0.0,2713.89,9.0,4.0
77.0,0.0,0.0,2.0,0.0,1.0,2726.5950000000003,41.5,0.0
21.0,0.0,2.0,1.0,3.0,0.0,2818.83,19.0,3.0
77.0,1.0,3.0,2.0,0.0,1.0,2690.29,3.0,1.0
46.0,1.0,3.0,2.0,3.0,1.0,2656.74,23.0,6.0
42.0,0.0,2.5,2.0,3.0,2.0,2838.91,26.5,1.5
37.0,0.0,2.0,2.0,2.0,1.0,2858.65,25.0,4.0
24.0,1.0,1.0,2.0,0.0,2.0,2630.37,19.0,6.0
51.0,0.0,0.0,0.0,3.0,0.0,2858.9,7.0,7.0
79.0,1.0,1.0,1.0,1.0,2.0,2859.54,32.0,7.0
35.0,1.0,2.0,0.0,2.0,2.0,2618.3,12.0,3.0
42.0,0.0,2.0,0.0,2.0,0.0,2880.87,7.0,0.0
33.5,1.0,1.0,2.0,3.0,2.0,2599.85,32.0,4.0
77.0,0.0,2.0,1.0,0.0,0.0,2885.38,51.0,0.0
37.0,1.0,0.0,0.0,1.0,2.0,2903.14,30.0,3.0
45.0,0.0,2.0,0.0,3.0,0.0,2554.2,13.0,6.0
69.0,0.0,1.0,0.0,3.0,0.0,2956.62,43.0,2.0
53.0,0.0,3.0,1.0,0.0,1.0,2528.28,38.0,5.0
76.0,1.0,0.0,1.0,0.0,1.0,2531.66,40.0,1.0
66.0,1.0,3.0,0.0,0.5,1.5,2523.12,43.0,7.0
27.0,0.0,1.0,1.0,1.0,1.0,2972.46,20.0,5.0
23.0,0.0,2.0,0.0,3.0,2.0,2979.79,12.0,4.0
41.0,1.0,2.0,1.0,2.0,0.0,2501.66,32.0,2.0
59.0,0.0,3.0,0.0,3.0,1.0,3005.15,20.0,3.0
67.0,1.0,1.0,1.0,3.0,0.0,3013.75,36.0,7.0
79.0,0.0,3.0,1.0,1.0,0.0,2473.07,17.0,3.0
20.0,0.0,1.0,1.0,2.0,2.0,3024.66,10.0,7.0
79.0,0.0,0.0,2.0,3.0,1.0,3033.59,39.0,3.0
41.0,0.0,3.0,2.0,3.0,1.0,3037.76,10.0,7.0
61.0,0.0,3.0,1.0,1.0,0.0,3068.9,31.0,3.0
69.0,1.0,2.0,0.0,1.0,2.0,3081.13,50.0,3.0
46.0,1.0,2.0,2.0,0.0,1.0,3084.9,20.0,1.0
31.0,1.0,3.0,2.0,3.0,0.0,2365.01,26.0,6.0
57.0,1.0,2.0,0.0,3.0,1.0,3151.78,39.0,1.0
65.0,1.0,0.0,1.0,3.0,2.0,2336.22,19.0,0.0
53.0,1.0,2.0,2.0,1.0,1.0,2318.02,39.0,4.0
30.0,1.0,3.0,2.0,0.0,2.0,2306.64,19.0,2.0
42.0,1.0,1.0,1.0,3.0,2.0,2277.02,22.0,3.0
43.0,0.0,3.0,2.0,1.0,2.0,2246.64,36.0,4.0
69.0,1.0,1.0,1.0,2.0,0.0,3256.52,25.0,4.0
31.0,1.0,1.0,2.0,3.0,0.0,2228.51,3.0,3.0
68.0,1.0,1.0,0.0,2.0,2.0,3264.84,55.0,7.0
47.0,1.0,3.0,0.0,3.0,0.0,3275.38,29.0,6.0
48.0,0.0,0.0,1.0,1.0,0.0,2209.65,31.0,5.0
71.0,1.0,2.0,1.0,2.0,0.0,3286.21,6.0,2.0
52.0,0.0,3.0,2.0,2.0,0.0,3293.87,19.0,3.0
49.0,1.0,0.0,1.0,2.0,2.0,3297.04,42.0,6.0
46.0,0.0,0.0,1.0,2.0,1.0,2187.26,13.0,7.0
69.0,0.0,2.0,1.0,0.0,0.0,3306.25,47.0,2.0
