age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
29,4,402136,15,4,4,3,4,0,6000,0,20,39
21,4,402136,10,4,3,3,4,0,9000,0,20,39
21,4,402136,10,4,4,3,4,0,9000,0,20,39
21,4,402136,10,4,4,3,4,0,9000,0,20,39
21,4,402136,10,4,4,3,4,0,9000,0,20,39
21,4,402136,10,4,4,3,4,0,9000,0,20,39
21,4,402136,10,4,4,3,4,0,9000,0,20,39
21,4,402136,10,4,4,3,4,0,9500,0,19,39
21,4,402136,10,4,4,3,4,0,24000,0,19,39
21,4,402136,10,4,4,3,4,0,15500,0,19,39
