age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
51,0,61985,15,5,0,1,0,0,0,0,20,39
48,0,61985,14,4,0,1,0,0,0,0,20,39
48,0,61985,13,3,0,1,0,0,0,0,20,39
48,0,61985,21,5,0,1,0,0,0,0,20,39
48,0,61985,12,2,0,1,0,0,0,0,20,39
48,0,61985,16,5,0,1,0,0,0,0,20,39
48,0,61985,16,5,0,1,0,0,0,0,20,39
48,0,61985,18,5,0,1,0,0,0,0,20,39
48,0,59985,17,5,0,1,0,0,0,0,20,39
48,0,61985,20,5,0,1,0,0,0,0,20,39
48,0,61985,16,5,0,1,0,0,0,0,20,39
48,0,61985,16,5,0,1,0,0,0,0,20,39
48,0,61985,13,3,0,1,0,0,0,0,20,39
48,0,61985,23,5,0,1,0,0,0,0,20,39
48,8,61985,9,1,0,1,0,0,4000,0,20,39
48,8,61985,9,1,0,1,0,0,8000,0,20,39
