Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,outcome
44,1,2,1,0,1,2337,36,5,1
75,1,2,1,0,1,37305,36,5,1
40,1,2,1,0,1,13328,36,5,1
74,0,2,1,0,1,2337,36,3,1
36,1,2,1,3,1,2337,36,4,1
36,1,0,1,0,1,2337,10,5,1
53,1,2,1,0,1,2337,36,5,1
47,1,0,1,2,1,2337,36,5,1
48,0,2,1,0,2,2337,36,5,1
36,1,2,2,0,1,2337,10,5,1
36,1,2,1,0,1,2337,31,5,1
36,1,2,1,0,1,13116,36,5,1
80,0,2,1,0,1,2337,36,7,1
58,1,2,1,0,1,2337,36,5,1
78,0,2,1,0,1,2337,36,5,1
61,1,2,1,0,2,2868,36,5,1
36,1,2,0,3,1,2337,36,6,1
47,1,2,1,0,1,2337,36,5,1
26,1,2,0,0,1,2337,18,5,1
47,1,0,1,0,1,2337,36,5,1
48,1,2,1,0,1,2337,7,5,1
36,1,2,0,0,1,13437,36,5,1
36,1,2,1,0,2,2337,17,5,1
36,1,2,0,0,1,2337,18,5,1
36,1,2,1,0,1,2337,4,5,1
51,1,2,2,0,1,2337,36,5,1
52,1,2,1,0,1,2337,36,7,1
36,0,2,1,0,2,2337,17,5,1
47,1,2,1,0,1,2337,36,3,1
40,1,2,1,0,1,14528,36,5,1
36,1,2,2,0,1,2337,6,4,1
36,0,2,1,0,1,7039,36,7,1
36,1,2,1,0,1,2337,23,6,1
62,1,2,1,0,1,2337,16,5,1
43,1,2,1,0,2,2337,36,5,1
80,1,2,1,0,2,2337,36,5,1
36,1,2,0,0,1,3000,36,5,1
42,0,2,1,1,1,2337,36,5,1
75,1,2,0,0,1,2337,36,5,1
73,1,2,1,0,2,2337,36,6,1
36,1,2,1,0,1,10238,36,5,1
75,1,1,1,0,1,2337,36,5,1
36,0,2,1,0,1,6949,21,5,1
51,1,2,1,0,1,2337,36,5,1
45,1,2,1,0,2,2337,36,1,1
49,1,2,1,0,1,2337,36,5,1
36,1,2,1,0,0,2337,12,5,1
73,1,2,1,0,1,2337,36,5,1
24,1,2,1,0,1,2337,6,5,1
43,0,2,1,0,1,2337,36,5,1
42,1,2,1,0,1,6929,36,5,1
52,1,2,1,0,2,18353,36,5,1
36,1,2,1,0,1,3025,36,5,1
50,0,2,1,0,1,2337,36,5,1
74,1,2,1,2,1,2337,36,5,1
36,1,2,1,0,1,4907,36,5,1
36,0,2,0,3,1,2337,36,5,1
55,1,2,1,0,0,2337,36,5,1
69,1,2,2,0,1,2337,36,5,1
45,1,2,1,0,1,2337,36,5,1
70,0,2,1,0,1,2337,49,5,1
36,1,3,2,0,1,11191,36,5,1
75,1,2,1,0,0,37305,36,5,1
36,1,2,1,0,1,6052,36,0,1
62,1,2,2,0,1,2337,17,5,1
36,1,2,1,0,2,2337,31,5,1
79,1,2,1,2,1,33477,36,5,1
56,1,2,1,1,1,12025,36,5,1
36,1,2,1,0,1,13522,36,5,1
75,1,2,1,1,1,2337,36,5,1
62,1,2,1,0,1,2337,36,5,1
48,0,2,1,0,1,2337,36,5,1
57,1,2,1,0,1,17278,20,5,1
36,1,2,1,1,1,2337,25,3,1
42,1,2,1,3,1,2337,36,5,1
61,1,2,1,0,2,2337,36,5,1
69,1,2,1,0,1,16906,36,5,1
36,0,1,1,0,1,11208,36,5,1
36,1,2,0,0,1,3191,36,5,1
63,0,2,1,3,1,2337,36,5,1
60,1,2,1,0,1,2337,36,2,1
60,1,2,1,0,0,2337,36,5,1
70,0,2,1,0,1,2337,36,5,1
36,0,2,2,0,1,2337,3,5,1
36,1,2,1,3,1,2337,24,5,1
36,1,2,1,0,1,2337,3,7,1
36,1,2,1,1,1,2337,29,3,1
56,1,2,1,0,1,12025,36,5,1
28,1,2,1,0,1,2337,18,5,1
61,1,2,1,0,1,2337,36,5,1
64,1,2,1,0,1,5172,52,5,1
66,1,2,0,0,1,2337,36,5,1
76,1,1,1,0,2,2337,36,5,1
76,1,2,1,1,1,2337,36,5,1
36,1,0,1,0,0,2337,12,5,1
76,1,2,1,0,2,2337,36,5,1
36,1,2,0,3,1,2337,36,5,1
36,1,2,1,0,1,2337,14,5,1
80,1,2,0,0,1,2337,36,5,1
77,1,2,1,0,2,2337,36,5,1
50,1,1,1,0,1,2337,36,5,1
36,0,2,1,0,1,7039,36,5,1
36,1,2,0,2,2,2337,36,5,1
36,1,2,1,0,1,2337,5,5,1
69,1,0,1,0,0,2337,36,5,1
78,1,2,1,2,1,2337,36,5,1
36,1,2,1,2,1,2337,16,5,1
36,1,3,1,0,1,2337,22,5,1
60,1,2,1,0,1,2337,36,5,1
75,1,1,1,0,1,18662,36,5,1
64,1,2,1,0,1,2337,36,5,1
36,1,2,1,0,1,2337,10,5,1
36,0,2,2,3,1,2337,36,5,1
41,1,0,0,0,1,2337,36,5,1
36,1,2,1,0,0,2337,24,5,1
36,1,2,1,0,1,10359,36,6,1
36,1,2,1,0,1,24815,10,5,1
76,1,2,1,0,1,2337,36,3,1
36,1,2,0,0,1,13169,36,5,1
69,1,0,1,0,1,2337,36,5,1
36,1,2,1,1,2,2337,36,5,1
36,1,0,1,0,1,2337,18,5,1
73,1,2,1,0,1,17336,10,5,1
36,1,3,1,0,1,10911,36,4,1
36,1,2,1,0,1,14343,36,7,1
67,1,0,1,0,1,2337,36,5,1
36,1,1,1,0,1,2337,17,5,1
36,1,2,1,0,1,2337,25,3,1
53,0,2,1,0,1,2337,36,5,1
64,1,2,0,2,1,2337,36,5,1
36,1,2,1,3,2,2337,36,5,1
36,1,2,1,0,2,13522,36,5,1
63,1,2,2,0,1,2337,36,5,1
36,1,2,0,0,1,4196,36,2,1
44,1,1,1,0,0,2337,36,5,1
36,1,2,1,0,0,2337,10,5,1
36,1,2,1,0,1,7895,3,7,1
36,1,2,1,0,1,3487,36,4,1
74,1,2,1,0,1,2337,36,5,1
80,0,2,1,0,1,33569,36,5,1
36,1,2,1,0,1,2337,3,5,1
68,1,2,1,1,1,2337,36,5,1
53,1,2,0,0,1,2337,36,5,1
73,1,2,1,1,1,2337,36,5,1
68,1,2,1,0,1,2337,36,5,1
80,1,1,0,0,1,2337,36,5,1
37,1,3,1,2,1,2337,36,5,1
45,1,2,1,1,1,2337,36,5,1
46,0,2,1,0,1,2337,36,5,1
36,1,2,1,0,1,14343,6,7,1
36,1,2,1,3,1,2337,36,7,1
60,1,2,1,3,1,10731,36,5,1
62,1,2,1,0,1,2337,17,5,1
45,1,2,0,0,1,2337,36,5,1
63,1,2,1,0,1,2337,36,0,1
73,1,2,1,1,1,2337,36,6,1
66,1,2,0,1,1,2337,36,5,1
36,1,2,1,0,1,2337,7,4,1
36,1,2,1,0,1,2337,19,5,1
53,1,0,1,0,1,2337,36,5,1
42,1,2,1,2,1,2337,36,5,1
72,1,2,1,0,1,3487,36,4,1
54,1,0,1,0,1,2337,36,5,1
50,0,2,1,0,1,2337,33,5,1
75,1,2,0,0,1,2337,36,1,1
58,1,2,1,0,1,2337,37,5,1
49,1,2,1,3,1,2337,36,5,1
36,1,0,1,3,1,2337,36,5,1
36,1,3,1,0,1,2337,12,5,1
36,1,2,1,0,1,4196,36,2,1
74,1,2,1,0,1,30991,36,3,1
61,1,0,1,0,1,2337,36,7,1
36,1,2,1,0,1,2337,24,5,1
36,1,2,1,0,1,3487,36,5,1
47,0,2,1,0,1,2337,36,5,1
63,1,2,2,0,1,2337,36,7,1
36,0,2,1,3,1,2337,36,6,1
36,1,2,1,0,1,3000,36,5,1
40,1,2,2,0,1,14528,36,5,1
73,1,2,1,0,1,14833,36,5,1
53,0,2,1,0,1,2337,24,5,1
36,1,2,1,0,1,11655,36,7,1
54,1,2,1,3,1,2337,36,5,1
59,1,2,1,0,1,2337,36,5,1
36,1,2,0,0,1,10595,36,5,1
36,0,2,1,0,1,2337,10,5,1
75,1,2,1,0,1,2337,36,5,1
61,1,2,1,3,1,2337,36,7,1
63,1,2,1,0,1,2337,36,2,1
78,1,2,2,0,0,2337,36,5,1
36,1,3,2,3,1,2337,36,5,1
36,1,2,1,0,1,2337,20,5,1
76,1,2,1,0,1,24471,36,5,1
57,1,2,1,0,1,2337,36,5,1
36,1,2,1,2,1,2337,36,7,1
54,1,3,1,0,1,2337,36,5,1
36,0,2,1,0,1,2337,14,5,1
36,1,2,0,0,1,11121,36,5,1
42,1,2,1,0,1,2337,36,5,1
36,1,2,1,2,1,2337,26,5,1
44,1,2,1,0,0,2337,36,5,1
36,1,3,1,0,0,2337,12,5,1
43,1,2,1,0,1,2337,15,1,1
75,0,2,1,0,1,2337,36,5,1
36,1,2,0,0,1,2337,14,5,1
45,0,2,2,0,1,2337,36,5,1
74,1,2,1,0,2,2337,36,5,1
44,1,2,1,0,1,2337,19,5,1
36,1,2,0,0,2,8701,36,5,1
41,1,2,2,0,1,2337,36,5,1
50,1,2,1,0,1,2337,4,5,1
74,1,2,1,0,1,30991,36,5,1
70,1,2,1,0,1,2337,36,5,1
67,1,3,1,0,1,2337,36,5,1
36,1,2,1,0,1,12864,36,5,1
36,1,2,1,0,1,2337,22,2,1
62,1,2,1,0,1,2337,45,5,1
44,1,2,1,0,1,2337,19,2,1
70,1,2,0,0,1,2337,36,5,1
54,1,0,1,0,2,2337,36,5,1
36,1,2,1,2,1,5661,36,5,1
69,0,3,1,0,1,2337,36,5,1
56,1,2,1,3,1,2337,36,5,1
60,1,2,1,0,1,10731,36,5,1
36,0,2,1,3,1,2337,36,5,1
