Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,outcome
66,1,1,1,0,0,1546,24,5,1
30,1,0,2,0,0,1546,24,5,1
29,1,1,2,0,0,4029,24,5,1
24,1,1,0,1,0,1546,24,5,1
24,1,3,2,0,1,1546,24,5,1
46,1,1,2,0,0,1546,24,5,1
24,1,1,2,0,0,1546,10,5,1
24,1,1,2,0,1,2121,24,5,1
24,1,1,0,0,0,1546,13,5,1
24,1,1,2,0,2,2396,24,5,1
65,1,1,0,0,0,1546,24,5,1
27,1,1,2,0,0,1546,24,5,1
38,1,1,2,0,0,1546,24,0,1
47,1,1,1,0,0,1546,24,5,1
42,1,1,2,0,0,1546,24,5,1
38,1,1,2,3,0,1546,24,5,1
24,1,0,2,0,2,1546,24,5,1
24,1,3,2,0,2,1546,24,5,1
72,1,1,2,0,0,1546,24,5,1
71,1,1,2,0,0,4026,24,5,1
24,1,0,2,0,0,3656,24,5,1
24,1,1,2,0,0,3656,24,5,1
24,1,1,2,1,0,1546,14,5,1
58,1,1,2,0,0,1546,24,1,1
24,1,1,2,1,0,1546,24,6,1
50,1,1,2,0,0,1546,24,3,1
27,1,1,0,0,0,1546,24,5,1
24,1,1,2,0,0,9353,24,5,1
24,1,1,1,0,1,1546,24,5,1
24,1,1,2,0,0,1546,16,5,1
58,1,1,2,0,1,1546,24,5,1
24,1,3,2,3,0,1546,24,5,1
48,1,3,2,0,0,1546,24,5,1
24,1,1,2,0,0,3908,24,5,1
24,1,1,2,2,0,1546,13,5,1
78,1,1,0,0,0,1546,24,5,1
60,1,1,2,0,0,1546,24,5,1
24,1,1,2,0,0,5915,24,5,1
24,1,1,1,3,0,1546,24,5,1
50,1,1,2,0,0,1546,24,2,1
75,1,1,2,0,0,1546,34,5,1
46,1,1,0,0,0,1546,24,5,1
59,1,1,2,2,0,1546,24,5,1
24,1,1,1,0,0,3751,24,5,1
51,0,1,2,0,0,1546,24,5,1
24,1,1,2,3,2,1546,24,5,1
63,1,1,2,0,0,24151,24,5,1
41,1,1,2,0,0,1546,24,5,1
47,0,1,2,0,0,1546,24,5,1
57,1,1,2,0,0,1546,24,5,1
24,1,2,2,2,0,1546,24,5,1
24,1,1,2,0,0,8269,24,5,1
65,0,1,2,0,0,1546,24,5,1
39,1,1,2,0,0,1546,24,5,1
24,0,1,2,3,0,1546,24,5,1
34,1,1,2,0,0,1546,24,5,1
76,1,1,2,0,0,291,24,5,1
24,1,2,2,0,0,5842,24,5,1
24,1,1,2,2,1,1546,24,5,1
24,1,1,2,2,0,1546,24,5,1
71,1,1,2,0,0,31672,24,5,1
65,1,1,1,0,0,1546,24,5,1
45,1,1,2,0,0,1546,24,5,1
24,1,3,2,0,0,8196,24,5,1
42,1,2,2,0,0,1546,24,5,1
69,1,1,2,0,0,1546,24,5,1
24,1,1,2,3,0,1546,19,5,1
24,1,1,2,1,1,1546,24,5,1
24,1,1,2,0,0,8044,24,5,1
31,0,1,2,0,0,1546,24,5,1
44,1,1,2,0,2,1546,24,5,1
79,1,1,2,0,0,5915,24,5,1
24,1,1,2,0,0,2121,24,5,1
52,1,1,2,0,0,1546,24,5,1
24,1,1,2,0,0,6501,24,5,1
61,0,1,2,0,0,1546,24,5,1
71,1,1,2,0,1,1546,24,5,1
52,1,1,2,0,0,5132,24,5,1
34,1,0,2,0,0,1546,24,5,1
24,1,1,2,0,1,10868,24,5,1
24,1,1,2,0,0,10254,24,5,1
40,1,1,1,0,0,1546,24,5,1
79,0,1,2,0,0,1546,24,5,1
24,1,1,2,0,0,5842,24,5,1
