Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,outcome
69,1,2,1,0,0,2145,36,0,1
24,0,2,1,0,0,2145,15,0,1
58,1,2,1,0,0,2145,36,0,1
69,1,2,1,0,0,2145,36,6,1
56,1,1,1,0,0,2145,36,0,1
60,1,2,1,0,0,2145,36,0,1
60,1,2,0,0,0,2145,36,0,1
72,1,2,1,0,0,2145,36,0,1
77,1,2,1,0,0,2145,36,0,1
24,1,2,0,0,0,2145,16,0,1
72,1,2,1,0,0,2145,36,1,1
65,1,2,2,0,0,2145,36,0,1
73,1,2,1,0,0,4872,36,0,1
77,1,2,2,0,0,2145,36,0,1
24,1,3,1,0,0,2145,17,0,1
66,1,2,1,1,0,2145,36,0,1
24,1,0,1,0,0,2145,6,0,1
24,1,2,1,3,0,2145,20,0,1
67,1,2,1,0,0,8570,36,0,1
51,1,2,1,0,0,2145,36,0,1
60,1,2,1,0,0,14192,36,0,1
68,1,2,1,0,0,1051,36,0,1
63,1,2,1,0,0,13634,36,0,1
52,1,2,1,0,0,2145,36,0,1
54,1,2,1,1,0,2145,36,0,1
