Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,outcome
49,1,2,2,0,2,6289,30,0,1
33,1,0,1,0,2,6289,42,5,1
33,1,2,2,0,1,6289,42,3,1
72,1,2,1,2,2,6289,42,0,1
33,1,2,1,0,2,6289,32,0,1
45,1,2,2,0,2,6289,42,0,1
62,1,2,1,0,0,6289,42,0,1
42,1,2,1,1,2,6289,42,0,1
33,1,2,1,0,2,6289,34,0,1
33,1,2,1,0,1,6289,34,0,1
33,1,2,1,2,2,6289,42,3,1
33,0,1,1,0,2,6289,23,0,1
33,1,2,0,0,2,6289,15,0,1
40,1,2,2,0,2,6289,42,7,1
33,1,2,1,0,2,6289,7,0,1
33,1,3,2,0,2,6289,42,7,1
59,1,0,1,0,2,6289,42,0,1
33,1,2,1,1,2,6289,42,4,1
33,1,3,0,0,2,6289,42,4,1
72,1,2,1,2,2,6289,42,5,1
33,1,2,2,0,2,6289,42,1,1
33,1,2,1,0,2,6289,39,0,1
33,1,3,1,0,2,6289,42,3,1
33,1,2,1,0,1,6289,42,4,1
79,1,1,2,0,2,6289,42,0,1
33,1,1,1,0,2,6289,42,2,1
76,1,2,2,0,2,6289,42,0,1
39,1,2,1,2,2,6289,42,0,1
77,1,2,2,0,2,6289,42,0,1
49,1,2,1,3,2,6289,42,0,1
33,1,2,2,3,2,6289,42,0,1
33,1,2,1,0,2,7880,42,5,1
33,0,2,1,1,2,6289,10,0,1
53,1,2,1,0,2,6289,42,0,1
76,1,2,2,2,2,6289,42,0,1
33,1,2,1,2,0,6289,42,6,1
33,0,2,1,0,2,6289,15,6,1
54,1,2,1,2,2,6289,42,0,1
33,0,2,1,0,1,6289,42,4,1
33,1,2,0,2,2,6289,42,0,1
33,0,2,2,0,2,6289,42,7,1
64,1,2,1,1,2,6289,42,0,1
58,1,2,0,0,2,6289,42,7,1
33,1,2,1,3,2,6289,19,0,1
74,1,2,1,3,2,6289,42,4,1
33,0,2,1,2,2,6289,42,0,1
66,1,2,1,0,2,6289,42,7,1
51,1,2,2,0,2,6289,42,0,1
33,1,2,1,0,2,8192,30,0,1
54,1,0,1,2,2,6289,42,0,1
33,1,2,1,3,2,6289,29,0,1
49,1,2,1,0,2,6289,42,0,1
66,1,2,1,0,2,6289,60,0,1
37,0,2,1,0,2,6289,42,0,1
33,1,3,1,2,2,6289,42,0,1
33,1,3,1,0,2,6289,36,0,1
52,1,2,1,0,2,6289,16,0,1
33,1,2,1,0,2,6289,10,1,1
33,1,2,0,0,2,6289,42,7,1
69,1,2,1,0,2,18411,42,0,1
39,1,2,1,2,2,6289,42,1,1
59,1,2,1,1,1,6289,42,0,1
68,1,2,1,0,2,6289,42,0,1
33,0,2,2,0,2,6289,10,0,1
35,1,1,1,2,2,6289,42,0,1
33,1,2,1,0,2,6289,23,0,1
63,1,2,0,0,2,6289,7,0,1
33,1,2,1,0,2,6289,9,0,1
79,1,2,1,0,1,6289,42,0,1
61,1,2,1,0,0,6289,42,0,1
46,1,2,1,0,2,6289,42,7,1
33,1,2,1,0,2,6289,43,3,1
33,1,2,1,0,2,6289,22,5,1
49,1,2,1,1,2,6289,42,0,1
44,0,2,1,0,2,6289,42,0,1
50,1,1,1,0,2,6289,27,0,1
64,1,2,1,0,2,6289,42,3,1
33,1,3,1,2,2,6289,42,6,1
48,1,2,1,0,1,6289,42,0,1
33,1,2,1,3,2,6289,32,6,1
45,0,2,1,0,2,6289,42,0,1
33,1,3,1,0,2,6289,42,2,1
61,0,2,1,0,2,6289,42,0,1
52,0,2,1,3,2,6289,42,0,1
33,0,2,1,0,2,6289,10,0,1
67,1,2,0,0,2,6289,42,0,1
33,1,0,1,0,2,6289,26,0,1
57,1,2,1,0,1,6289,42,0,1
33,1,0,1,3,2,6289,42,2,1
33,1,2,0,0,2,10429,21,0,1
33,1,2,1,0,1,6289,5,0,1
33,1,3,1,0,2,6289,42,4,1
64,1,2,1,0,2,6289,42,0,1
35,1,3,1,0,2,6289,42,0,1
58,1,2,1,1,2,6289,42,4,1
33,1,0,1,3,2,6289,42,0,1
33,1,2,1,0,2,6289,39,3,1
77,1,2,1,0,2,6289,47,0,1
49,0,2,1,1,2,6289,42,0,1
33,1,2,2,0,2,6289,42,6,1
55,1,2,1,0,0,6289,51,0,1
33,1,3,1,0,2,7673,36,0,1
43,1,2,1,0,2,6289,42,1,1
33,1,2,0,0,2,6289,17,0,1
33,0,1,1,3,2,6289,42,0,1
73,1,2,1,0,2,6289,28,0,1
33,1,3,1,0,2,6289,13,0,1
33,1,2,2,0,2,6289,42,5,1
76,1,2,1,0,2,6289,42,0,1
33,0,0,1,0,2,6289,6,0,1
35,0,2,1,0,2,6289,42,0,1
65,1,2,1,2,2,6289,42,0,1
33,1,2,1,2,2,6289,3,0,1
50,1,1,1,0,2,6289,42,6,1
33,1,2,1,0,2,6289,42,7,1
33,1,1,1,0,2,6289,42,5,1
33,1,2,1,0,2,6289,25,0,1
33,1,2,1,0,2,6289,35,2,1
33,0,2,1,0,2,6289,21,0,1
48,1,2,2,0,2,6289,42,0,1
68,1,2,1,0,1,6289,42,0,1
29,1,2,1,0,2,6289,39,4,1
37,1,2,1,3,2,6289,46,0,1
54,1,2,1,2,2,6289,42,1,1
33,1,2,1,1,2,6289,42,0,1
53,1,2,1,0,1,6289,42,0,1
74,1,2,1,0,2,6289,42,0,1
33,1,2,0,0,1,6289,26,0,1
63,1,2,1,0,2,6289,42,3,1
33,0,2,1,0,2,6289,42,3,1
33,1,2,1,0,2,5453,16,0,1
33,1,0,2,3,2,6289,42,0,1
33,1,2,1,2,2,6289,42,0,1
33,1,2,1,0,2,6289,43,7,1
33,1,2,1,0,2,6289,5,0,1
45,0,2,1,1,2,6289,42,0,1
33,1,1,1,2,2,6289,42,0,1
75,1,2,1,0,0,6289,42,0,1
42,1,2,1,0,2,6289,42,0,1
48,1,0,1,2,2,6289,42,0,1
69,1,0,1,0,2,6289,42,0,1
33,1,2,1,0,2,6289,38,0,1
39,1,2,1,0,2,6289,42,5,1
66,1,2,1,0,0,6289,42,0,1
72,1,2,1,3,2,6289,42,0,1
33,1,0,1,0,2,6289,42,2,1
33,1,2,1,2,2,6289,42,4,1
33,1,2,1,0,0,6289,7,0,1
33,1,2,1,0,2,6289,40,0,1
56,1,2,1,0,2,6289,42,3,1
33,0,2,1,0,2,6289,42,5,1
74,1,1,1,0,2,6289,42,1,1
18,1,2,1,0,2,6289,19,0,1
33,1,2,1,3,2,6289,42,4,1
39,1,2,1,0,2,6289,48,0,1
33,1,2,2,2,2,6289,42,0,1
33,1,2,0,0,0,6289,42,7,1
57,1,2,1,0,2,6289,42,0,1
79,1,2,1,0,2,6289,46,0,1
33,1,2,1,1,2,6289,42,1,1
39,0,2,1,0,2,6289,20,0,1
50,1,2,1,0,2,6289,19,1,1
76,1,2,1,0,2,9406,42,0,1
33,1,2,1,0,2,12027,3,0,1
33,0,2,2,0,2,6289,17,0,1
33,1,2,2,0,2,6289,42,3,1
70,1,2,1,0,2,6289,42,0,1
63,1,2,1,2,2,6289,42,3,1
79,1,2,1,0,2,6289,42,0,1
33,1,2,1,1,2,6289,42,2,1
33,1,2,1,3,2,6289,42,6,1
59,1,2,1,2,2,6289,42,6,1
37,1,2,1,0,2,6289,42,0,1
33,1,2,1,0,2,6289,24,0,1
43,1,2,1,0,1,6289,42,0,1
39,1,2,1,0,2,6289,18,0,1
53,1,2,1,0,2,6289,42,4,1
60,1,2,1,0,0,6289,42,0,1
33,1,2,1,0,0,6289,42,6,1
33,1,1,1,3,2,6289,42,0,1
54,1,2,1,0,0,6289,42,0,1
33,0,1,1,0,2,6289,42,7,1
57,1,2,1,0,2,6289,44,0,1
35,1,2,1,1,2,6289,42,0,1
33,1,2,1,3,2,6289,34,0,1
50,1,2,1,0,0,6289,42,0,1
80,1,2,0,0,2,6289,42,0,1
78,1,2,1,0,2,6289,24,0,1
42,0,2,1,0,2,6289,42,0,1
52,1,2,1,0,2,5453,16,0,1
33,1,2,1,0,2,6289,26,0,1
59,1,2,1,0,2,6289,42,0,1
58,1,2,2,0,2,6289,42,0,1
33,1,2,1,0,2,6289,10,0,1
33,1,2,1,0,2,6289,6,3,1
33,1,3,1,3,2,6289,42,7,1
33,1,3,1,2,2,6289,42,7,1
33,1,2,2,0,2,6289,24,0,1
36,1,2,1,0,2,6289,42,0,1
33,1,2,1,0,2,6289,12,0,1
33,1,2,1,1,2,6289,42,5,1
45,1,3,1,0,2,6289,42,7,1
45,0,2,1,0,0,6289,42,0,1
33,1,2,0,3,2,6289,42,0,1
77,1,2,1,0,2,6289,42,0,1
43,1,2,1,0,2,6289,10,0,1
