Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,outcome
40,1,2,1,0,1,1201,24,1,1
26,1,2,1,0,1,7480,24,1,1
38,1,2,1,0,1,1201,24,1,1
35,1,2,1,0,1,1201,24,1,1
26,1,2,2,3,1,1201,24,1,1
26,1,2,1,1,1,1201,3,1,1
54,1,2,1,0,1,1201,24,1,1
71,1,2,0,0,1,1201,24,1,1
35,1,2,2,0,1,1201,24,1,1
26,1,2,1,3,1,1201,24,2,1
64,1,2,1,0,1,1201,11,1,1
73,1,2,1,0,1,1201,24,0,1
26,1,2,2,0,1,8996,24,1,1
44,1,2,1,3,1,1201,24,1,1
26,1,2,1,2,1,1201,24,5,1
26,1,0,1,0,1,7162,24,1,1
50,1,2,1,2,1,1201,24,1,1
48,1,2,1,0,1,18782,24,1,1
26,1,2,1,1,1,1201,24,7,1
26,0,2,1,0,1,1201,16,1,1
64,1,2,1,0,1,1201,24,5,1
47,1,2,1,0,1,1201,24,1,1
26,1,1,1,0,1,1201,24,6,1
59,1,2,1,0,1,1201,24,1,1
26,1,2,1,0,0,6823,24,1,1
26,1,2,1,0,1,5234,24,1,1
26,1,2,1,0,1,1201,9,1,1
77,1,2,1,0,1,1201,24,1,1
48,1,2,1,0,1,1201,24,1,1
26,1,2,1,0,1,8184,24,1,1
45,1,2,1,0,1,1201,24,7,1
26,0,2,1,0,1,1201,11,1,1
73,1,2,1,0,1,1201,24,7,1
26,1,2,0,0,1,1201,24,5,1
66,1,2,1,0,1,1201,24,1,1
69,1,2,1,0,2,1201,24,1,1
69,1,3,1,0,1,1201,24,1,1
26,1,2,1,0,1,8184,24,3,1
37,1,2,1,0,1,1201,24,2,1
62,0,2,1,0,1,1201,24,1,1
26,1,2,0,0,1,6435,24,1,1
48,1,2,1,0,1,22780,24,1,1
61,1,2,1,0,1,1201,24,6,1
39,1,2,1,0,1,1201,24,1,1
31,1,2,1,0,1,1201,24,3,1
26,1,0,1,0,1,6022,24,1,1
46,1,2,1,0,2,1201,24,1,1
26,1,2,1,0,1,1201,24,5,1
57,1,2,1,0,1,1201,24,1,1
49,1,2,1,0,1,20522,24,1,1
25,1,2,1,0,1,2916,24,1,1
69,1,1,1,0,1,1201,24,1,1
26,1,2,1,0,2,1201,24,7,1
33,1,2,1,0,1,1201,24,1,1
26,1,2,0,3,1,1201,24,1,1
26,1,2,1,0,1,1201,11,1,1
66,1,2,1,0,1,10926,24,1,1
33,1,2,1,0,1,1201,24,0,1
78,1,2,1,0,2,1201,24,1,1
46,1,2,1,0,1,1201,24,1,1
26,1,2,1,0,1,4251,24,4,1
60,1,2,2,0,1,1201,24,1,1
26,1,2,1,0,1,9676,12,1,1
53,1,2,2,0,1,1201,24,1,1
66,1,2,1,0,1,26988,24,1,1
26,1,2,1,0,1,5582,24,1,1
41,1,2,1,3,1,1201,24,1,1
76,1,2,1,0,1,1201,24,1,1
26,1,2,1,0,0,1201,11,1,1
50,1,2,1,0,1,1201,24,1,1
26,1,2,1,0,1,1201,15,1,1
36,1,2,2,0,1,1201,24,1,1
26,1,2,1,1,1,1201,24,5,1
64,1,2,1,0,1,1201,24,3,1
26,1,2,1,0,1,6022,24,1,1
26,1,0,1,0,1,1201,24,7,1
26,1,2,1,0,1,7209,24,1,1
67,1,2,2,0,1,1201,24,1,1
57,1,3,1,0,1,1201,24,1,1
65,1,1,1,0,1,1201,24,1,1
26,1,2,1,3,1,1201,24,1,1
26,1,2,1,0,1,4251,24,1,1
26,1,2,1,0,1,4896,24,1,1
26,1,2,1,3,1,1201,24,6,1
26,1,2,1,3,2,1201,24,1,1
79,1,2,1,0,1,1201,18,1,1
49,1,2,1,0,1,1201,24,1,1
79,0,2,1,0,1,1201,24,1,1
26,1,2,1,1,1,1201,24,6,1
74,1,2,1,0,1,47344,24,1,1
26,1,2,1,0,1,5868,16,1,1
60,1,2,1,0,1,1201,24,6,1
63,0,2,1,0,1,1201,24,1,1
26,1,1,1,0,1,1201,24,7,1
78,1,2,1,0,1,1201,24,1,1
74,1,2,1,0,2,1201,24,1,1
26,1,2,1,0,0,1201,24,7,1
26,1,2,1,0,2,1201,24,4,1
26,1,2,1,0,1,1201,12,1,1
32,1,2,1,0,1,1201,24,2,1
39,1,2,1,2,1,1201,24,1,1
42,1,2,1,0,1,1201,24,1,1
43,1,2,1,0,1,1201,24,1,1
40,1,0,1,0,1,1201,24,1,1
26,0,2,1,0,1,5699,24,1,1
70,1,2,1,0,1,1201,24,1,1
62,1,2,2,0,1,1201,24,1,1
26,1,2,1,0,0,1201,7,1,1
26,1,2,1,2,1,10064,24,1,1
44,1,2,1,0,1,1201,24,0,1
55,1,2,1,1,1,1201,24,1,1
57,1,2,1,0,1,32810,24,1,1
26,1,2,1,0,2,1201,11,1,1
77,1,2,1,0,0,1201,24,1,1
62,1,2,1,0,1,1201,24,2,1
26,1,2,1,0,1,1201,17,1,1
47,1,2,1,2,1,1201,24,1,1
26,1,1,1,0,1,1201,17,1,1
70,1,2,2,0,1,1201,24,1,1
49,1,2,1,2,1,1201,24,1,1
26,1,2,1,0,1,11113,24,3,1
26,1,2,1,0,2,1201,24,3,1
74,1,2,1,3,1,1201,24,1,1
39,1,2,1,0,1,1201,24,7,1
35,1,2,1,0,1,1201,24,0,1
45,1,1,1,0,1,1201,24,1,1
26,1,2,2,0,1,8382,24,1,1
61,1,2,1,0,1,1201,24,1,1
26,1,3,1,0,1,7521,24,1,1
73,1,2,1,3,1,1201,24,1,1
26,1,1,1,0,1,1201,19,1,1
40,1,2,1,0,2,1201,24,1,1
56,1,2,0,0,1,1201,24,1,1
26,1,2,1,0,1,9676,24,1,1
48,0,2,1,0,1,1201,24,1,1
26,1,2,1,0,1,1201,24,7,1
75,1,2,1,0,1,40471,24,1,1
70,1,2,1,0,1,1201,24,3,1
26,1,2,1,0,1,4955,24,5,1
80,1,2,1,0,0,1201,24,1,1
26,1,1,1,3,1,1201,24,1,1
58,1,2,1,0,1,1201,24,1,1
66,1,1,1,0,1,1201,24,1,1
26,1,2,1,1,1,1201,24,4,1
73,1,2,1,0,2,1201,24,1,1
64,1,2,1,0,1,1201,24,1,1
26,1,2,1,0,1,1201,8,1,1
38,1,2,1,0,0,1201,24,1,1
76,1,1,1,0,1,1201,24,1,1
43,1,2,2,0,1,1201,24,1,1
44,1,2,1,1,1,1201,24,1,1
26,1,2,1,3,1,2910,24,1,1
22,1,2,1,0,1,1201,17,1,1
36,1,2,1,2,1,1201,24,1,1
69,1,2,1,0,1,1201,24,1,1
45,1,2,1,0,1,1201,24,1,1
75,1,2,1,0,1,1201,24,1,1
26,1,2,2,0,1,1201,11,1,1
26,1,2,1,0,1,8996,24,1,1
68,1,2,1,0,1,1201,24,1,1
26,1,2,1,0,1,9178,24,1,1
52,1,2,1,0,2,1201,24,1,1
64,1,1,1,0,1,1201,24,1,1
48,1,3,1,0,1,1201,24,1,1
71,1,3,1,0,1,1201,24,1,1
26,1,2,1,0,1,4955,24,1,1
79,1,0,1,0,1,1201,24,1,1
26,1,2,1,0,1,2664,24,2,1
26,1,2,1,1,1,5694,24,1,1
34,1,2,1,0,1,1201,24,1,1
26,0,2,1,0,1,1201,24,6,1
26,1,2,1,0,1,1201,12,3,1
75,1,2,1,0,1,28063,24,1,1
78,1,2,0,0,1,1201,24,1,1
73,1,2,1,0,1,29335,24,1,1
32,1,2,1,0,1,1201,24,1,1
26,1,2,1,0,1,9178,24,6,1
48,1,2,1,0,1,1201,12,1,1
44,1,2,2,0,1,1201,24,1,1
66,1,2,1,3,1,1201,24,1,1
26,1,2,1,0,1,1201,5,1,1
73,1,2,1,0,1,1201,24,1,1
26,1,0,1,0,1,1201,24,6,1
64,1,2,1,0,0,1201,24,1,1
63,1,2,1,0,1,1201,24,2,1
26,1,2,1,0,1,1201,7,1,1
26,1,2,1,0,1,1201,18,1,1
26,0,2,1,0,1,7480,24,1,1
26,1,2,1,0,1,1201,16,1,1
26,1,2,2,0,1,1201,24,6,1
44,1,2,1,0,1,1201,21,1,1
56,1,2,1,0,1,1201,24,1,1
63,1,1,1,0,1,1201,24,1,1
62,1,2,1,0,1,1201,24,1,1
51,1,2,1,0,2,1201,24,1,1
26,1,2,1,2,1,8056,24,1,1
75,1,2,1,2,1,1201,24,1,1
60,1,2,0,0,1,1201,24,1,1
67,1,2,1,0,0,1201,24,1,1
80,1,2,1,0,1,1201,24,1,1
26,1,2,1,3,1,1201,24,7,1
63,1,2,1,0,1,1201,24,1,1
52,1,2,1,0,1,1201,24,1,1
26,1,2,1,0,1,5397,24,4,1
26,1,2,0,0,1,1201,24,7,1
26,1,2,1,0,1,6823,24,1,1
55,1,2,1,0,1,1201,24,1,1
26,0,2,1,3,1,1201,24,1,1
72,1,0,1,0,1,1201,24,1,1
26,1,2,1,0,1,8056,24,1,1
60,1,2,1,0,1,1201,24,1,1
43,1,1,1,0,1,1201,24,1,1
53,1,2,1,0,1,1201,24,1,1
26,1,2,1,0,1,16891,8,1,1
26,1,3,1,3,1,1201,24,1,1
57,0,2,1,0,1,1201,24,1,1
26,1,2,1,0,1,2150,24,5,1
26,1,2,1,0,1,7190,24,1,1
74,1,2,1,0,1,1201,24,1,1
26,1,2,1,0,1,1201,16,7,1
26,1,2,2,0,1,1201,16,1,1
37,1,2,1,0,0,1201,24,1,1
26,1,2,1,0,1,9446,24,1,1
26,1,2,1,0,1,9438,24,1,1
79,1,2,1,0,1,1201,24,1,1
79,1,2,1,0,1,41629,24,1,1
44,1,2,1,0,1,1201,24,1,1
33,1,2,1,2,1,1201,24,1,1
26,1,2,0,0,1,1201,14,1,1
34,1,2,1,0,1,16349,24,1,1
26,1,2,1,0,2,1201,6,1,1
26,1,2,1,0,1,1201,24,6,1
