Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,outcome
61,1,2,1,0,0,2746,36,4,1
64,1,2,1,1,0,2746,36,4,1
67,1,0,1,0,0,2746,36,4,1
63,1,2,1,0,1,2746,36,0,1
65,1,0,1,0,0,2746,36,4,1
31,1,2,1,0,0,2746,11,4,1
70,1,2,1,2,0,2746,36,4,1
31,1,2,0,0,0,2746,15,4,1
65,1,2,1,0,0,2746,36,4,1
69,1,2,1,0,0,29786,36,4,1
31,0,2,1,0,0,2746,23,4,1
78,1,2,1,0,0,2746,51,4,1
31,1,2,1,0,0,2746,24,6,1
58,0,2,1,0,0,2746,32,4,1
59,1,2,1,0,1,2746,36,4,1
64,0,2,1,0,0,2746,36,4,1
45,1,2,1,1,0,2746,36,4,1
31,1,1,1,3,0,2746,20,4,1
47,1,2,1,0,0,2746,36,1,1
31,1,2,1,0,2,2746,6,4,1
61,1,0,1,0,2,2746,36,4,1
59,1,2,1,3,0,2746,36,4,1
59,1,2,1,0,0,6600,24,4,1
37,1,2,1,0,0,2746,21,4,1
74,0,2,1,0,0,2746,36,6,1
65,1,2,1,2,0,2746,36,4,1
31,1,2,1,1,0,7748,36,4,1
42,1,2,1,0,0,2746,36,4,1
64,0,2,1,0,0,2746,36,2,1
31,1,2,1,1,0,2746,6,4,1
61,1,2,1,3,0,2746,36,4,1
74,1,2,1,0,0,2746,36,6,1
37,1,2,1,0,0,10117,13,4,1
72,1,2,1,0,0,2746,27,4,1
31,1,2,1,0,2,2746,17,4,1
70,1,2,1,0,0,2746,36,4,1
72,1,2,1,0,1,2746,36,4,1
72,1,2,1,0,1,2746,36,2,1
58,1,0,1,3,0,2746,36,4,1
69,1,1,1,0,0,2746,36,4,1
70,1,2,1,3,0,2746,36,4,1
31,1,2,2,0,0,6355,36,4,1
31,1,2,1,0,2,2746,14,6,1
60,1,1,1,0,0,2746,36,4,1
80,1,0,1,0,0,2746,36,4,1
44,1,2,1,0,0,2746,36,4,1
58,1,2,1,0,0,2746,36,2,1
68,1,2,1,2,2,2746,36,4,1
31,1,2,1,3,0,7194,36,1,1
31,1,2,1,0,0,2746,23,3,1
28,1,2,1,0,0,2746,17,0,1
42,1,2,2,0,0,2746,36,4,1
31,1,2,1,0,0,6600,24,4,1
59,1,2,1,0,1,2746,36,7,1
69,1,2,1,0,0,22865,36,4,1
73,1,2,0,0,0,34926,36,4,1
31,1,2,1,2,0,2746,24,4,1
77,1,2,2,0,0,2746,36,0,1
41,1,2,1,0,1,2746,36,4,1
35,1,2,1,0,0,15120,15,4,1
54,1,2,1,0,1,2746,36,4,1
54,1,2,1,0,0,2746,36,4,1
74,1,2,1,0,0,2746,36,5,1
42,1,2,1,0,0,2746,36,6,1
79,1,2,1,0,0,2746,36,4,1
31,1,2,1,0,0,7194,36,4,1
68,1,2,1,0,0,2746,36,4,1
75,1,2,1,0,0,2746,36,5,1
