Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,outcome
31,0,2,1,0,0,6758,18,5,1
47,0,3,1,0,0,6758,48,5,1
80,0,2,2,3,0,6758,48,5,1
77,1,2,1,0,0,6758,48,5,1
39,1,2,1,0,0,6758,48,5,1
31,0,2,1,2,0,6758,27,5,1
73,0,3,1,0,0,6758,48,5,1
31,1,2,1,0,0,6758,32,5,1
41,0,2,2,0,0,6758,48,5,1
31,0,2,1,0,0,6758,9,5,1
31,0,2,1,0,2,6758,20,2,1
42,0,2,1,0,0,6758,50,5,1
75,0,2,1,0,0,6758,48,5,1
77,0,2,1,0,0,6758,48,5,1
44,0,2,0,0,2,6758,48,5,1
60,0,2,1,0,0,14072,48,5,1
58,0,2,1,0,0,6758,48,4,1
31,0,2,1,0,2,6758,39,5,1
73,0,2,1,0,0,6758,48,6,1
31,0,2,2,0,0,6758,6,5,1
67,0,2,1,0,1,6758,48,7,1
51,0,2,1,0,1,6758,48,5,1
31,0,2,1,0,0,6758,15,5,1
31,0,2,2,0,0,6758,14,5,1
31,0,2,1,0,1,6758,6,5,1
31,0,2,1,3,1,6758,48,7,1
31,0,2,1,0,0,6758,5,5,1
31,0,0,0,0,0,6758,16,5,1
31,0,0,1,0,0,6758,27,6,1
49,0,2,0,0,0,6758,48,5,1
42,0,2,1,0,2,6758,48,6,1
70,0,2,2,0,0,6758,48,5,1
65,0,2,1,0,0,6758,48,6,1
57,0,2,1,0,2,6758,48,5,1
75,0,2,1,0,0,20858,66,5,1
67,0,2,1,1,0,6758,48,5,1
44,0,2,1,0,0,7532,48,5,1
31,0,2,2,0,1,6758,8,5,1
43,0,1,1,0,1,6758,48,5,1
78,0,2,1,0,0,6758,48,5,1
57,0,2,1,0,0,6758,48,5,1
79,0,2,1,3,0,6758,45,5,1
53,0,2,1,0,0,6758,48,6,1
46,0,2,2,0,2,6758,48,5,1
31,0,2,1,0,0,6758,10,5,1
43,0,2,1,0,1,6758,48,5,1
75,0,2,1,2,0,6758,48,5,1
62,0,2,1,0,1,6758,48,5,1
41,0,2,1,0,0,6758,37,5,1
31,0,2,1,0,0,6758,34,5,1
31,0,2,1,0,0,6758,21,5,1
68,1,3,1,0,0,6758,48,5,1
79,0,2,1,2,0,6758,68,5,1
31,0,2,1,0,1,6758,8,5,1
31,0,2,0,0,0,6758,26,5,1
51,0,2,1,0,0,6758,48,6,1
31,0,2,1,0,0,6758,38,6,1
31,0,2,1,0,0,6758,22,5,1
63,0,2,1,0,0,6758,55,5,1
41,0,2,1,0,0,6711,48,5,1
68,0,2,1,0,0,7733,48,5,1
75,0,3,1,0,0,6758,48,3,1
77,0,1,0,0,0,6758,48,5,1
48,0,3,1,2,0,6758,48,5,1
61,0,2,1,0,0,6758,48,5,1
63,0,2,1,0,0,6758,48,5,1
31,0,2,1,0,0,13444,24,5,1
70,0,2,1,0,0,6758,48,5,1
71,0,2,0,0,0,6758,48,5,1
51,0,2,1,0,0,6758,22,5,1
60,0,3,0,0,0,6758,48,5,1
31,0,0,2,0,0,6758,36,5,1
42,0,2,1,0,0,6758,48,6,1
43,0,1,1,0,0,6758,48,5,1
51,1,2,1,0,1,6758,48,5,1
31,1,1,1,0,0,6758,14,5,1
31,0,0,1,0,0,6758,25,5,1
49,0,1,1,0,0,6758,48,5,1
31,0,2,0,0,0,6758,10,5,1
31,0,2,2,0,0,6758,26,5,1
31,1,2,1,0,0,6758,28,5,1
78,0,2,1,0,0,6758,19,5,1
31,0,2,2,0,0,6758,15,5,1
31,0,2,1,3,2,6758,44,5,1
67,1,2,1,0,0,6758,17,5,1
31,0,2,0,0,0,6758,37,5,1
75,0,3,1,0,0,6758,48,5,1
77,1,1,1,0,0,6758,48,5,1
31,1,2,1,0,0,6758,22,5,1
31,0,2,1,0,0,6758,31,5,1
47,0,2,1,0,0,6758,48,0,1
56,0,2,1,0,1,6758,48,5,1
44,0,0,1,0,0,6758,48,5,1
69,0,1,1,0,0,6758,48,5,1
59,0,0,1,0,0,3620,48,5,1
69,0,2,1,0,0,6758,48,5,1
37,1,2,1,0,1,6758,48,5,1
