Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose
36.0,1.0,0.0,2.0,0.0,0.0,4285.09,32.0,3.0
20.0,1.0,1.0,2.0,0.0,2.0,4296.23,16.0,0.0
53.0,1.0,2.0,0.0,1.0,1.0,4299.77,26.0,4.0
65.0,1.0,1.0,2.0,0.5,1.0,4331.68,49.0,5.0
29.0,1.0,3.0,1.0,0.0,2.0,4347.45,18.0,4.0
71.0,1.0,1.0,0.0,0.0,1.0,4323.01,29.0,1.0
52.0,0.0,0.0,2.0,1.0,2.0,4264.04,24.0,2.0
67.0,1.0,2.0,0.0,0.0,2.0,4271.6,36.0,5.0
40.0,1.0,0.0,1.0,2.0,1.0,4358.71,22.0,3.0
78.0,1.0,0.0,1.0,0.0,1.0,4347.0,51.0,7.0
70.0,0.0,1.0,1.0,0.0,0.0,4253.36,54.0,2.0
50.0,1.0,2.0,2.0,3.0,2.0,4377.74,37.0,5.0
61.0,0.0,2.0,2.0,3.0,1.0,4384.59,46.0,4.0
47.0,1.0,2.0,0.0,0.0,2.0,4212.32,32.0,0.0
33.0,0.0,1.0,0.0,1.0,1.0,4201.26,36.0,4.0
76.0,1.0,0.0,0.0,0.0,2.0,4402.29,17.0,3.0
75.0,0.0,3.0,2.0,0.0,0.0,4205.89,42.0,7.0
28.0,1.0,1.0,2.0,3.0,2.0,4194.28,18.0,4.0
23.0,0.0,2.0,0.0,1.0,1.0,4439.73,3.0,0.0
66.0,0.0,0.0,0.0,0.0,0.0,4159.8,53.0,6.0
78.0,1.0,3.0,1.0,0.0,2.0,4456.55,57.0,5.0
33.0,1.0,1.0,2.0,1.0,2.0,4465.44,30.0,1.0
77.0,0.0,0.5,1.5,2.0,2.0,4463.92,56.0,5.0
54.0,0.0,3.0,2.0,1.0,0.0,4492.35,43.0,5.0
35.0,1.0,1.0,2.0,3.0,0.0,4498.1,40.0,5.0
61.0,0.0,0.0,0.0,2.0,1.0,4498.46,35.0,5.0
58.0,0.0,1.0,2.0,2.5,2.0,4501.99,54.0,7.0
28.0,1.0,3.0,1.0,2.0,0.0,4506.18,15.0,3.0
18.0,1.0,3.0,1.0,1.0,2.0,4108.37,9.0,6.0
69.0,0.0,2.0,1.0,0.0,0.0,4109.14,35.0,1.0
35.0,1.0,3.0,1.0,0.0,0.0,4102.77,8.0,7.0
50.0,0.0,2.0,0.0,2.0,1.0,4088.53,18.0,1.0
76.0,0.0,1.0,1.0,0.5,0.0,4085.94,51.0,3.0
55.0,0.0,2.0,2.0,0.0,0.0,4064.18,7.0,0.0
54.0,1.0,3.0,1.0,1.0,2.0,4557.08,30.0,1.0
46.0,1.0,3.0,2.0,3.0,1.0,4555.08,4.0,5.0
48.0,0.0,1.0,0.0,1.0,0.0,4057.83,7.0,0.0
44.5,0.5,2.0,1.0,2.0,1.0,4031.68,15.0,3.0
49.0,0.0,3.0,1.0,3.0,1.0,4030.38,29.0,7.0
48.5,1.0,2.0,1.0,2.0,0.75,4589.0,32.0,1.0
54.0,1.0,3.0,0.0,0.0,0.0,4025.94,27.0,1.0
32.0,0.0,2.0,2.0,1.0,2.0,4023.24,10.0,7.0
37.0,1.0,0.0,1.0,1.0,0.0,4022.57,7.0,7.0
58.0,1.0,1.0,0.0,0.0,0.0,4599.59,12.0,4.0
63.0,0.0,2.0,0.0,2.0,0.0,4016.76,7.0,5.0
53.0,1.0,2.0,0.0,3.0,2.0,4608.18,35.0,5.0
78.0,1.0,1.0,2.0,0.0,2.0,4620.59,45.0,5.0
80.0,1.0,2.0,1.0,3.0,2.0,4627.32,58.0,7.0
72.0,1.0,2.0,1.0,3.0,1.0,3983.46,13.0,2.0
43.0,1.0,0.0,0.0,2.0,1.0,3972.2,37.0,5.0
31.0,0.0,3.0,2.0,2.0,2.0,3974.24,4.0,0.0
45.0,1.0,0.0,1.0,0.0,2.0,4647.55,27.0,7.0
80.0,0.0,2.0,1.0,2.0,2.0,4644.7,7.0,2.0
30.0,1.0,3.0,1.0,1.0,1.0,4663.69,35.0,0.0
80.0,1.0,1.0,2.0,0.0,2.0,4659.96,12.0,1.0
35.0,1.0,3.0,2.0,0.0,1.0,3947.77,31.0,7.0
45.0,0.5,0.0,1.0,2.0,1.0,3918.6,35.0,5.0
24.0,1.0,0.0,2.0,1.0,2.0,3919.13,8.0,4.0
61.0,0.0,1.0,2.0,2.0,1.0,3917.44,38.0,5.0
73.0,0.0,0.0,2.0,2.0,2.0,4720.36,6.0,0.0
71.0,1.0,2.0,0.0,0.0,0.0,3885.52,52.0,2.0
24.0,1.0,2.0,0.0,2.0,1.0,4733.52,19.0,6.0
70.0,0.5,2.0,2.0,0.0,0.0,4736.41,16.0,6.0
57.0,1.0,2.0,1.0,3.0,2.0,3869.34,22.0,7.0
70.0,1.0,1.0,2.0,0.0,2.0,4745.35,13.0,4.0
76.0,0.0,2.0,1.0,1.0,2.0,4774.88,13.0,4.0
78.0,0.0,1.0,1.0,2.0,0.0,3825.01,32.0,7.0
35.0,1.0,1.5,2.0,0.0,1.0,4801.69,36.5,3.0
49.0,1.0,3.0,2.0,2.0,1.0,3808.68,10.0,3.0
77.0,0.0,2.0,1.0,0.5,2.0,3802.23,16.0,0.0
40.0,1.0,3.0,2.0,3.0,0.0,4834.2,13.0,2.0
51.0,0.0,2.0,2.0,1.0,1.0,4839.64,7.0,6.0
67.0,0.0,2.5,0.0,3.0,0.0,3763.34,20.0,3.0
65.0,1.0,1.0,1.0,1.0,2.0,4854.32,35.0,1.0
57.0,0.0,3.0,2.0,0.0,0.0,3718.25,30.0,5.0
69.0,0.0,2.0,2.0,0.0,1.0,3719.03,5.0,6.0
67.0,0.0,0.0,1.0,0.0,2.0,4898.82,53.0,5.0
69.0,0.0,1.0,1.0,1.0,2.0,3699.08,53.0,4.0
80.0,1.0,1.0,1.0,3.0,2.0,4917.6,40.0,6.0
72.0,1.0,3.0,0.0,0.0,2.0,3690.94,47.0,5.0
59.5,1.0,3.0,1.0,1.0,0.0,3679.33,47.5,1.0
55.0,0.0,1.0,1.0,0.0,2.0,4937.75,53.0,4.0
61.0,0.0,1.0,0.0,3.0,0.0,3648.91,9.0,1.0
31.0,1.0,3.0,0.0,0.0,1.0,3645.75,34.0,2.0
57.0,0.0,1.0,1.0,3.0,1.0,3645.21,12.0,4.0
70.0,0.0,2.0,2.0,1.0,1.0,3641.75,24.0,3.0
76.0,0.0,3.0,0.0,2.0,1.0,3605.6,10.0,4.0
56.0,1.0,2.0,0.0,3.0,2.0,3601.97,46.0,4.0
37.0,1.0,0.0,2.0,1.0,2.0,5020.44,37.0,7.0
27.0,0.0,2.0,1.0,2.0,1.0,5020.98,9.0,4.0
34.0,1.0,3.0,1.0,0.0,0.0,3588.39,34.0,5.0
42.0,1.0,2.0,2.0,1.5,1.5,5028.8,19.0,7.0
38.0,0.0,3.0,1.0,0.0,1.0,3577.51,34.0,7.0
27.0,1.0,3.0,1.0,0.0,2.0,3573.39,21.0,2.0
29.0,1.0,0.0,2.0,3.0,0.0,5042.26,5.0,0.0
61.0,0.0,2.0,0.0,3.0,0.0,3573.94,11.0,4.0
78.0,1.0,1.0,0.0,1.0,0.0,5048.03,28.0,2.0
75.0,0.0,1.0,0.0,2.0,2.0,3564.05,38.0,2.0
46.0,1.0,0.0,1.0,3.0,1.0,3557.06,18.0,6.0
66.0,1.0,1.0,2.0,1.0,1.0,5061.08,30.0,7.0
32.0,1.0,3.0,1.0,0.0,1.0,5067.61,26.0,2.0
18.0,1.0,3.0,0.0,2.0,0.0,5069.02,9.0,2.0
20.0,0.0,0.0,0.0,3.0,2.0,5070.7,35.0,5.0
56.0,1.0,0.0,2.0,1.0,0.0,5075.4,50.0,3.0
32.0,1.0,1.0,2.0,1.0,1.0,3540.2,9.0,3.0
57.0,0.5,0.0,2.0,2.0,1.0,3535.85,11.0,2.0
30.0,0.0,2.0,0.0,1.0,0.0,5084.77,31.0,5.0
48.0,0.0,0.0,0.0,2.0,0.0,3528.71,21.0,7.0
32.0,1.0,1.0,1.0,0.0,2.0,3524.34,21.0,3.0
59.0,0.0,3.0,1.0,3.0,0.0,3523.44,32.0,2.0
24.0,0.0,3.0,0.0,0.0,2.0,3518.28,4.0,6.0
25.0,1.0,0.0,1.0,1.0,2.0,3517.36,17.0,5.0
71.0,0.0,3.0,0.0,0.0,0.0,3506.79,39.0,4.0
65.0,1.0,2.0,2.0,0.0,1.0,3500.12,7.0,2.0
42.5,1.0,0.0,1.5,3.0,0.0,5142.27,40.0,4.0
45.0,0.5,2.0,1.5,2.0,1.0,3467.06,41.5,4.0
68.0,1.0,3.0,2.0,0.0,2.0,3454.81,23.0,5.0
60.0,0.0,0.0,1.0,1.0,1.0,5165.62,16.0,0.0
39.0,1.0,3.0,1.0,3.0,0.0,3440.47,28.0,5.0
55.0,1.0,2.0,2.0,1.0,1.0,3428.79,12.0,6.0
30.0,0.0,2.0,2.0,0.0,0.0,3422.6,15.0,0.0
62.0,0.0,1.0,2.0,2.0,0.0,3421.47,8.0,5.0
65.0,0.0,0.0,2.0,1.0,2.0,5202.79,45.0,4.0
51.0,1.0,3.0,0.5,1.0,2.0,5204.04,39.0,2.0
68.0,1.0,2.0,2.0,3.0,0.0,5214.94,34.0,7.0
40.0,0.0,1.0,2.0,0.0,0.0,3398.13,29.0,2.0
65.0,0.0,2.0,0.0,0.0,1.0,5220.27,42.0,1.0
79.0,0.0,1.0,1.0,0.0,0.0,3392.6,48.0,2.0
66.0,0.0,1.0,2.0,3.0,1.0,5224.51,12.0,2.0
