Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose
22.0,1.0,3.0,0.0,2.0,0.0,4577.72,32.0,4.0
51.0,0.0,0.0,0.0,2.0,0.0,4615.98,22.0,2.0
68.0,1.0,0.0,0.0,2.0,1.0,4598.23,9.0,5.0
80.0,0.0,1.0,2.0,3.0,0.0,4578.94,50.0,3.0
72.0,0.0,0.0,0.0,3.0,0.0,4648.59,39.0,2.0
53.0,1.0,1.0,1.5,2.5,0.0,4546.69,33.5,7.0
40.0,0.0,1.0,0.0,3.0,0.0,4673.19,40.0,3.0
64.0,0.0,3.0,2.0,0.0,0.0,4532.1,53.0,5.0
55.0,1.0,3.0,2.0,0.0,0.0,4541.04,4.0,2.0
44.0,1.0,2.0,0.0,1.0,2.0,4524.2,37.0,3.0
38.0,1.0,3.0,2.0,1.0,0.0,4688.63,19.0,6.0
79.0,0.0,0.0,0.5,3.0,1.0,4534.99,62.0,0.0
71.0,0.0,2.0,0.0,1.0,1.0,4673.42,5.0,7.0
34.0,0.0,1.0,1.0,3.0,1.0,4504.69,11.0,3.0
46.0,0.0,1.0,1.0,1.5,1.0,4706.67,7.0,3.0
43.0,1.0,0.0,1.0,3.0,2.0,4721.6,3.0,6.0
69.0,0.0,0.0,1.0,1.0,1.0,4727.46,59.0,5.0
56.0,0.5,2.0,1.0,1.0,2.0,4464.01,43.0,6.0
42.5,1.0,0.0,2.0,2.0,1.0,4750.1,11.0,4.0
43.0,1.0,2.0,2.0,2.0,2.0,4754.49,33.0,2.0
67.0,0.0,0.0,1.0,0.0,0.0,4750.13,12.0,0.0
25.0,0.0,3.0,2.0,0.0,1.0,4412.65,3.0,3.0
27.0,0.0,0.0,0.0,0.0,0.0,4404.3,24.0,3.0
60.0,0.0,0.0,1.0,3.0,0.0,4402.03,43.0,1.0
76.0,0.0,0.0,2.0,0.0,2.0,4810.5,48.0,2.0
20.0,0.0,1.0,0.0,1.0,2.0,4831.84,29.0,7.0
60.0,1.0,0.0,2.0,3.0,1.0,4838.78,30.0,5.0
55.0,0.0,2.0,2.0,0.0,0.0,4362.79,21.0,4.0
49.0,1.0,1.0,2.0,1.0,0.0,4859.25,37.0,7.0
56.0,0.0,1.0,1.0,3.0,1.0,4862.53,10.0,6.0
43.5,1.0,0.0,1.0,2.5,1.0,4875.49,17.0,5.0
80.0,1.0,2.0,0.0,3.0,1.0,4875.06,42.0,6.0
41.0,0.0,2.0,0.0,2.0,2.0,4327.26,32.0,1.0
58.0,1.0,2.0,0.5,2.0,2.0,4329.45,9.0,2.5
36.0,1.0,0.0,1.0,3.0,2.0,4893.52,44.0,0.0
59.0,1.0,2.0,1.0,0.0,1.0,4892.26,46.0,5.0
38.0,1.0,3.0,2.0,3.0,0.0,4293.84,36.0,1.0
36.0,1.0,3.0,2.0,3.0,2.0,4291.45,28.0,3.0
78.0,0.0,2.0,1.0,0.0,0.0,4291.94,60.0,3.0
37.0,1.0,1.0,1.0,0.0,0.0,4926.88,26.0,1.0
70.0,0.0,2.0,2.0,3.0,2.0,4924.79,61.0,3.0
62.0,1.0,2.0,1.0,1.0,2.0,4280.22,14.5,2.0
21.0,1.0,1.0,0.0,1.5,0.5,4934.24,28.0,5.0
55.0,0.0,0.0,2.0,2.0,1.0,4273.94,15.0,3.0
66.0,1.0,3.0,0.0,1.0,1.0,4936.74,43.0,2.0
79.0,1.0,2.0,1.0,2.0,2.0,4936.18,10.0,6.0
35.0,0.0,3.0,0.0,0.0,1.0,4259.15,29.0,3.0
68.0,0.0,3.0,1.0,0.0,0.0,4252.42,17.0,0.0
64.0,1.0,1.0,1.0,1.0,1.0,4962.6,28.0,5.0
45.5,0.5,0.0,0.5,3.0,2.0,4978.14,26.0,2.5
72.0,0.0,3.0,1.0,0.0,2.0,4225.15,26.0,4.0
43.0,0.5,1.5,0.0,0.5,2.0,4191.93,37.0,1.5
67.0,1.0,3.0,2.0,2.0,0.0,5021.6,39.0,0.0
63.0,0.0,1.0,0.0,1.5,0.0,5030.7,24.0,5.5
62.0,1.0,3.0,0.0,1.0,2.0,5036.8,19.0,5.0
39.0,1.0,1.0,0.0,2.0,1.0,5040.62,12.0,1.0
29.0,0.0,1.0,1.0,0.0,2.0,4163.64,31.0,0.0
77.0,1.0,1.0,2.0,3.0,1.0,4153.47,62.0,4.0
77.0,1.0,2.0,0.0,2.0,2.0,5057.08,52.0,6.0
70.0,0.0,3.0,0.0,2.0,0.0,5074.18,37.0,5.0
69.0,0.0,0.0,0.0,3.0,1.0,4132.73,31.0,2.0
55.0,0.0,2.0,1.0,1.0,2.0,5084.97,46.0,4.0
73.0,0.0,1.0,1.0,1.0,2.0,4122.29,54.0,3.0
51.0,0.0,3.0,0.0,3.0,0.0,5097.41,6.0,6.0
74.0,1.0,1.0,1.0,1.0,1.0,5099.53,10.0,5.0
39.0,0.0,0.0,2.0,1.0,0.0,4086.16,31.0,4.0
69.0,1.0,3.0,0.0,2.0,2.0,5122.28,5.0,2.0
48.0,0.0,0.0,2.0,2.0,1.0,5132.08,21.0,4.0
30.0,0.0,1.0,1.0,0.0,1.0,5153.22,24.0,5.0
33.0,0.0,1.0,0.0,0.0,1.0,4037.94,25.0,0.0
47.0,0.0,3.0,2.0,0.0,0.0,5177.09,19.0,6.0
64.0,1.0,2.0,2.0,1.0,2.0,5181.2,17.0,1.0
52.0,1.0,0.0,2.0,2.0,2.0,5185.91,45.0,3.0
20.0,1.0,2.0,1.0,2.0,1.0,5187.03,22.0,7.0
70.0,0.0,3.0,1.0,1.0,0.0,5191.24,21.0,7.0
55.0,1.0,1.0,2.0,2.0,1.0,3994.16,26.0,0.0
67.0,1.0,2.0,0.5,2.0,1.0,5223.21,3.0,7.0
21.0,0.0,2.0,2.0,2.0,2.0,3984.05,6.0,7.0
51.0,0.0,2.0,1.0,3.0,0.0,5227.42,35.0,4.0
33.0,0.0,3.0,2.0,0.0,0.0,5250.02,38.0,4.0
79.0,0.0,1.0,0.0,2.0,0.0,5253.05,60.0,3.0
63.0,0.5,2.0,1.0,2.0,1.0,5255.15,53.0,4.0
22.0,1.0,0.0,1.0,0.0,0.0,5263.92,6.0,1.0
56.0,1.0,3.0,0.0,3.0,0.0,3939.53,7.0,3.0
58.0,0.0,0.0,2.0,1.0,1.0,5284.84,21.0,2.0
69.0,1.0,3.0,1.5,2.0,0.0,5291.55,51.0,1.0
78.0,1.0,0.0,1.0,0.0,1.0,5293.33,29.0,5.0
21.0,1.0,1.0,2.0,2.0,2.0,5300.35,10.0,6.0
25.0,0.0,1.0,2.0,1.0,1.0,3906.6,26.0,0.0
23.0,1.0,1.0,2.0,1.0,2.0,5304.44,37.0,7.0
74.0,1.0,0.0,0.0,2.0,0.0,3900.26,3.0,6.0
57.0,1.0,2.0,0.0,2.0,2.0,3895.35,17.0,2.0
21.0,0.0,3.0,0.0,2.0,2.0,5327.02,5.0,6.0
38.0,0.0,1.0,0.0,2.0,2.0,3879.34,28.0,1.0
67.0,0.0,0.0,1.0,1.0,0.0,3873.4,40.0,4.0
62.0,1.0,1.0,1.0,2.0,0.0,5344.35,49.5,7.0
28.0,1.0,0.0,0.5,2.0,0.0,3863.61,8.0,6.0
73.0,0.0,2.0,2.0,2.0,2.0,5358.24,61.0,6.0
34.0,1.0,3.0,0.0,1.0,1.0,3844.77,38.0,3.0
49.0,0.0,2.0,2.0,0.0,0.0,5403.79,12.0,6.0
49.0,1.0,3.0,2.0,2.0,2.0,3787.94,45.0,1.0
76.0,1.0,1.0,2.0,2.0,2.0,5436.5,4.0,6.0
33.0,0.0,0.0,1.0,2.0,2.0,3762.89,6.0,1.5
40.0,1.0,3.0,1.0,3.0,2.0,3760.96,9.0,0.0
39.0,1.0,3.0,1.0,0.0,2.0,3756.95,24.0,0.0
43.0,1.0,0.0,0.0,0.0,0.0,5453.49,12.0,5.0
49.0,1.0,2.0,1.0,2.0,1.0,3746.05,43.0,2.0
47.0,0.0,2.0,1.0,3.0,0.0,5482.21,44.0,3.0
37.0,1.0,3.0,0.0,1.5,1.0,3725.36,10.0,2.0
45.0,1.0,3.0,1.0,0.0,2.0,3720.57,25.0,3.0
23.0,0.0,2.0,2.0,2.0,0.0,5510.51,28.0,3.0
65.5,0.0,1.5,1.0,1.0,0.0,5520.3150000000005,57.0,1.0
58.0,0.0,0.0,2.0,2.0,2.0,5528.39,53.0,5.0
76.0,0.0,0.0,0.0,2.0,2.0,5528.67,17.0,4.0
41.0,0.0,2.0,1.0,1.0,1.0,3659.71,17.0,2.0
27.0,1.0,2.0,0.0,3.0,2.0,3633.19,16.0,6.0
39.0,1.0,1.0,2.0,0.0,1.0,5578.44,8.0,6.0
80.0,0.0,3.0,2.0,0.0,1.0,5597.74,14.0,4.0
41.0,0.0,2.0,0.0,2.0,0.0,5625.05,17.0,6.0
31.0,0.0,2.0,0.0,1.0,1.0,3578.34,31.0,4.0
76.0,0.0,1.0,2.0,0.0,2.0,3575.53,18.0,0.0
38.0,1.0,0.0,2.0,2.0,1.0,3571.37,4.0,6.0
64.0,0.0,0.0,0.0,1.0,2.0,5640.16,23.0,6.0
76.0,1.0,2.0,1.0,2.0,0.0,3563.52,49.0,4.0
37.0,1.0,1.0,1.0,1.0,0.0,5647.7,8.0,4.0
32.0,1.0,3.0,1.0,2.0,1.0,5653.01,39.0,5.0
54.5,0.0,0.0,0.0,1.0,1.0,3546.88,9.5,1.5
67.0,1.0,0.0,2.0,0.0,1.0,3541.21,31.0,2.0
54.0,1.0,0.0,2.0,0.0,2.0,5672.44,48.0,7.0
47.0,1.0,2.0,1.0,3.0,2.0,5675.33,31.0,4.0
26.0,0.0,2.0,2.0,2.0,0.0,3533.07,14.0,3.0
49.0,0.0,2.0,1.0,3.0,1.0,5677.29,41.0,5.0
51.0,0.5,2.0,1.0,1.5,2.0,3529.91,37.0,3.0
75.0,1.0,1.0,0.0,0.0,2.0,3524.36,28.0,7.0
18.0,1.0,1.0,1.0,2.0,1.0,3505.4,15.0,3.0
44.0,0.0,2.0,2.0,1.0,0.0,5707.16,23.0,2.0
55.0,1.0,0.0,0.0,2.0,1.0,5708.26,30.0,0.0
54.0,0.0,1.0,2.0,0.0,2.0,5709.28,43.0,1.0
