X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23
154630,0,1,1,63,2,4,5,1,0,7,-24139,484314,604158,698619,225837,-21774,19217,76157,115940,94222,76513,69261
282390,0,5,1,44,7,1,0,6,0,2,947707,48913,116327,501987,102016,464047,90910,40520,4459,68460,4281,133982
537910,0,5,1,35,2,0,0,0,2,2,424405,556881,604158,436443,349658,-21774,162603,165251,4459,29816,18728,85441
410150,0,5,1,73,4,0,0,5,1,0,50618,702014,395087,43179,659212,38953,105249,165251,20385,68460,33174,133982
665669,0,5,1,54,4,6,1,2,6,2,274890,339180,116327,43179,287748,-143229,33555,200888,131866,119984,119852,36900
154630,0,5,1,54,2,5,5,3,1,6,648677,48913,395087,436443,411569,-143229,90910,165251,84088,42697,76513,133982
665669,0,1,1,35,0,6,2,3,1,3,274890,194047,255707,43179,411569,403320,119587,4882,100014,16935,4281,263424
282390,0,1,1,35,6,0,1,0,1,7,499162,266613,255707,567531,659212,-143229,4878,76157,195569,107103,18728,85441
793429,0,4,1,44,0,2,1,5,0,0,648677,556881,395087,239811,411569,585503,105249,200888,4459,94222,33174,36900
154630,0,1,1,35,4,4,0,7,6,0,573920,847148,46637,633075,225837,-82502,119587,76157,4459,132865,4281,101621
154630,0,4,2,44,0,5,0,2,1,5,50618,266613,186017,43179,287748,706959,19217,93976,147792,158627,148744,69261
154630,0,1,1,35,7,2,6,3,0,6,125375,48913,325397,43179,225837,221136,76571,93976,179643,107103,119852,198703
282390,0,1,2,54,6,2,6,7,3,5,424405,194047,395087,43179,102016,160409,4878,22701,243347,132865,134298,36900
154630,0,1,1,54,2,5,1,3,7,3,50618,556881,325397,305355,473480,221136,76571,76157,84088,197270,148744,4540
921189,0,5,1,63,6,2,1,0,3,3,50618,411747,604158,698619,225837,342592,148265,111794,20385,55578,148744,85441
921189,0,2,2,73,4,1,1,5,1,7,424405,411747,255707,567531,225837,-143229,105249,40520,163718,107103,134298,133982
154630,0,1,2,63,4,5,1,5,2,7,125375,48913,116327,305355,349658,-203957,205620,111794,84088,132865,90959,150162
154630,0,3,1,54,4,0,4,1,1,2,573920,847148,186017,501987,473480,-143229,76571,4882,52237,68460,235422,36900
154630,0,4,1,63,7,1,5,7,0,5,-24139,48913,395087,567531,721122,281864,119587,4882,20385,145746,148744,4540
537910,0,4,1,35,1,6,5,0,0,5,573920,121480,534468,174267,287748,-264685,19217,183069,84088,171508,163191,20720
154630,0,1,1,63,5,5,0,2,7,3,50618,629448,743538,43179,102016,38953,76571,76157,227421,68460,105405,150162
793429,0,5,2,35,6,4,0,6,1,0,499162,919715,673848,43179,349658,342592,4878,76157,52237,158627,18728,133982
154630,0,2,2,54,0,1,0,3,0,2,125375,194047,673848,633075,225837,281864,148265,40520,52237,42697,33174,295784
921189,0,4,2,73,7,1,4,0,5,7,125375,339180,116327,43179,40105,160409,176942,76157,163718,4054,76513,231063
154630,0,3,1,73,2,4,0,0,0,0,-24139,121480,325397,43179,721122,342592,90910,218707,36311,94222,163191,182523
921189,0,1,2,35,6,2,2,5,0,2,50618,702014,116327,436443,597301,585503,76571,22701,211495,107103,33174,101621
410150,0,2,1,35,6,6,2,0,5,0,424405,194047,604158,239811,40105,889142,119587,183069,52237,132865,90959,36900
410150,0,1,1,35,2,1,2,2,5,2,50618,411747,116327,633075,535390,160409,90910,218707,131866,171508,119852,53080
410150,0,4,1,54,0,4,2,7,5,5,200132,48913,186017,174267,102016,-21774,4878,111794,195569,158627,235422,53080
154630,0,1,1,63,1,4,5,6,0,0,-24139,629448,395087,567531,349658,281864,162603,218707,115940,145746,33174,53080
410150,0,2,1,44,7,0,0,1,1,0,723434,556881,743538,108723,163926,-82502,205620,40520,115940,145746,105405,53080
410150,0,4,1,35,1,2,1,3,5,5,-24139,702014,604158,43179,597301,524775,4878,111794,36311,145746,177637,117802
282390,0,1,2,44,5,4,0,6,1,1,872949,266613,46637,108723,163926,-203957,19217,289982,179643,42697,134298,101621
665669,0,1,2,44,4,2,0,5,0,5,798192,48913,186017,370899,102016,-143229,148265,40520,211495,158627,119852,101621
154630,0,4,1,54,5,0,0,0,6,7,872949,556881,116327,305355,40105,38953,219958,4882,36311,171508,105405,4540
793429,0,1,2,35,2,4,5,3,5,0,499162,919715,534468,108723,102016,38953,105249,40520,227421,55578,76513,182523
921189,0,2,1,54,5,0,5,5,2,6,-24139,339180,186017,436443,287748,767686,119587,4882,52237,29816,177637,214883
282390,0,2,2,63,0,4,2,1,0,7,424405,556881,464777,108723,906854,160409,148265,129613,179643,4054,76513,117802
921189,0,1,1,54,7,2,0,2,1,3,274890,48913,464777,698619,721122,-203957,119587,93976,243347,42697,90959,20720
154630,0,4,2,63,2,2,4,0,6,5,50618,411747,116327,764163,844943,-82502,248636,4882,100014,16935,33174,53080
537910,0,1,2,73,0,5,0,0,7,3,50618,629448,186017,370899,163926,889142,62233,129613,163718,171508,76513,36900
410150,0,1,1,35,2,4,0,5,5,5,125375,919715,464777,174267,102016,-143229,105249,76157,163718,94222,235422,69261
793429,0,2,2,35,4,0,2,7,6,0,872949,847148,325397,370899,783033,524775,47894,40520,179643,29816,33174,53080
921189,0,1,2,35,4,5,1,0,6,0,499162,48913,534468,436443,473480,403320,33555,147432,4459,145746,235422,53080
793429,0,5,2,35,6,2,4,5,5,0,349647,121480,604158,501987,40105,160409,33555,200888,195569,158627,90959,117802
921189,0,4,2,54,4,2,0,3,0,7,872949,194047,604158,43179,721122,99681,90910,40520,52237,119984,163191,150162
154630,0,2,2,35,7,6,4,1,0,7,274890,629448,464777,239811,411569,221136,119587,58338,195569,4054,148744,214883
537910,0,1,2,63,4,6,6,0,0,7,424405,919715,116327,43179,597301,-82502,133926,165251,131866,158627,18728,85441
537910,0,3,2,35,7,0,0,6,1,3,50618,339180,464777,43179,844943,-264685,148265,254344,20385,145746,62067,4540
537910,0,2,2,54,5,4,1,0,5,3,-24139,411747,255707,174267,906854,38953,148265,218707,227421,4054,76513,20720
154630,0,4,1,35,7,6,1,7,5,0,-98896,556881,534468,370899,40105,221136,33555,254344,163718,55578,192083,85441
665669,0,4,2,63,4,6,0,6,0,6,424405,556881,395087,436443,473480,889142,191281,58338,52237,119984,33174,53080
537910,0,4,1,44,4,2,1,-1,1,0,499162,847148,186017,305355,659212,-21774,205620,93976,4459,184389,4281,117802
410150,0,1,2,35,0,2,0,3,6,5,125375,48913,46637,829707,40105,524775,248636,129613,179643,81341,18728,69261
154630,0,1,2,35,7,0,0,0,1,5,349647,702014,325397,567531,783033,-203957,176942,76157,68163,171508,105405,4540
921189,0,1,2,63,2,4,6,0,0,5,723434,121480,186017,305355,102016,221136,90910,165251,243347,119984,90959,182523
537910,0,2,1,54,0,0,5,3,0,0,-24139,556881,743538,370899,411569,221136,90910,58338,20385,42697,134298,328145
154630,0,4,1,35,2,4,-1,3,2,0,125375,339180,46637,370899,597301,585503,62233,4882,307050,145746,33174,117802
537910,0,5,2,44,7,0,0,3,0,7,349647,339180,813228,174267,102016,403320,148265,307800,4459,16935,4281,166342
921189,0,5,1,35,1,6,1,6,5,3,-24139,266613,325397,436443,721122,-21774,62233,58338,100014,184389,177637,150162
921189,0,4,2,44,0,5,4,7,6,1,872949,48913,813228,370899,597301,464047,105249,147432,115940,29816,134298,85441
665669,0,4,1,44,1,1,2,1,6,6,947707,847148,325397,764163,844943,160409,105249,58338,52237,4054,119852,53080
537910,0,1,1,35,2,0,0,2,2,0,499162,48913,186017,436443,906854,38953,191281,40520,100014,158627,134298,150162
154630,0,1,1,63,0,6,5,0,0,1,424405,48913,116327,174267,225837,-203957,248636,183069,131866,119984,76513,198703
154630,0,2,1,35,0,0,6,1,3,6,50618,702014,604158,108723,225837,221136,176942,40520,275198,68460,163191,36900
537910,0,5,1,73,1,0,1,2,2,6,125375,629448,255707,501987,102016,524775,162603,22701,131866,55578,264315,69261
410150,0,4,1,73,5,5,4,2,5,3,274890,48913,395087,567531,659212,99681,105249,76157,115940,248795,90959,4540
537910,0,1,2,35,5,6,1,5,1,0,723434,121480,116327,764163,40105,-203957,19217,4882,20385,300319,33174,4540
537910,0,3,2,35,7,6,5,7,5,3,349647,194047,325397,436443,287748,889142,176942,165251,36311,145746,47620,85441
665669,0,1,1,44,7,0,1,0,3,7,499162,411747,46637,567531,287748,38953,47894,183069,84088,42697,33174,344325
921189,0,4,1,44,1,4,2,0,5,7,723434,629448,464777,370899,349658,949870,105249,93976,100014,107103,47620,150162
154630,0,2,1,63,5,6,2,6,5,0,499162,774581,673848,239811,659212,403320,191281,76157,100014,68460,119852,133982
793429,0,1,2,35,5,2,1,0,1,0,499162,48913,46637,239811,411569,160409,248636,165251,100014,171508,90959,150162
282390,0,1,2,54,6,5,4,0,0,0,50618,121480,46637,436443,659212,524775,4878,76157,163718,29816,307654,53080
793429,0,4,2,35,5,0,6,2,6,7,648677,121480,186017,174267,659212,99681,133926,111794,4459,119984,177637,214883
282390,0,4,2,73,4,4,0,7,7,1,349647,774581,116327,370899,597301,281864,105249,22701,36311,119984,206529,198703
921189,0,5,1,44,0,2,0,0,0,0,499162,194047,534468,370899,349658,464047,133926,236525,243347,81341,4281,150162
410150,0,4,1,63,6,2,2,1,1,5,723434,411747,46637,239811,163926,403320,148265,58338,195569,55578,264315,85441
537910,0,1,1,54,0,6,1,2,0,2,274890,556881,46637,43179,721122,160409,4878,236525,131866,158627,192083,150162
154630,0,3,1,73,1,5,0,3,1,7,947707,484314,534468,305355,102016,-264685,105249,325619,52237,29816,148744,69261
154630,0,5,2,73,4,2,6,6,3,7,648677,194047,395087,174267,163926,646231,33555,93976,84088,29816,307654,4540
410150,0,1,1,73,0,5,1,1,7,5,723434,194047,46637,633075,411569,-82502,262974,254344,52237,42697,76513,4540
282390,0,1,1,54,2,0,0,6,0,1,125375,121480,604158,43179,535390,767686,234297,40520,131866,29816,220976,20720
793429,0,2,2,35,6,0,0,5,1,3,573920,556881,325397,567531,906854,-82502,62233,22701,84088,4054,90959,295784
793429,0,1,2,63,5,4,0,0,5,3,349647,484314,395087,305355,411569,585503,62233,4882,115940,210152,148744,198703
282390,0,1,1,73,0,1,2,0,5,6,424405,484314,186017,239811,40105,281864,33555,93976,307050,197270,148744,4540
665669,0,1,2,63,0,5,2,0,3,0,50618,847148,325397,108723,721122,38953,176942,165251,84088,4054,249868,69261
665669,0,3,2,54,0,4,4,2,3,0,723434,339180,255707,305355,659212,-21774,19217,58338,259272,235914,4281,20720
154630,0,1,1,63,4,1,1,6,5,2,349647,411747,534468,174267,349658,342592,191281,129613,291124,107103,119852,20720
665669,0,1,2,35,2,4,0,3,1,0,274890,48913,534468,370899,349658,464047,148265,307800,100014,119984,192083,36900
154630,0,1,2,63,2,0,5,2,1,7,723434,266613,395087,43179,225837,889142,133926,165251,20385,94222,206529,150162
665669,0,4,2,44,4,2,6,1,6,3,947707,556881,46637,764163,597301,-264685,47894,76157,68163,107103,4281,263424
154630,0,4,2,73,0,5,5,5,2,1,947707,48913,255707,43179,349658,38953,47894,22701,131866,119984,192083,279604
921189,0,1,2,63,0,1,1,6,7,6,872949,411747,813228,239811,40105,-264685,119587,58338,4459,119984,235422,101621
410150,0,3,2,35,2,4,0,1,7,0,499162,48913,186017,43179,287748,342592,19217,147432,84088,184389,307654,69261
793429,0,4,1,63,7,4,2,7,3,3,798192,629448,604158,436443,597301,-264685,248636,111794,100014,16935,4281,53080
537910,0,4,2,54,7,1,4,0,2,7,872949,411747,325397,108723,473480,706959,105249,236525,147792,16935,163191,69261
154630,0,4,2,54,5,5,1,5,7,2,424405,847148,604158,174267,287748,524775,248636,254344,20385,29816,33174,20720
410150,0,4,1,44,5,2,4,1,0,6,723434,919715,743538,43179,721122,889142,47894,76157,115940,42697,148744,36900
282390,0,1,2,35,0,2,1,1,6,2,872949,121480,325397,305355,844943,342592,33555,147432,291124,94222,119852,4540
793429,0,2,1,54,5,1,0,0,6,0,424405,339180,186017,436443,473480,706959,248636,129613,227421,16935,76513,69261
154630,0,1,2,35,0,2,6,3,1,5,274890,411747,464777,829707,349658,99681,262974,4882,147792,68460,33174,214883
282390,0,5,1,35,6,0,0,6,2,5,573920,194047,46637,829707,783033,-264685,33555,22701,52237,4054,235422,214883
410150,0,3,2,44,5,1,2,5,6,0,349647,48913,255707,305355,225837,585503,47894,325619,84088,16935,192083,214883
921189,0,1,1,35,4,6,0,6,0,0,424405,266613,743538,501987,163926,-143229,162603,40520,307050,119984,47620,101621
154630,0,4,1,63,2,4,0,1,0,0,648677,121480,673848,764163,287748,342592,33555,93976,354827,4054,90959,53080
154630,0,2,2,35,4,4,1,0,3,0,50618,919715,46637,567531,287748,889142,219958,129613,4459,55578,148744,133982
793429,0,2,1,63,7,0,0,1,5,3,947707,411747,464777,239811,102016,342592,205620,58338,211495,184389,4281,4540
793429,0,1,1,54,7,0,1,1,7,0,274890,847148,325397,174267,349658,160409,47894,129613,211495,158627,235422,4540
154630,0,1,1,54,0,4,4,5,0,0,-24139,266613,116327,764163,844943,-264685,133926,76157,338902,16935,33174,53080
154630,0,3,2,35,6,0,0,6,2,0,573920,121480,604158,501987,163926,-143229,162603,289982,84088,94222,206529,101621
410150,0,1,1,73,4,0,0,1,6,7,723434,194047,46637,43179,906854,-264685,176942,165251,131866,16935,47620,247244
282390,0,1,2,54,0,6,4,7,0,3,499162,702014,325397,764163,844943,-21774,47894,58338,259272,145746,62067,20720
282390,0,1,2,44,5,5,1,1,2,5,723434,339180,186017,370899,102016,99681,47894,111794,68163,184389,90959,344325
154630,0,1,1,54,4,2,1,1,5,6,872949,919715,255707,239811,40105,38953,162603,183069,259272,119984,47620,69261
26870,0,3,2,73,1,2,5,0,7,6,424405,484314,464777,501987,597301,828414,76571,218707,115940,145746,18728,150162
665669,0,4,1,35,5,0,1,0,3,0,50618,411747,604158,43179,659212,99681,248636,4882,211495,158627,90959,117802
410150,0,3,2,63,0,0,5,1,1,3,798192,629448,116327,633075,783033,-21774,191281,236525,20385,4054,76513,182523
537910,0,3,1,44,5,2,5,2,6,5,50618,266613,325397,436443,473480,585503,277313,111794,131866,81341,105405,166342
154630,0,1,1,35,7,1,0,0,1,0,947707,702014,46637,829707,906854,-21774,4878,111794,36311,197270,105405,69261
154630,0,5,2,73,5,0,1,2,0,2,723434,629448,673848,43179,102016,38953,219958,40520,243347,107103,90959,150162
665669,0,2,1,35,2,0,1,7,0,3,499162,48913,813228,436443,844943,585503,19217,4882,36311,261676,4281,85441
410150,0,5,1,44,6,4,2,1,0,2,50618,121480,604158,108723,659212,221136,176942,93976,322976,4054,76513,166342
154630,0,1,1,54,5,6,6,1,2,3,50618,48913,186017,305355,659212,221136,33555,129613,195569,223033,105405,231063
665669,0,1,2,63,7,2,4,5,0,6,274890,48913,325397,174267,40105,-143229,162603,361256,52237,29816,220976,85441
154630,0,1,1,73,7,5,0,1,6,3,424405,194047,604158,43179,287748,828414,4878,361256,20385,4054,148744,133982
154630,0,1,2,63,6,1,5,0,6,6,573920,121480,46637,305355,287748,403320,119587,254344,243347,132865,90959,166342
793429,0,1,1,35,5,2,6,0,1,7,872949,48913,464777,633075,535390,281864,133926,76157,52237,184389,4281,247244
154630,0,1,1,35,0,1,0,0,0,0,947707,194047,673848,370899,473480,464047,277313,40520,100014,184389,4281,4540
154630,0,3,1,35,6,6,5,0,1,3,349647,266613,116327,567531,287748,99681,105249,58338,163718,94222,278761,231063
537910,0,1,1,35,0,0,0,3,7,3,798192,774581,46637,305355,906854,38953,62233,129613,211495,81341,119852,198703
665669,0,3,1,63,0,4,4,2,0,6,349647,121480,325397,239811,163926,767686,234297,22701,195569,119984,119852,198703
154630,0,2,1,44,7,1,0,0,3,5,349647,411747,395087,698619,287748,-203957,176942,254344,52237,158627,90959,214883
537910,0,1,2,44,0,4,4,0,2,6,947707,121480,46637,43179,40105,524775,33555,272163,291124,94222,76513,133982
537910,0,1,1,44,0,2,5,0,0,3,947707,702014,255707,501987,225837,767686,148265,4882,84088,223033,90959,101621
410150,0,5,1,54,7,0,0,2,5,0,872949,774581,46637,305355,102016,221136,90910,218707,68163,42697,119852,311965
282390,0,1,1,44,5,0,2,3,1,0,798192,48913,464777,305355,163926,38953,162603,272163,100014,223033,134298,85441
154630,0,2,2,44,0,6,4,0,0,0,125375,556881,673848,370899,102016,-143229,4878,58338,195569,158627,293207,133982
537910,0,1,1,73,7,4,2,3,6,1,872949,919715,604158,829707,225837,889142,4878,218707,20385,42697,76513,20720
921189,0,2,2,35,7,4,1,2,0,2,947707,266613,325397,764163,906854,767686,19217,165251,115940,42697,134298,69261
282390,0,1,2,63,6,5,5,2,3,1,349647,121480,186017,305355,783033,524775,105249,111794,4459,29816,249868,263424
793429,0,1,1,35,0,5,2,7,0,0,573920,411747,116327,567531,163926,281864,320329,218707,100014,4054,105405,69261
154630,0,1,1,63,0,2,4,0,2,0,50618,847148,46637,108723,102016,-143229,76571,76157,179643,313200,47620,133982
154630,0,3,1,35,7,4,5,0,6,5,-24139,702014,46637,239811,783033,-264685,47894,4882,275198,81341,192083,166342
410150,0,1,1,63,4,1,5,3,2,1,125375,48913,46637,174267,535390,828414,205620,93976,275198,29816,148744,133982
154630,0,1,2,54,0,0,5,6,3,7,274890,121480,743538,108723,473480,706959,4878,40520,52237,210152,235422,133982
921189,0,1,1,73,0,2,0,6,6,2,424405,556881,325397,501987,40105,585503,133926,111794,84088,119984,293207,69261
410150,0,2,2,63,2,1,2,2,7,1,872949,266613,46637,305355,597301,221136,148265,76157,291124,42697,192083,117802
537910,0,1,2,54,0,2,4,1,5,0,798192,629448,46637,239811,783033,342592,176942,40520,322976,68460,18728,36900
154630,0,1,2,35,6,4,4,5,0,2,-24139,411747,325397,698619,844943,-82502,76571,307800,100014,81341,206529,53080
154630,0,5,2,44,4,0,1,0,2,2,50618,339180,813228,370899,349658,585503,19217,58338,386679,55578,4281,117802
793429,0,5,1,63,5,5,2,0,2,0,648677,702014,743538,305355,411569,403320,19217,4882,115940,4054,105405,344325
537910,0,1,1,35,2,2,0,3,3,3,125375,556881,813228,764163,721122,828414,176942,76157,20385,145746,119852,4540
154630,0,3,1,44,7,2,1,1,0,0,125375,556881,116327,305355,535390,38953,133926,111794,115940,94222,33174,392866
154630,0,3,2,73,0,6,5,0,0,0,723434,484314,116327,108723,844943,889142,76571,147432,195569,145746,105405,85441
154630,0,1,1,44,1,5,4,5,0,0,200132,556881,395087,239811,349658,828414,162603,325619,68163,68460,76513,198703
154630,0,4,2,35,7,6,4,2,0,7,50618,266613,46637,108723,844943,-82502,205620,218707,84088,16935,206529,166342
