X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23
154630,0,1,2,35,0,6,0,0,0,5,200132,556881,255707,43179,40105,585503,62233,58338,4459,42697,134298,20720
154630,0,1,2,73,2,0,2,5,6,0,424405,121480,116327,174267,721122,403320,62233,200888,36311,68460,18728,69261
921189,0,3,2,63,0,5,6,2,1,3,50618,411747,673848,436443,102016,-143229,90910,165251,20385,94222,47620,53080
154630,0,4,1,63,7,0,2,3,5,1,872949,48913,534468,174267,349658,-203957,119587,22701,100014,68460,18728,36900
793429,0,1,1,54,4,0,1,7,0,0,349647,121480,116327,501987,473480,38953,47894,4882,36311,145746,119852,150162
282390,0,1,1,63,0,5,6,1,0,3,499162,339180,325397,370899,102016,281864,33555,200888,4459,145746,105405,53080
410150,0,1,1,35,4,2,2,6,6,6,798192,339180,186017,174267,844943,-21774,4878,111794,52237,68460,33174,69261
410150,0,4,2,63,4,4,2,3,6,3,349647,48913,186017,370899,473480,342592,76571,58338,227421,42697,105405,53080
665669,0,4,2,54,0,1,1,3,1,3,274890,556881,46637,501987,844943,403320,62233,76157,147792,4054,90959,53080
793429,0,5,1,35,7,4,0,0,0,2,274890,194047,46637,43179,40105,646231,191281,22701,4459,68460,33174,198703
410150,0,2,1,54,5,2,0,2,7,6,723434,484314,255707,305355,844943,-143229,47894,183069,100014,55578,33174,20720
537910,0,1,1,44,6,1,2,2,0,0,349647,919715,813228,108723,287748,221136,76571,129613,100014,29816,134298,101621
410150,0,3,1,35,4,5,6,0,3,5,274890,556881,464777,698619,349658,949870,19217,129613,4459,29816,18728,69261
793429,0,1,2,35,0,6,0,5,5,3,200132,556881,116327,567531,473480,-264685,47894,289982,4459,94222,47620,36900
921189,0,1,2,44,2,2,6,5,6,0,50618,266613,604158,829707,40105,646231,162603,93976,20385,16935,18728,101621
665669,0,1,1,44,0,0,0,3,6,6,723434,556881,116327,764163,844943,342592,62233,129613,4459,16935,47620,69261
410150,0,1,1,73,0,5,4,0,6,0,424405,411747,46637,370899,411569,38953,76571,200888,259272,16935,90959,53080
921189,0,1,1,44,1,4,0,5,2,6,349647,266613,395087,501987,163926,-21774,90910,111794,227421,42697,148744,133982
154630,0,1,1,73,7,4,0,5,0,7,872949,629448,46637,43179,349658,-82502,33555,147432,36311,55578,4281,247244
537910,0,1,1,63,1,1,4,3,0,5,200132,48913,464777,43179,163926,38953,33555,111794,243347,184389,90959,117802
154630,0,1,1,54,7,0,5,2,5,1,349647,339180,395087,370899,411569,828414,62233,218707,68163,4054,62067,150162
665669,0,1,1,63,0,0,0,3,2,1,274890,556881,813228,370899,163926,38953,90910,22701,275198,4054,62067,133982
410150,0,3,1,54,7,1,5,0,0,7,125375,847148,46637,43179,287748,99681,162603,4882,84088,16935,177637,182523
921189,0,3,1,35,5,1,2,1,2,1,499162,121480,186017,698619,535390,281864,105249,4882,211495,68460,163191,36900
793429,0,3,1,73,6,2,0,7,2,7,499162,702014,116327,370899,225837,38953,191281,76157,115940,81341,4281,166342
665669,0,4,1,54,0,5,5,7,1,0,-24139,556881,464777,43179,906854,-203957,33555,40520,100014,197270,4281,36900
282390,0,4,1,35,6,2,6,0,0,1,50618,339180,46637,305355,597301,585503,191281,58338,100014,158627,4281,101621
921189,0,4,2,44,2,0,1,0,2,6,200132,411747,255707,43179,287748,160409,277313,129613,147792,42697,76513,53080
154630,0,5,1,54,7,1,1,5,2,5,200132,48913,255707,108723,102016,403320,76571,236525,227421,132865,62067,36900
921189,0,3,2,73,0,1,0,0,7,0,200132,121480,743538,764163,40105,-21774,148265,58338,147792,94222,163191,36900
154630,0,1,1,54,6,6,0,2,2,0,125375,702014,464777,501987,535390,342592,76571,289982,52237,16935,47620,133982
410150,0,2,1,54,6,5,2,2,2,6,573920,339180,325397,436443,102016,38953,33555,218707,4459,197270,47620,166342
282390,0,4,1,35,7,2,4,0,7,2,274890,48913,46637,43179,102016,646231,19217,183069,163718,94222,163191,166342
921189,0,3,1,35,4,0,1,1,0,0,50618,121480,325397,764163,844943,585503,33555,22701,147792,42697,192083,36900
921189,0,2,2,35,1,0,1,2,7,0,274890,919715,534468,239811,473480,-21774,119587,129613,163718,4054,90959,182523
154630,0,1,2,35,5,0,2,1,5,2,872949,339180,116327,108723,349658,-82502,191281,76157,275198,55578,33174,4540
921189,0,1,1,63,0,0,4,0,1,3,648677,484314,743538,43179,535390,99681,4878,22701,4459,29816,206529,231063
154630,0,5,1,54,0,5,0,5,6,6,648677,556881,255707,436443,40105,281864,33555,40520,259272,119984,119852,53080
282390,0,1,1,73,4,0,0,0,7,7,349647,411747,186017,43179,40105,38953,162603,147432,179643,42697,90959,247244
537910,0,4,2,63,0,0,0,5,2,5,424405,48913,743538,698619,659212,585503,47894,147432,36311,145746,4281,117802
793429,0,3,1,73,5,5,5,1,5,7,648677,919715,673848,305355,473480,281864,62233,58338,100014,4054,47620,198703
793429,0,1,1,35,1,0,5,6,5,1,648677,48913,186017,829707,659212,99681,76571,40520,147792,158627,4281,150162
665669,0,1,2,63,0,0,1,5,1,7,424405,847148,46637,174267,721122,221136,19217,22701,307050,42697,18728,4540
410150,0,5,2,73,4,5,6,3,3,1,798192,847148,325397,43179,40105,646231,19217,218707,52237,107103,105405,36900
793429,0,1,2,63,1,0,2,5,6,6,274890,484314,46637,43179,659212,221136,133926,4882,100014,94222,76513,279604
537910,0,1,2,63,1,0,5,0,2,3,723434,847148,186017,43179,102016,342592,262974,4882,131866,29816,62067,117802
665669,0,1,2,35,7,0,0,0,0,3,798192,774581,325397,633075,40105,221136,19217,147432,36311,171508,148744,85441
282390,0,5,2,35,1,5,0,0,0,1,947707,48913,46637,108723,225837,646231,90910,129613,20385,107103,62067,263424
537910,0,4,1,54,5,6,2,1,0,1,274890,702014,325397,567531,102016,281864,47894,218707,84088,132865,4281,231063
282390,0,1,1,35,6,0,4,7,6,3,499162,484314,46637,501987,535390,585503,33555,129613,211495,68460,4281,182523
410150,0,4,1,54,5,5,6,3,3,2,648677,556881,46637,436443,102016,99681,33555,111794,52237,132865,249868,117802
410150,0,1,2,54,4,0,5,2,0,2,648677,48913,255707,108723,287748,767686,4878,379075,84088,4054,18728,69261
537910,0,3,1,35,4,6,5,2,2,2,424405,121480,395087,436443,102016,160409,176942,325619,84088,94222,4281,117802
793429,0,1,2,73,7,6,5,6,0,3,125375,484314,743538,305355,349658,706959,133926,22701,131866,171508,18728,53080
154630,0,4,1,63,0,4,2,0,1,1,50618,629448,46637,633075,411569,221136,19217,396894,4459,29816,62067,101621
793429,0,1,2,44,2,2,2,6,0,0,573920,121480,604158,239811,102016,403320,191281,93976,115940,119984,119852,214883
410150,0,4,1,54,1,5,0,0,1,1,50618,556881,255707,239811,473480,-21774,90910,111794,354827,42697,90959,69261
154630,0,4,2,44,5,6,0,2,6,0,424405,411747,534468,108723,906854,221136,90910,129613,52237,171508,90959,150162
282390,0,1,1,35,6,2,0,0,2,5,200132,484314,464777,43179,659212,403320,47894,200888,115940,235914,47620,20720
665669,0,4,2,35,5,5,4,0,3,7,274890,774581,743538,764163,40105,221136,76571,147432,179643,132865,62067,4540
537910,0,4,1,35,7,6,6,1,0,2,573920,48913,604158,43179,597301,221136,19217,379075,4459,55578,47620,4540
921189,0,3,1,35,2,1,0,2,2,0,274890,48913,186017,174267,473480,949870,62233,129613,52237,171508,148744,166342
410150,0,1,1,44,5,6,1,6,3,2,648677,48913,464777,633075,287748,281864,19217,22701,179643,158627,33174,247244
921189,0,4,1,63,1,0,1,3,3,3,125375,774581,395087,43179,287748,38953,47894,111794,4459,55578,206529,295784
921189,0,1,2,35,2,4,6,7,3,0,125375,339180,325397,370899,102016,-143229,4878,325619,36311,184389,4281,166342
921189,0,1,1,54,6,2,2,0,2,0,798192,339180,604158,43179,597301,403320,191281,147432,68163,94222,134298,133982
921189,0,4,2,35,0,2,5,3,0,7,573920,411747,46637,567531,721122,889142,76571,58338,20385,4054,206529,53080
154630,0,3,1,44,7,5,4,2,0,1,50618,629448,534468,633075,40105,828414,62233,58338,36311,158627,4281,231063
410150,0,2,1,54,6,0,1,1,0,6,274890,702014,325397,174267,349658,646231,162603,76157,68163,68460,62067,295784
410150,0,3,1,44,4,4,1,2,3,3,50618,556881,395087,436443,906854,-143229,4878,218707,227421,55578,76513,133982
282390,0,4,2,63,0,6,1,1,5,0,798192,484314,395087,174267,287748,767686,47894,200888,163718,94222,18728,198703
410150,0,5,1,63,4,4,0,7,0,3,573920,774581,46637,239811,783033,403320,105249,129613,84088,55578,220976,53080
665669,0,1,1,35,1,2,5,0,5,7,648677,266613,186017,567531,906854,221136,90910,218707,179643,4054,90959,117802
665669,0,1,2,73,4,4,5,1,0,6,573920,629448,534468,108723,411569,-82502,90910,58338,4459,197270,119852,231063
154630,0,1,1,35,1,1,2,0,3,1,125375,266613,813228,764163,163926,160409,105249,58338,259272,4054,220976,4540
154630,0,4,2,54,4,1,0,3,6,3,947707,339180,464777,436443,411569,585503,148265,254344,4459,81341,119852,4540
154630,0,1,1,54,1,1,4,0,3,5,50618,629448,813228,239811,659212,160409,33555,111794,131866,223033,148744,20720
410150,0,2,1,63,2,4,0,7,6,0,499162,556881,255707,108723,102016,221136,119587,165251,100014,274557,76513,4540
154630,0,1,1,35,0,6,2,3,5,5,50618,919715,186017,43179,473480,99681,119587,76157,259272,119984,148744,117802
665669,0,4,1,54,1,4,1,6,0,5,125375,411747,255707,305355,102016,585503,76571,22701,354827,119984,4281,101621
282390,0,1,1,73,6,6,4,2,6,2,723434,484314,813228,764163,102016,-203957,47894,129613,163718,4054,90959,214883
154630,0,2,1,35,2,4,5,0,5,7,424405,266613,325397,174267,473480,403320,4878,93976,291124,132865,76513,198703
665669,0,1,1,35,4,6,1,0,6,0,723434,48913,325397,633075,597301,646231,62233,93976,36311,171508,134298,182523
665669,0,4,2,44,0,2,5,2,0,3,723434,411747,255707,436443,535390,524775,148265,183069,147792,4054,220976,36900
665669,0,1,2,44,5,5,6,1,2,1,349647,702014,255707,501987,473480,221136,76571,272163,20385,55578,33174,279604
537910,0,4,1,73,5,2,6,2,0,3,349647,48913,534468,305355,473480,99681,47894,200888,163718,119984,249868,85441
154630,0,1,2,35,1,2,1,5,1,1,648677,48913,255707,43179,287748,38953,205620,200888,84088,197270,4281,214883
154630,0,5,2,54,4,0,6,6,0,6,798192,266613,46637,567531,473480,38953,33555,236525,68163,145746,206529,36900
921189,0,1,2,35,7,5,2,3,0,7,50618,847148,673848,633075,287748,342592,4878,22701,227421,184389,18728,53080
154630,0,4,1,73,0,2,5,2,2,7,125375,919715,325397,567531,102016,38953,47894,76157,195569,94222,76513,279604
921189,0,1,2,44,4,0,2,7,2,6,499162,411747,325397,370899,535390,-143229,148265,40520,4459,119984,264315,133982
282390,0,4,2,63,5,1,6,1,1,5,50618,484314,673848,370899,659212,342592,4878,76157,179643,107103,235422,117802
282390,0,4,1,35,4,2,4,6,7,3,947707,48913,325397,174267,225837,524775,248636,40520,52237,107103,177637,36900
665669,0,1,1,54,0,6,1,0,0,7,50618,339180,325397,305355,659212,403320,4878,307800,4459,145746,18728,231063
410150,0,1,1,35,6,4,1,0,0,1,200132,556881,46637,305355,473480,38953,33555,165251,322976,197270,18728,4540
410150,0,3,1,54,6,0,1,2,3,3,723434,702014,395087,239811,102016,-143229,33555,236525,147792,55578,47620,295784
793429,0,1,1,35,0,6,2,0,0,7,499162,411747,464777,370899,102016,949870,4878,272163,163718,81341,134298,20720
665669,0,2,1,73,5,5,0,2,6,0,274890,48913,813228,43179,597301,99681,76571,183069,36311,16935,206529,263424
793429,0,3,2,54,6,4,4,2,0,1,50618,411747,673848,370899,40105,-82502,176942,40520,115940,29816,307654,85441
154630,0,4,2,44,6,6,4,2,0,7,200132,266613,743538,43179,287748,706959,4878,129613,243347,184389,33174,101621
410150,0,1,1,63,7,1,6,6,1,1,424405,194047,46637,633075,102016,38953,191281,236525,68163,132865,4281,247244
537910,0,5,2,44,2,1,5,5,3,3,424405,702014,116327,436443,597301,221136,76571,147432,115940,158627,206529,150162
665669,0,4,1,63,7,5,2,6,5,3,50618,48913,743538,239811,535390,403320,4878,58338,179643,29816,293207,53080
537910,0,3,2,54,2,4,0,2,2,2,573920,121480,673848,174267,906854,281864,262974,4882,163718,119984,4281,20720
154630,0,3,2,54,0,5,0,1,5,5,125375,847148,604158,567531,163926,949870,19217,147432,4459,4054,163191,214883
537910,0,5,1,44,0,5,6,2,6,1,947707,48913,813228,370899,535390,585503,4878,22701,195569,29816,33174,231063
665669,0,5,1,54,7,0,2,2,1,2,200132,702014,534468,764163,225837,-203957,305990,22701,20385,107103,33174,53080
921189,0,3,2,73,0,1,5,5,6,6,-24139,919715,255707,764163,102016,524775,47894,218707,163718,132865,105405,85441
665669,0,4,2,63,2,6,2,5,1,6,872949,411747,325397,305355,783033,-264685,4878,58338,4459,68460,235422,198703
665669,0,3,2,35,5,6,2,0,3,2,424405,629448,673848,829707,411569,706959,33555,111794,131866,42697,192083,133982
537910,0,1,1,35,2,1,0,1,0,2,872949,194047,743538,829707,225837,38953,148265,93976,68163,184389,18728,214883
154630,0,2,1,44,5,0,0,0,0,3,125375,484314,673848,436443,783033,828414,119587,165251,100014,107103,177637,69261
154630,0,4,2,35,4,2,1,0,7,0,125375,339180,255707,829707,349658,281864,176942,183069,307050,16935,33174,36900
282390,0,1,1,54,2,5,4,1,5,3,424405,847148,604158,436443,535390,767686,33555,4882,243347,81341,163191,53080
154630,0,4,1,54,7,5,6,1,0,5,50618,48913,604158,43179,225837,585503,47894,272163,84088,29816,177637,247244
282390,0,1,2,63,1,5,6,0,2,5,648677,48913,116327,764163,906854,585503,33555,147432,179643,107103,163191,20720
154630,0,1,2,63,4,0,4,5,3,6,-24139,484314,325397,43179,535390,-21774,191281,58338,195569,171508,148744,182523
793429,0,1,1,54,0,1,0,6,3,0,424405,121480,325397,43179,163926,281864,205620,22701,36311,184389,293207,4540
282390,0,5,2,35,6,2,0,5,5,6,573920,48913,46637,633075,40105,889142,248636,22701,20385,158627,18728,85441
282390,0,1,1,54,1,0,0,3,6,2,349647,48913,255707,239811,721122,38953,33555,58338,131866,274557,206529,20720
793429,0,1,2,54,6,6,0,3,1,6,424405,194047,395087,501987,411569,646231,334668,4882,4459,16935,18728,101621
154630,0,4,1,63,5,1,2,1,0,7,125375,556881,395087,43179,721122,403320,47894,4882,84088,81341,322100,117802
537910,0,1,1,35,0,0,0,7,1,5,573920,629448,673848,633075,349658,-264685,47894,129613,195569,107103,47620,263424
537910,0,2,1,54,5,0,6,0,0,1,50618,339180,46637,501987,535390,38953,148265,325619,243347,16935,105405,101621
665669,0,4,2,73,2,0,2,1,0,1,573920,48913,255707,43179,163926,464047,4878,165251,307050,4054,163191,231063
537910,0,4,1,35,4,0,6,1,2,6,947707,702014,395087,43179,40105,-264685,62233,40520,115940,16935,249868,231063
665669,0,4,1,63,4,2,0,2,0,0,872949,121480,813228,764163,473480,-143229,148265,218707,52237,16935,177637,117802
921189,0,3,2,44,5,4,0,1,7,0,50618,194047,604158,764163,783033,281864,33555,76157,4459,68460,119852,311965
665669,0,1,1,73,2,0,1,1,5,6,798192,339180,325397,501987,287748,99681,119587,218707,4459,16935,163191,295784
537910,0,2,2,63,0,6,4,2,2,5,125375,339180,255707,633075,287748,281864,62233,289982,163718,171508,177637,85441
410150,0,1,1,35,0,6,5,7,0,3,872949,556881,673848,370899,287748,403320,4878,254344,115940,119984,90959,198703
154630,0,3,1,54,0,4,4,1,0,3,723434,411747,534468,698619,225837,38953,19217,22701,163718,210152,177637,182523
154630,0,1,1,35,2,2,5,3,1,2,872949,556881,255707,108723,597301,-21774,148265,165251,163718,235914,62067,53080
154630,0,4,1,44,6,2,1,6,0,2,274890,121480,464777,501987,411569,524775,19217,76157,195569,287438,18728,69261
154630,0,1,1,54,2,0,1,7,6,5,274890,629448,255707,567531,349658,646231,62233,254344,275198,94222,18728,85441
665669,0,3,2,54,4,6,2,3,0,7,274890,121480,186017,698619,473480,464047,105249,4882,179643,4054,47620,344325
154630,0,1,1,63,5,1,4,3,2,3,424405,194047,325397,239811,225837,-143229,291652,58338,68163,119984,220976,150162
410150,0,1,1,44,6,0,2,7,0,7,50618,702014,534468,370899,287748,38953,133926,93976,100014,132865,220976,231063
537910,0,1,2,35,0,6,0,1,0,2,200132,266613,395087,698619,597301,160409,19217,183069,4459,29816,235422,295784
665669,0,3,1,54,4,6,2,6,0,1,349647,556881,255707,239811,597301,-82502,148265,396894,4459,42697,119852,101621
410150,0,1,1,35,5,1,0,3,5,2,723434,339180,46637,43179,411569,585503,119587,58338,243347,119984,105405,263424
410150,0,5,1,35,6,4,0,0,7,3,50618,121480,464777,698619,844943,38953,105249,307800,195569,55578,33174,85441
921189,0,1,1,44,0,6,6,0,2,3,50618,919715,464777,436443,721122,221136,119587,379075,36311,42697,4281,4540
921189,0,5,1,35,0,0,5,7,2,0,424405,919715,116327,239811,102016,828414,4878,111794,291124,145746,18728,36900
793429,0,4,1,54,4,0,6,6,6,2,648677,194047,673848,501987,535390,38953,133926,236525,52237,16935,249868,85441
793429,0,4,1,44,4,2,0,2,2,3,648677,411747,46637,239811,349658,281864,133926,272163,243347,158627,4281,150162
410150,0,5,2,44,1,4,0,2,0,5,499162,702014,464777,829707,349658,38953,148265,307800,211495,16935,47620,4540
410150,0,1,1,35,2,2,5,3,0,1,125375,629448,325397,567531,411569,342592,62233,236525,36311,287438,76513,69261
921189,0,1,1,44,1,6,6,7,3,0,872949,266613,116327,305355,411569,342592,76571,4882,36311,261676,33174,231063
537910,0,4,1,73,4,5,5,5,0,0,50618,121480,325397,436443,411569,767686,47894,22701,84088,287438,163191,4540
793429,0,5,2,35,5,5,0,2,0,1,50618,121480,395087,698619,535390,524775,47894,272163,131866,210152,105405,53080
537910,0,1,2,44,6,4,0,6,1,0,723434,629448,534468,43179,473480,-264685,205620,58338,195569,68460,76513,247244
410150,0,4,1,35,2,6,5,3,7,5,50618,774581,255707,305355,102016,706959,119587,165251,195569,55578,76513,263424
282390,0,1,2,54,4,5,4,5,7,3,872949,48913,534468,764163,906854,38953,176942,40520,4459,197270,18728,53080
282390,0,4,1,35,5,2,1,1,0,3,499162,48913,395087,698619,102016,646231,133926,40520,20385,55578,206529,311965
921189,0,1,1,35,5,0,4,2,1,0,872949,411747,46637,436443,102016,-203957,33555,93976,20385,16935,264315,311965
282390,0,5,2,44,4,0,2,3,1,0,349647,484314,325397,698619,473480,38953,90910,93976,338902,171508,76513,4540
921189,0,2,1,35,2,1,5,1,3,6,499162,629448,534468,633075,597301,38953,176942,58338,20385,145746,62067,279604
154630,0,1,1,35,4,6,0,7,1,5,50618,48913,46637,501987,40105,38953,62233,76157,243347,313200,33174,20720
537910,0,2,2,73,4,1,6,3,0,0,274890,339180,395087,501987,844943,38953,105249,183069,275198,16935,47620,231063
154630,0,1,1,63,2,2,5,5,3,0,349647,919715,46637,43179,102016,-143229,262974,165251,259272,29816,119852,85441
665669,0,5,1,35,4,0,0,6,0,1,573920,629448,46637,764163,535390,-143229,62233,147432,354827,16935,62067,69261
282390,0,1,1,63,5,1,0,6,7,5,200132,629448,464777,43179,287748,-203957,76571,307800,115940,171508,105405,214883
665669,0,3,1,73,0,2,0,0,1,0,573920,339180,743538,764163,40105,342592,62233,147432,227421,171508,18728,231063
154630,0,1,2,54,7,4,5,0,2,6,947707,121480,46637,43179,659212,524775,4878,307800,68163,171508,134298,85441
282390,0,1,2,63,7,0,0,5,7,0,648677,411747,604158,370899,906854,281864,19217,129613,4459,184389,18728,263424
154630,0,4,1,44,0,2,0,6,6,1,125375,919715,673848,239811,40105,-264685,262974,200888,163718,94222,33174,117802
793429,0,4,1,73,5,2,0,1,2,0,125375,194047,255707,370899,411569,464047,76571,58338,179643,287438,177637,69261
665669,0,1,1,54,6,0,0,0,2,6,723434,266613,743538,501987,163926,160409,148265,76157,115940,158627,220976,198703
282390,0,4,1,54,6,1,2,3,1,2,424405,121480,395087,108723,411569,464047,234297,93976,195569,223033,119852,36900
154630,0,1,2,35,0,4,1,6,6,0,648677,411747,534468,501987,225837,889142,234297,218707,100014,119984,62067,36900
665669,0,4,2,44,0,2,1,1,5,7,947707,702014,604158,436443,473480,-203957,4878,40520,291124,107103,134298,101621
537910,0,5,1,73,2,1,2,1,7,5,872949,121480,673848,239811,844943,221136,4878,147432,20385,81341,220976,214883
537910,0,4,1,35,5,5,0,5,5,0,274890,774581,464777,829707,721122,949870,62233,129613,52237,184389,4281,36900
537910,0,3,1,35,4,0,1,0,0,6,424405,919715,255707,633075,473480,342592,162603,147432,4459,171508,90959,247244
665669,0,1,2,54,7,4,1,2,2,0,573920,919715,46637,501987,163926,281864,119587,183069,243347,132865,90959,198703
793429,0,1,1,35,0,4,6,3,1,2,648677,48913,395087,567531,40105,889142,62233,361256,147792,16935,105405,101621
921189,0,4,2,63,1,6,1,0,5,6,349647,266613,116327,305355,783033,38953,176942,200888,100014,94222,76513,295784
282390,0,4,1,35,0,1,4,3,7,7,947707,919715,325397,829707,721122,38953,191281,111794,36311,29816,47620,166342
921189,0,1,2,44,5,4,2,0,3,2,573920,194047,673848,43179,225837,464047,176942,129613,275198,16935,235422,4540
154630,0,1,2,54,7,0,0,0,5,0,872949,121480,186017,239811,906854,-264685,47894,111794,68163,274557,105405,101621
537910,0,4,2,35,1,5,2,6,3,1,798192,121480,395087,829707,102016,221136,133926,22701,227421,16935,206529,214883
282390,0,1,1,73,7,4,6,6,2,0,723434,919715,604158,174267,659212,342592,133926,111794,195569,132865,62067,166342
154630,0,1,1,44,1,5,2,7,7,5,349647,48913,604158,436443,411569,99681,90910,307800,131866,4054,119852,279604
537910,0,1,1,44,1,0,1,3,2,5,274890,484314,534468,698619,349658,99681,119587,111794,179643,274557,76513,133982
282390,0,5,2,63,6,0,1,0,2,3,424405,484314,534468,567531,721122,221136,33555,200888,4459,16935,148744,328145
154630,0,1,1,35,0,1,5,6,5,0,274890,121480,116327,43179,844943,403320,19217,76157,211495,4054,220976,295784
154630,0,4,1,35,2,0,6,3,2,7,648677,847148,464777,305355,783033,342592,33555,183069,227421,42697,163191,150162
537910,0,5,1,35,7,1,6,1,0,7,573920,339180,186017,829707,906854,38953,105249,129613,52237,29816,249868,133982
665669,0,1,1,54,2,0,5,7,5,3,-24139,48913,395087,174267,40105,281864,248636,218707,275198,68460,163191,53080
