X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23
282390,0,2,1,73,7,0,0,0,3,0,125375,48913,186017,501987,40105,-203957,47894,76157,4459,145746,148744,117802
282390,0,1,1,63,6,0,1,5,2,0,50618,339180,813228,43179,102016,-143229,90910,4882,36311,4054,47620,231063
665669,0,1,2,73,5,1,4,7,0,0,648677,411747,604158,43179,40105,-82502,62233,58338,52237,158627,62067,53080
154630,0,4,1,44,4,6,6,0,1,1,-24139,411747,743538,633075,287748,221136,90910,165251,20385,68460,76513,20720
154630,0,3,2,63,4,2,1,0,6,5,200132,48913,116327,43179,721122,-143229,4878,111794,195569,55578,62067,117802
537910,0,4,1,63,4,1,0,0,2,3,200132,48913,325397,305355,102016,342592,47894,40520,52237,197270,163191,85441
793429,0,2,1,73,0,2,0,3,2,1,499162,702014,743538,174267,163926,767686,4878,76157,100014,16935,76513,69261
154630,0,4,2,63,4,4,6,3,1,2,50618,847148,255707,239811,349658,-21774,76571,76157,84088,158627,4281,117802
665669,0,1,2,54,-1,0,2,7,0,3,50618,266613,186017,43179,721122,-21774,4878,111794,20385,132865,192083,85441
537910,0,1,1,35,1,1,5,0,6,5,200132,919715,116327,436443,163926,889142,47894,40520,20385,16935,47620,133982
665669,0,3,1,44,1,5,5,2,5,2,798192,484314,813228,43179,535390,99681,162603,58338,36311,55578,4281,36900
537910,0,5,2,63,7,1,4,0,2,7,274890,411747,534468,764163,411569,99681,19217,22701,84088,94222,4281,166342
665669,0,4,1,44,1,0,4,6,5,5,573920,48913,395087,633075,659212,-82502,4878,218707,4459,94222,4281,69261
793429,0,4,1,73,0,6,5,2,2,2,723434,484314,116327,567531,225837,-21774,33555,183069,147792,119984,62067,101621
154630,0,1,2,54,4,0,5,5,2,7,499162,48913,255707,108723,163926,403320,162603,22701,211495,29816,177637,20720
410150,0,1,1,35,6,5,6,5,0,1,50618,121480,255707,567531,102016,403320,191281,4882,115940,158627,18728,133982
