X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23
793429,0,1,1,73,5,0,0,2,3,2,499162,121480,46637,370899,102016,403320,119587,93976,163718,68460,47620,4540
921189,0,4,1,63,0,5,4,0,0,5,200132,194047,186017,43179,535390,403320,105249,22701,84088,132865,47620,36900
410150,0,4,1,73,0,0,1,7,2,5,349647,266613,46637,239811,40105,-203957,33555,111794,68163,55578,18728,231063
537910,0,3,2,63,6,0,0,6,0,0,200132,556881,46637,108723,597301,99681,119587,129613,20385,42697,76513,117802
154630,0,1,1,54,0,2,5,3,2,2,424405,121480,395087,305355,102016,281864,219958,93976,4459,42697,76513,85441
410150,0,4,1,73,7,5,4,0,7,0,723434,194047,325397,43179,473480,-21774,119587,129613,4459,16935,76513,133982
793429,0,4,1,54,7,5,2,3,3,0,-24139,702014,673848,108723,597301,160409,4878,147432,20385,42697,62067,85441
665669,0,4,1,54,2,0,0,5,0,2,349647,484314,325397,370899,225837,221136,105249,272163,84088,16935,62067,69261
154630,0,2,1,44,0,1,0,2,5,5,349647,48913,255707,174267,659212,281864,205620,58338,36311,81341,18728,150162
921189,0,1,1,54,7,2,1,0,2,5,50618,774581,325397,239811,473480,38953,105249,40520,20385,55578,163191,133982
793429,0,5,1,35,0,5,4,3,3,3,200132,484314,186017,108723,473480,403320,90910,58338,147792,16935,76513,198703
282390,0,4,2,73,1,2,0,0,5,0,50618,484314,255707,698619,163926,767686,4878,4882,68163,81341,47620,182523
537910,0,1,1,35,5,6,0,3,5,1,349647,266613,534468,174267,721122,160409,133926,22701,4459,158627,62067,85441
665669,0,4,2,35,4,4,1,5,7,6,125375,121480,46637,174267,287748,38953,90910,254344,100014,132865,76513,20720
793429,0,4,1,63,4,6,4,0,7,3,499162,339180,186017,43179,535390,-21774,133926,200888,115940,16935,18728,117802
282390,0,2,2,44,1,0,0,6,2,7,50618,48913,813228,305355,163926,-264685,119587,40520,52237,197270,18728,53080
537910,0,2,2,35,0,1,0,1,0,1,499162,121480,673848,370899,844943,221136,33555,22701,52237,81341,148744,166342
410150,0,1,2,35,1,1,2,0,2,0,573920,556881,255707,305355,721122,889142,76571,76157,20385,81341,62067,101621
