Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose
73,1,2,1,0,2,6287,3,0
73,1,2,1,0,2,6287,3,0
72,1,2,1,0,2,6289,12,0
37,1,2,1,-4,2,6287,20,0
61,1,2,1,0,2,6287,14,0
49,1,2,1,0,2,6289,12,0
50,1,2,1,0,2,6288,14,0
41,1,2,1,-9,5,6289,20,0
41,1,2,9,0,2,6289,28,0
49,1,2,1,0,2,5660,27,0
41,1,2,1,0,2,6289,20,0
41,1,2,1,0,2,6289,20,0
34,1,1,1,0,2,6289,12,0
40,1,2,1,0,2,6289,26,1
33,1,2,8,0,-5,2263,28,0
41,1,2,1,0,2,6289,28,8
39,1,-5,1,0,2,6289,39,0
33,1,1,1,0,2,6289,42,-9
41,1,2,1,0,2,6288,36,0
33,0,2,1,-8,2,6289,42,0
40,1,2,1,0,2,6289,37,0
41,1,2,1,0,2,6289,42,0
41,1,2,1,0,2,6289,42,0
26,1,2,-3,0,2,6288,42,0
33,1,2,-7,0,2,6289,36,0
40,1,2,1,0,2,6289,42,0
41,1,2,1,0,2,1886,27,0
33,1,2,1,0,2,6289,42,7
33,1,2,1,0,2,6289,42,7
26,1,2,1,8,2,6289,37,-8
33,1,2,1,0,2,6289,34,0
33,1,2,1,0,2,6289,34,0
33,1,2,1,0,2,6289,34,0
33,1,2,1,0,2,6289,34,0
33,1,2,1,0,2,6289,34,0
33,1,2,1,0,2,6289,34,0
33,1,2,1,0,2,6289,34,0
32,1,2,1,0,2,6289,33,0
33,1,2,1,8,2,6289,42,0
33,1,2,1,0,2,6289,42,6
33,1,2,1,0,2,6289,35,0
33,1,2,1,0,2,6289,35,0
33,1,2,1,0,2,6289,35,0
33,1,2,1,0,2,6289,42,5
33,1,2,1,0,2,6289,36,0
33,1,2,2,0,-6,6287,46,0
37,1,2,1,0,2,6289,42,0
33,1,2,1,0,2,6289,42,-4
33,1,2,1,0,2,6289,37,0
33,1,2,1,0,2,6289,37,0
33,1,2,1,0,2,6288,38,0
33,1,2,1,0,2,6289,38,0
33,1,2,1,0,2,6289,38,0
33,1,2,1,0,2,6289,38,0
33,1,2,-2,0,2,6289,42,0
33,1,2,1,0,2,6289,40,0
33,1,2,1,1,2,6289,42,0
