Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose
42,0,3,2,0,2,4308,3,6
33,0,2,2,-9,7,4308,26,0
22,1,2,-7,0,0,4308,45,1
33,0,2,2,0,0,4306,1,0
33,0,2,2,0,0,4308,11,0
33,1,2,2,0,0,4308,14,1
15,0,2,2,0,0,4308,13,0
30,1,2,2,0,0,4307,14,2
24,1,2,2,0,0,4308,4,1
24,1,2,2,0,0,4308,9,4
24,0,2,2,0,0,4308,7,1
24,0,2,2,0,0,4308,6,0
24,0,2,2,0,0,4306,8,1
24,0,-3,2,-1,0,4308,48,1
24,0,2,2,0,0,4308,31,-10
24,0,2,2,0,0,4308,8,0
15,0,2,2,0,0,4308,24,4
24,0,2,2,0,0,4308,10,0
24,1,2,2,0,0,4308,36,-4
33,1,-7,2,0,0,4307,39,0
15,0,2,2,0,0,4308,29,0
33,1,2,2,0,0,4306,26,0
24,0,2,2,0,0,4308,14,0
24,0,2,2,0,0,4308,14,0
15,1,2,2,0,0,4308,48,-6
24,0,2,2,0,0,4308,15,0
24,0,2,2,0,0,4309,16,0
24,0,2,2,0,-9,4307,23,0
24,0,2,2,0,0,4308,18,1
24,1,2,2,0,0,4308,18,0
24,1,2,2,-18,0,5600,12,1
24,1,2,2,0,0,4308,20,1
24,0,2,2,0,0,4307,18,0
24,0,2,2,6,0,4308,43,0
24,1,2,2,0,0,4308,23,3
24,0,2,2,0,0,4308,45,-7
24,1,2,2,0,0,4308,22,2
24,1,2,2,0,0,4308,21,1
24,1,2,2,0,0,4308,25,4
24,0,2,2,0,0,4308,19,0
24,0,2,2,0,0,4308,21,1
24,0,2,2,0,0,4308,20,0
24,0,2,2,0,-3,4308,47,0
24,1,2,2,0,0,4308,21,0
15,1,2,2,0,0,4308,4,1
24,0,2,1,0,0,4308,20,0
24,1,2,2,0,0,4308,23,1
33,1,2,2,0,0,4310,31,0
24,0,2,2,0,0,4307,21,0
24,0,2,2,0,0,4308,21,0
24,1,2,2,0,0,4309,22,0
30,0,2,2,0,0,4307,30,1
24,1,0,2,0,0,4308,22,0
24,1,2,2,0,9,4309,33,0
24,0,2,2,0,0,4308,26,3
24,1,2,2,0,0,4308,23,0
26,1,2,2,0,0,4309,39,-4
24,1,2,1,0,0,4307,23,0
24,0,2,2,0,0,4308,24,1
24,1,2,2,0,10,4308,31,2
24,1,2,2,0,0,4306,24,0
24,1,2,2,0,0,4307,24,0
24,1,2,2,0,0,4308,24,0
24,1,2,2,0,0,4308,24,0
24,1,2,2,0,0,4306,30,4
24,1,2,2,0,0,4308,30,4
24,0,2,2,0,0,4307,24,0
24,0,2,2,0,0,4308,24,0
24,0,2,2,0,0,4310,24,0
15,0,2,2,0,0,4308,36,0
24,0,2,2,0,0,4308,31,5
24,0,1,2,0,0,4307,26,1
24,0,-3,2,0,0,4305,30,0
24,0,2,2,0,0,4308,25,0
24,0,2,2,0,0,4308,25,0
24,0,2,2,0,0,4308,25,0
24,1,2,2,0,0,4307,26,0
24,0,2,2,-9,0,4308,38,0
24,1,2,2,0,0,4309,26,0
31,1,2,2,0,2,4308,39,6
24,0,2,2,0,0,4308,26,0
24,0,2,2,0,0,4308,26,0
15,0,2,2,0,0,4308,20,0
24,0,2,-2,-2,0,4308,34,0
24,0,2,2,0,0,4308,29,2
19,1,2,2,0,0,4307,21,0
