Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose
62,1,1,2,0,0,463,6,5
29,1,6,2,0,0,463,15,9
46,0,3,2,0,0,463,6,5
40,1,1,2,0,0,2009,12,5
30,1,1,2,0,0,1546,6,5
30,1,1,2,0,0,2209,9,5
24,1,1,2,0,0,3092,10,5
24,1,2,2,0,0,2212,7,5
24,1,1,2,6,0,1547,13,5
40,0,1,2,0,0,1700,15,5
24,1,1,2,0,0,2009,11,9
24,1,1,2,0,0,2009,19,8
24,1,1,2,0,0,1549,8,5
24,1,1,2,0,0,1546,8,5
24,1,1,2,0,0,2009,10,5
24,1,1,2,0,0,2009,10,5
24,1,1,2,0,0,3096,15,5
24,1,1,2,0,0,3093,15,5
24,1,1,2,6,-8,3092,24,5
24,1,1,2,0,0,4822,14,5
24,1,1,2,0,0,2407,13,5
24,1,1,2,0,0,1856,11,5
27,1,1,2,0,8,3092,18,5
24,1,-7,2,0,0,1546,16,5
24,1,1,2,0,0,1546,10,5
24,1,1,2,0,0,3094,16,5
24,1,7,2,0,0,1545,24,5
24,1,1,2,0,0,3092,16,5
24,1,1,2,0,0,3090,16,5
18,1,1,2,0,0,1546,25,8
31,1,1,2,0,0,3092,20,5
24,1,1,2,0,0,4019,18,5
32,1,1,2,0,0,1548,15,5
24,1,1,2,0,0,3401,18,5
24,1,1,2,0,0,3401,18,5
32,1,1,2,6,0,1546,24,5
24,1,1,2,0,0,1546,11,5
24,1,1,2,0,0,3092,17,5
24,1,1,2,0,0,3092,17,5
29,1,1,2,0,0,1855,15,5
24,1,9,2,0,0,1546,20,5
33,1,1,2,0,0,1546,16,5
30,1,1,2,0,0,1854,16,5
24,1,1,2,0,0,2411,15,5
32,1,1,2,0,0,1546,16,5
29,1,1,2,0,0,4019,24,5
24,1,1,8,0,0,2612,24,5
24,1,-5,2,0,0,3092,24,6
24,1,1,2,0,0,4018,20,5
24,1,1,2,0,0,3092,18,5
24,1,1,2,0,0,2007,14,5
24,1,1,2,0,-6,1549,18,5
17,1,1,2,0,0,3092,24,5
24,1,1,2,0,0,2431,16,5
24,1,1,2,0,0,4019,21,5
30,1,1,2,0,0,1546,16,5
30,1,1,2,0,0,1546,16,5
30,1,1,2,0,0,1546,16,5
24,1,7,2,0,0,1546,17,5
24,0,1,2,0,0,1856,24,11
19,1,1,2,0,0,3091,17,5
24,1,1,2,0,0,3092,20,5
24,1,7,2,0,0,1546,24,5
30,1,1,2,0,0,2009,19,5
24,1,1,2,0,0,4019,23,5
24,1,6,2,0,0,2009,16,5
24,1,7,2,0,0,2009,16,5
24,1,1,2,0,0,2011,16,5
24,1,1,2,0,0,2009,16,5
24,1,1,2,0,0,2009,16,5
30,1,1,2,0,0,1700,18,5
36,1,1,2,0,0,2409,24,5
25,1,1,2,0,0,2009,17,5
17,1,1,2,0,0,1546,16,5
24,1,1,2,0,8,1545,24,5
29,1,1,2,0,0,2009,24,-3
24,1,1,2,0,0,1855,16,5
24,1,1,2,0,0,1855,32,13
32,1,1,2,0,0,3092,25,5
32,1,1,2,0,0,3092,25,5
24,1,1,2,0,0,3400,22,5
30,1,1,2,0,0,3093,24,5
30,1,1,2,0,0,3092,24,5
30,1,1,2,0,0,3092,24,5
24,1,1,2,0,0,1550,15,5
24,1,1,2,0,0,1546,15,5
36,1,1,2,0,0,2209,24,5
24,1,1,2,0,0,2009,17,5
30,1,7,2,0,0,2009,24,5
24,1,1,2,0,0,1702,16,5
24,1,1,2,0,0,1700,16,5
29,1,1,2,0,0,3092,24,5
24,1,1,2,0,0,2164,18,5
30,1,1,2,0,0,2895,24,5
24,1,1,2,0,0,3710,24,5
24,1,1,2,0,0,3710,24,5
24,1,1,2,0,0,3710,24,5
24,1,2,2,0,0,1546,16,5
24,1,1,2,0,0,1546,16,10
24,1,1,2,0,0,1548,16,5
24,1,1,2,0,0,1547,16,5
24,1,1,2,0,0,1547,16,5
24,1,1,2,0,0,1547,16,5
24,1,1,2,0,0,1547,16,5
15,1,7,2,0,0,1545,24,5
24,1,1,2,0,0,3092,22,5
27,1,3,2,0,0,2008,20,5
24,1,1,2,0,0,2209,19,5
24,1,1,2,0,0,2209,19,5
32,1,1,2,0,0,2411,24,5
32,1,1,2,0,0,2411,24,5
30,1,1,2,0,0,1856,21,5
24,1,-5,2,0,0,2651,24,5
28,1,1,2,0,0,2873,24,5
24,1,1,2,0,0,1855,18,5
24,1,1,-6,0,0,1702,24,5
24,1,1,2,0,0,3401,24,5
24,1,1,2,0,0,3401,24,5
24,1,1,2,0,0,1548,17,5
26,1,1,2,0,0,3092,24,5
30,1,1,2,0,0,2008,22,5
24,1,1,2,-3,0,1700,24,5
24,1,1,2,0,0,2244,20,5
24,1,1,2,0,0,1702,18,5
24,1,7,2,0,0,1238,24,5
30,1,1,2,0,0,2412,24,5
34,1,1,2,0,0,1855,24,5
24,1,1,2,6,0,2892,30,5
24,1,1,2,0,0,2412,21,5
24,1,1,2,0,0,2410,21,5
24,1,2,2,0,0,1855,19,5
23,1,1,2,0,0,2010,19,5
24,0,1,2,0,0,2409,21,5
24,1,1,2,0,0,1858,19,5
24,1,1,2,0,0,1545,16,11
24,1,2,2,0,0,3092,24,5
24,1,1,2,0,0,1547,18,5
24,1,1,2,0,6,1547,32,5
24,1,1,2,0,0,1546,18,5
24,1,-5,2,0,0,1546,18,5
24,1,1,2,0,0,1545,18,5
24,1,1,2,0,0,3096,24,5
24,1,1,2,0,0,3092,24,5
24,1,1,2,0,0,3092,24,5
24,1,1,2,0,0,3090,24,5
24,1,1,2,0,0,3090,24,5
24,1,1,2,0,0,3088,24,5
24,0,1,2,0,0,1547,18,5
30,1,1,2,0,0,2209,24,5
30,1,1,2,0,0,2209,24,5
24,1,1,2,0,0,1700,19,5
24,1,1,2,0,0,1700,19,5
24,1,1,2,0,0,1700,19,5
24,1,1,2,0,0,2209,21,5
24,1,1,2,0,0,3092,24,4
24,1,1,2,0,0,1870,20,5
24,1,1,2,0,0,1870,20,5
30,1,1,2,0,0,773,19,5
24,1,1,2,0,0,1856,20,5
24,1,1,2,0,0,1855,20,5
29,1,1,2,0,0,2209,24,5
24,1,1,2,0,0,2871,24,5
30,1,2,2,0,0,2008,24,5
24,1,7,2,0,0,1546,24,5
24,1,1,2,0,0,1546,16,10
24,1,1,2,0,0,1546,19,5
24,1,1,2,0,0,1545,19,5
30,1,1,2,0,0,2010,24,5
30,1,1,2,0,0,2009,24,5
30,1,1,2,0,0,2009,24,5
31,1,1,2,0,0,1855,24,5
24,0,1,2,0,0,3092,25,5
18,1,1,2,0,0,1546,16,5
32,1,1,2,0,0,1700,24,5
33,1,1,2,0,0,1546,24,5
33,1,1,2,0,0,1546,24,5
24,1,1,2,0,0,2009,21,5
24,1,1,2,8,0,1546,32,5
24,1,1,2,0,0,2008,21,5
24,1,1,2,0,0,2782,24,5
24,1,1,2,0,0,1701,20,5
24,1,1,2,0,0,1700,20,5
30,1,8,2,0,0,1546,24,5
24,1,2,2,0,0,3092,24,11
30,1,1,2,0,0,1855,24,5
32,1,1,2,0,0,1546,24,5
24,1,1,2,0,8,2411,16,5
24,1,1,2,0,0,1546,32,9
24,1,1,2,0,0,2409,23,5
24,1,1,2,0,0,1855,21,5
24,1,9,2,7,0,1546,24,5
24,1,1,2,0,0,2652,24,5
24,1,1,2,0,0,2651,24,5
24,1,1,2,0,0,1547,20,5
24,1,1,2,0,0,1546,20,5
24,1,1,2,0,0,1546,20,5
24,1,1,2,0,0,2611,24,5
24,1,1,2,0,0,2610,24,5
24,1,1,2,0,0,2610,24,5
24,1,7,2,0,0,1856,24,5
24,1,1,2,0,0,3092,26,5
31,1,1,2,0,0,1548,24,5
29,1,1,2,0,0,464,19,5
29,1,1,2,0,0,1546,23,5
29,1,1,2,0,0,2008,25,5
24,1,2,2,0,0,2409,24,5
30,1,2,2,0,0,1546,24,5
30,1,2,2,0,0,1546,24,5
24,1,1,2,0,0,1458,23,13
24,1,1,2,0,0,2411,24,5
24,1,1,2,6,8,463,24,5
24,1,1,2,0,0,2410,24,5
30,1,1,2,0,0,1544,24,5
24,1,1,2,0,0,1854,22,5
24,1,2,2,0,0,1546,21,5
24,1,2,2,0,0,1546,21,5
25,1,1,2,0,0,2209,24,5
24,0,1,2,0,0,1546,21,5
24,1,1,2,0,0,2040,23,5
30,1,1,2,0,0,1700,25,5
24,1,1,2,0,0,2011,23,5
24,1,1,2,0,0,3092,27,5
16,1,1,2,0,0,3091,18,5
24,1,-2,2,0,0,2008,18,5
29,1,1,2,0,0,1546,24,5
29,1,1,2,0,0,1546,24,5
24,1,-4,2,0,0,1700,24,5
24,1,1,2,0,0,2210,24,5
24,1,1,2,0,0,2209,24,5
24,1,1,2,0,0,2208,24,5
27,1,1,2,0,0,2010,25,5
24,1,2,2,2,0,1546,24,5
24,1,1,2,-3,0,1082,24,5
30,1,1,2,0,0,1299,24,5
24,1,1,2,0,0,2413,25,5
24,1,2,2,0,4,1546,24,5
33,1,1,2,0,0,1546,24,1
24,1,1,2,0,0,1019,20,5
24,1,1,2,0,0,1546,22,5
24,1,1,2,0,0,1546,22,5
24,1,1,2,0,0,1546,22,5
24,1,9,2,0,0,1546,32,9
32,1,1,2,0,0,2011,28,5
24,1,2,8,0,0,1544,11,5
24,1,1,2,0,-8,2040,24,5
24,1,1,2,0,0,2038,24,5
24,1,1,2,0,0,1855,24,6
25,1,1,2,0,0,1870,24,5
24,1,1,2,0,0,2011,24,5
24,1,1,2,0,0,2011,24,5
24,1,1,2,0,0,3092,28,5
27,1,2,2,0,0,1546,24,5
24,1,1,2,0,0,2010,24,5
24,1,1,2,0,0,2010,24,5
24,1,1,2,0,0,2009,24,5
24,1,1,2,0,0,2009,24,5
24,1,1,2,0,0,2009,24,5
24,1,1,2,0,0,2009,24,5
24,1,1,2,0,0,2009,24,5
24,1,1,2,0,0,2009,24,5
24,1,1,2,0,0,2008,24,5
24,1,1,2,0,0,2007,24,5
24,1,2,2,0,0,1700,23,5
29,1,1,2,0,0,1545,25,5
21,1,1,2,0,0,2412,24,5
27,1,1,2,0,0,1545,24,5
24,1,1,2,0,0,2244,25,5
24,1,1,2,0,0,1702,23,5
24,0,1,2,0,0,2009,24,5
24,1,1,2,0,0,2209,25,5
