X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23
470000,0,1,2,31,1,-1,0,0,0,0,99931,95096,80388,75631,71464,65915,5070,4019,2019,2620,2096,1744
470000,1,1,2,31,2,3,0,-1,0,0,99931,95096,80388,75631,71464,65915,5070,4019,2019,2120,2096,1744
470000,1,1,2,26,2,0,0,0,0,0,99931,95096,80388,75631,71464,65915,5070,4019,2019,2120,2096,1744
470000,1,1,2,31,2,0,0,0,0,0,99931,95096,80388,75631,71464,65915,5070,4019,2819,2120,2096,1744
470000,1,1,2,31,2,0,0,0,0,0,99931,95096,80388,75631,71464,65915,5070,4019,2619,2120,2096,1744
470000,1,1,2,31,2,0,0,0,0,0,99931,95096,80388,75631,71464,65915,5070,4019,2019,2120,2096,1244
469100,1,1,2,31,2,0,0,0,0,0,99931,95096,80388,75631,71464,65915,5070,4019,2619,2120,2096,1744
470000,1,1,2,31,2,0,0,0,0,0,99931,95096,80388,75631,71464,65915,5070,4019,2219,2120,2096,1744
470000,1,1,2,31,2,0,0,0,0,0,99931,95096,80388,75631,71464,65915,5070,4019,2019,2120,2096,1744
470000,1,1,2,31,2,0,0,0,0,0,99931,95096,80388,75631,71464,65915,5070,4019,2019,2120,2096,1744
470000,1,1,2,31,2,0,0,0,0,0,99931,95096,80388,75631,71464,65915,5070,4019,2019,2120,2096,1744
470000,1,1,2,31,2,0,0,0,0,0,99931,95096,80388,75631,71464,65915,5070,4019,2019,2120,2096,1744
469500,1,1,2,31,2,0,0,0,0,0,99931,95096,80388,75631,71464,65915,5070,4019,2019,2120,2096,1744
467000,1,1,2,31,2,0,0,0,0,0,99931,95096,80388,75631,71464,65915,5070,4019,2019,2120,2096,1744
470000,1,1,2,31,2,0,0,0,0,0,99931,95096,80388,75631,71464,65915,5070,4019,2019,3020,2096,1744
470000,1,1,2,31,2,0,0,0,0,0,99931,95096,80388,75631,71464,65915,5070,4019,2019,2120,2096,3744
464000,1,1,2,31,2,0,0,0,0,0,99931,95096,80388,75631,71464,65915,5070,4019,2019,2120,2096,1744
470000,1,1,2,34,2,0,0,0,0,0,99931,95096,80388,75631,71464,65915,5070,4019,2019,2120,2096,1744
462000,1,1,2,31,2,0,0,0,0,0,99931,95096,80388,75631,71464,65915,5070,4019,2019,2120,1996,1744
470000,1,1,2,36,2,0,0,0,0,0,91931,95096,80388,75631,71464,65915,5070,4019,2019,2120,2196,1744
470000,1,1,2,39,2,0,0,0,0,0,99931,95096,80388,75631,71464,65915,5070,4019,2019,2120,2096,1744
470000,1,1,2,40,2,0,0,0,0,0,99931,95096,80388,75631,71464,65915,5070,4019,2019,2120,2096,1744
462000,1,1,2,31,2,0,0,0,0,0,99931,95096,80388,75631,71464,65915,5070,4019,2019,2120,2096,7744
470000,1,1,2,31,2,-1,0,0,0,0,99931,95096,80388,75731,71464,65915,5070,4019,2019,2120,2096,1744
470000,0,1,2,31,2,0,0,0,0,0,99931,95096,80388,75631,71464,65915,5970,4019,2019,2120,2096,1744
470000,0,1,2,39,2,0,0,0,0,0,99931,95096,80388,75631,71464,65915,5070,4019,2019,2120,2096,1744
470000,0,1,2,31,2,0,0,0,0,0,99931,95096,80388,75631,71464,65915,5070,4019,2019,2120,2096,3744
470500,0,1,2,31,2,0,0,0,0,0,99931,95096,80388,75631,71464,65915,5070,4019,2019,22120,2096,1744
470000,0,1,2,31,2,0,0,0,3,0,99931,95096,80388,75631,71464,65915,5070,4019,2019,2120,2096,1744
470000,1,1,2,31,3,0,3,0,0,0,99931,94596,80388,75631,71464,65915,5070,4019,2019,2120,2096,1744
470000,1,1,2,31,3,1,0,0,0,0,99931,95096,80388,75631,71464,65915,5070,4019,2019,-880,2096,1744
470000,1,1,2,40,3,0,0,0,0,0,99931,95096,80388,75631,71464,65915,5070,4019,2019,2120,2096,1744
470000,1,1,2,39,3,0,0,0,0,0,99931,95096,80388,75631,71464,65915,5070,4019,2019,2120,2096,1744
470900,1,1,2,36,3,0,0,0,0,0,99931,95096,80388,75631,71464,65915,5070,4019,2019,2120,2096,1744
470000,1,1,2,36,3,0,0,0,0,0,99931,95096,80388,75631,71464,65915,5070,4019,2019,2120,2096,1744
465000,1,1,2,34,3,0,0,0,0,0,99931,95096,80388,75631,71464,65915,5070,4019,2019,2120,2096,1744
470000,1,1,2,31,3,0,0,0,0,0,99931,95096,80388,75631,71464,65915,5070,4019,2719,2120,2096,1744
470000,1,1,2,31,3,0,0,0,0,0,99931,95096,80388,75631,71464,65915,5070,4019,2019,2120,2996,1744
469100,1,1,2,31,3,0,0,0,0,0,99931,95096,80388,75631,71464,65915,5070,4019,2619,2120,2096,1744
470000,1,1,2,31,3,0,0,0,0,0,99931,95096,80388,75631,71464,65915,5070,4019,2319,2120,2096,1744
