Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose
73,1,1,2,0,0,6229,5,6
49,1,1,2,0,0,6230,28,15
31,0,7,2,0,6,6229,28,6
55,0,1,2,0,0,6229,3,4
56,1,1,2,0,0,6229,7,4
55,1,1,2,0,0,6229,6,4
58,1,2,2,0,0,6229,13,4
81,1,2,2,0,0,12458,36,4
58,0,3,2,0,0,6229,22,4
63,1,1,2,0,0,4984,23,6
50,0,1,2,0,0,6229,18,4
52,1,1,2,0,0,6229,22,4
67,1,1,2,0,0,4360,24,4
57,0,1,2,0,0,6229,28,6
66,1,1,2,0,0,6229,32,4
56,0,1,2,0,0,6229,28,6
59,1,1,2,0,0,6229,29,4
16,0,4,2,0,0,6229,36,4
32,0,1,2,9,0,6229,36,4
49,1,1,2,0,0,6229,28,6
38,1,1,2,0,0,6229,13,4
38,1,1,2,0,0,6229,13,4
32,0,1,0,0,0,6229,36,-4
61,0,1,2,0,0,6228,36,4
40,1,1,2,-1,0,6229,36,4
41,0,1,2,0,0,6229,22,4
55,0,1,2,0,0,6229,36,4
54,1,1,2,0,0,6229,36,4
41,0,1,2,4,0,6229,36,4
33,0,1,2,0,3,4360,36,4
48,1,1,2,1,0,6229,36,4
49,0,1,2,0,0,6229,36,4
36,1,1,2,0,-6,6229,36,4
47,0,1,2,0,0,6229,36,4
47,0,1,2,0,0,6229,36,4
47,0,1,2,0,-9,3114,10,4
45,0,2,11,0,0,6229,36,4
23,1,2,2,0,0,6229,36,-2
41,0,1,2,0,0,6229,29,4
46,0,1,2,0,0,6229,36,4
46,0,1,2,0,0,6229,36,4
46,0,1,2,0,0,6229,36,4
39,0,2,2,0,0,6229,27,4
29,0,1,-4,0,0,6229,36,5
45,1,1,2,0,0,6229,36,4
33,0,1,8,0,0,6229,36,4
45,0,1,2,0,0,6229,36,4
45,0,1,2,0,0,6229,36,4
44,1,2,2,0,0,6229,36,4
32,0,1,2,0,0,6229,17,4
44,1,1,2,0,0,6229,36,4
44,1,0,2,0,0,6227,36,4
44,0,2,2,0,0,6229,36,4
39,0,1,2,0,0,6229,29,4
43,1,1,2,0,0,6227,36,4
43,0,2,2,0,0,6229,36,4
39,0,1,2,0,0,6230,30,4
42,1,2,2,0,0,6229,36,4
42,1,1,2,0,0,6229,36,4
42,0,1,2,0,0,6229,36,4
42,0,1,2,0,0,6229,36,4
42,0,1,2,0,0,6229,36,4
14,0,1,2,0,8,6229,36,4
41,1,1,2,0,0,6229,36,4
41,1,1,2,0,0,6229,36,4
41,1,1,2,0,0,6229,36,4
41,1,1,2,0,0,6229,36,4
14,0,1,2,0,0,6228,36,4
41,1,1,2,0,0,6229,36,4
41,1,1,2,0,0,6229,36,4
26,0,1,2,9,-9,6229,36,4
39,0,1,2,2,0,6229,36,4
37,1,1,2,0,2,6229,36,4
38,0,2,2,0,0,6229,32,4
32,0,2,2,0,6,6229,36,4
40,1,2,2,0,0,6229,36,4
23,0,2,-4,0,0,6229,36,4
40,1,1,2,0,0,6229,36,4
34,1,1,2,0,0,6229,27,4
40,0,1,2,0,0,6228,36,4
40,0,1,2,0,0,6229,36,4
40,0,1,2,0,0,6229,36,4
15,0,1,2,0,0,6229,36,4
40,0,1,2,0,0,6229,36,4
40,0,1,2,0,0,6229,36,4
25,0,1,2,-9,0,6229,36,4
35,0,3,2,0,0,6229,29,4
34,0,1,2,0,0,6229,27,4
34,0,1,2,0,0,6229,27,4
32,1,1,2,0,0,6229,25,4
39,0,2,2,0,0,6229,35,4
39,1,2,2,0,0,6229,36,4
33,1,2,2,0,0,6229,27,4
35,0,1,2,0,0,6228,29,4
